seed,class_name,n,mean_divergence,sd_divergence
88,Retroposon,1716,167.65034965034965,96.11086562170657
88,SINE,429796,177.7933345121872,85.45685691760022
89,DNA,117444,228.22271891284356,63.054160283256266
89,LINE,314105,231.96362681269002,85.09870457778634
89,LTR,138936,206.08169948753383,71.55190593888503
89,RC,490,264.16326530612247,45.884747783263386
89,Retroposon,1652,171.3904358353511,97.29238517793414
89,SINE,430242,177.64661051222336,85.46399943242734
90,DNA,117413,228.42237230971017,62.800723786411915
90,LINE,314169,232.11450206735864,84.8707668955864
90,LTR,139233,206.01273405011742,71.56215000211569
90,RC,479,270.2526096033403,41.891310657925494
90,Retroposon,1769,164.73092142453365,99.2873245686992
90,SINE,429515,177.48521239071977,85.24028577799956
91,DNA,117948,228.44303421846917,63.390833490352286
91,LINE,315766,231.47061114876206,85.10986101866924
91,LTR,138944,205.57117975587286,71.58965724792147
91,RC,459,272.91503267973854,38.12711471400707
91,Retroposon,1745,159.31862464183382,94.77356771465028
91,SINE,429847,177.8375631329287,85.27914140892162
92,DNA,117595,228.69364343722097,62.69867964117513
92,LINE,315139,231.68758230495115,85.08029735907121
92,LTR,139767,205.82447931199783,71.61659905896927
92,RC,499,273.99599198396794,41.40551675324367
92,Retroposon,1585,160.96719242902208,98.18081656157678
92,SINE,430049,178.05224753458327,85.51481703023808
93,DNA,117809,228.38599767420146,62.88470752988192
93,LINE,314373,231.32554322413185,85.4933568341454
