our_set,their_category,gene
Alu (family),Low-complexity-repeat-enriched genes,CRLF2
Alu (family),Low-complexity-repeat-enriched genes,CYTH1
Alu (family),Low-complexity-repeat-enriched genes,DCAF15
Alu (family),Low-complexity-repeat-enriched genes,DMWD
Alu (family),Low-complexity-repeat-enriched genes,DOT1L
Alu (family),Low-complexity-repeat-enriched genes,EIF3J
Alu (family),Low-complexity-repeat-enriched genes,ELAVL1
Alu (family),Low-complexity-repeat-enriched genes,ELL
Alu (family),Low-complexity-repeat-enriched genes,EPCAM
Alu (family),Low-complexity-repeat-enriched genes,FAF2
Alu (family),Low-complexity-repeat-enriched genes,FAM168B
Alu (family),Low-complexity-repeat-enriched genes,FAM193A
Alu (family),Low-complexity-repeat-enriched genes,FAM76A
Alu (family),Low-complexity-repeat-enriched genes,FBXO31
Alu (family),Low-complexity-repeat-enriched genes,FOXM1
Alu (family),Low-complexity-repeat-enriched genes,GMEB1
Alu (family),Low-complexity-repeat-enriched genes,GTF2I
Alu (family),Low-complexity-repeat-enriched genes,HDAC1
Alu (family),Low-complexity-repeat-enriched genes,HP1BP3
Alu (family),Low-complexity-repeat-enriched genes,IL27
Alu (family),Low-complexity-repeat-enriched genes,IL3RA
Alu (family),Low-complexity-repeat-enriched genes,ING5
Alu (family),Low-complexity-repeat-enriched genes,ITGAL
Alu (family),Low-complexity-repeat-enriched genes,MBD3
Alu (family),Low-complexity-repeat-enriched genes,MGRN1
Alu (family),Low-complexity-repeat-enriched genes,NMRK2
Alu (family),Low-complexity-repeat-enriched genes,NT5C2
Alu (family),Low-complexity-repeat-enriched genes,PACS2
Alu (family),Low-complexity-repeat-enriched genes,PCBD2
Alu (family),Low-complexity-repeat-enriched genes,PLEKHG5
Alu (family),Low-complexity-repeat-enriched genes,PPP1R14A
Alu (family),Low-complexity-repeat-enriched genes,PPP6C
Alu (family),Low-complexity-repeat-enriched genes,PRRC2B
Alu (family),Low-complexity-repeat-enriched genes,RABGEF1
Alu (family),Low-complexity-repeat-enriched genes,RBM39
Alu (family),Low-complexity-repeat-enriched genes,RFX1
Alu (family),Low-complexity-repeat-enriched genes,RIMKLB
Alu (family),Low-complexity-repeat-enriched genes,RPA1
Alu (family),Low-complexity-repeat-enriched genes,RTF1
Alu (family),Low-complexity-repeat-enriched genes,SMIM22
Alu (family),Low-complexity-repeat-enriched genes,SPAST
Alu (family),Low-complexity-repeat-enriched genes,TPCN1
Alu (family),Low-complexity-repeat-enriched genes,TRA2A
Alu (family),Low-complexity-repeat-enriched genes,TRAPPC9
Alu (family),Low-complexity-repeat-enriched genes,UBXN7
Alu (family),Low-complexity-repeat-enriched genes,USP34
Alu (family),Low-complexity-repeat-enriched genes,USP42
Alu (family),Low-complexity-repeat-enriched genes,VSIG10
Alu (family),Low-complexity-repeat-enriched genes,ZNF653
Alu (family),Low-complexity-repeat-enriched genes,ZNF771
Alu (family),Low-complexity-repeat-enriched genes,ZNF853
Alu (family),SINE-enriched genes,ABHD16A
Alu (family),SINE-enriched genes,ADSL
Alu (family),SINE-enriched genes,ANAPC11
Alu (family),SINE-enriched genes,ANAPC5
Alu (family),SINE-enriched genes,ANAPC7
Alu (family),SINE-enriched genes,AP3D1
Alu (family),SINE-enriched genes,APOC2
Alu (family),SINE-enriched genes,APOC4
Alu (family),SINE-enriched genes,ASB16
Alu (family),SINE-enriched genes,ATP1B2
Alu (family),SINE-enriched genes,BAX
Alu (family),SINE-enriched genes,BBS4
Alu (family),SINE-enriched genes,BLVRB
Alu (family),SINE-enriched genes,C17orf75
Alu (family),SINE-enriched genes,C19orf44
Alu (family),SINE-enriched genes,C19orf53
Alu (family),SINE-enriched genes,C22orf23
Alu (family),SINE-enriched genes,CALR3
Alu (family),SINE-enriched genes,CAMLG
Alu (family),SINE-enriched genes,CASC3
Alu (family),SINE-enriched genes,CASP8AP2
Alu (family),SINE-enriched genes,CATSPERG
Alu (family),SINE-enriched genes,CBFA2T2
Alu (family),SINE-enriched genes,CBX1
Alu (family),SINE-enriched genes,CBY3
Alu (family),SINE-enriched genes,CCAR1
Alu (family),SINE-enriched genes,CDK12
Alu (family),SINE-enriched genes,CELF1
Alu (family),SINE-enriched genes,CENPH
Alu (family),SINE-enriched genes,CEP164
Alu (family),SINE-enriched genes,CFAP74
Alu (family),SINE-enriched genes,CLASRP
Alu (family),SINE-enriched genes,CLIP1
Alu (family),SINE-enriched genes,CNPY4
Alu (family),SINE-enriched genes,COMMD7
Alu (family),SINE-enriched genes,COPZ1
Alu (family),SINE-enriched genes,COX5A
Alu (family),SINE-enriched genes,COX6A1
Alu (family),SINE-enriched genes,COX8A
Alu (family),SINE-enriched genes,CRCP
Alu (family),SINE-enriched genes,CRK
Alu (family),SINE-enriched genes,CRLF3
Alu (family),SINE-enriched genes,CSE1L
Alu (family),SINE-enriched genes,CTC1
Alu (family),SINE-enriched genes,CTDSPL2
Alu (family),SINE-enriched genes,CWC25
Alu (family),SINE-enriched genes,DAG1
Alu (family),SINE-enriched genes,DAND5
Alu (family),SINE-enriched genes,DDHD2
Alu (family),SINE-enriched genes,DDX19A
Alu (family),SINE-enriched genes,DDX46
Alu (family),SINE-enriched genes,DHX30
Alu (family),SINE-enriched genes,DNA2
Alu (family),SINE-enriched genes,DNAJA3
Alu (family),SINE-enriched genes,DNASE1L1
Alu (family),SINE-enriched genes,DNM2
Alu (family),SINE-enriched genes,DPF2
Alu (family),SINE-enriched genes,DPPA2
Alu (family),SINE-enriched genes,DPPA3
Alu (family),SINE-enriched genes,DPPA4
Alu (family),SINE-enriched genes,DPY30
Alu (family),SINE-enriched genes,DRG2
Alu (family),SINE-enriched genes,EIF3B
Alu (family),SINE-enriched genes,ELOF1
Alu (family),SINE-enriched genes,EMC3
Alu (family),SINE-enriched genes,ENTPD5
Alu (family),SINE-enriched genes,EP400
Alu (family),SINE-enriched genes,EPOR
Alu (family),SINE-enriched genes,ERAL1
Alu (family),SINE-enriched genes,ERCC2
Alu (family),SINE-enriched genes,EXOC7
Alu (family),SINE-enriched genes,FAM222B
Alu (family),SINE-enriched genes,FAM76A
Alu (family),SINE-enriched genes,FBXO46
Alu (family),SINE-enriched genes,FBXO47
Alu (family),SINE-enriched genes,FCGRT
Alu (family),SINE-enriched genes,FLAD1
Alu (family),SINE-enriched genes,FLYWCH1
Alu (family),SINE-enriched genes,FLYWCH2
Alu (family),SINE-enriched genes,FNBP4
Alu (family),SINE-enriched genes,FOLR1
Alu (family),SINE-enriched genes,GANAB
Alu (family),SINE-enriched genes,GAPVD1
Alu (family),SINE-enriched genes,GCDH
Alu (family),SINE-enriched genes,GEMIN6
Alu (family),SINE-enriched genes,GINS2
Alu (family),SINE-enriched genes,GJC1
Alu (family),SINE-enriched genes,GMEB1
Alu (family),SINE-enriched genes,GMFG
Alu (family),SINE-enriched genes,GPATCH3
Alu (family),SINE-enriched genes,GTF2F1
Alu (family),SINE-enriched genes,HEXIM2
Alu (family),SINE-enriched genes,HIP1
Alu (family),SINE-enriched genes,HMGCL
Alu (family),SINE-enriched genes,HNRNPF
Alu (family),SINE-enriched genes,HORMAD1
Alu (family),SINE-enriched genes,ICAM1
Alu (family),SINE-enriched genes,IFI35
Alu (family),SINE-enriched genes,INSL3
Alu (family),SINE-enriched genes,INTS5
Alu (family),SINE-enriched genes,IP6K1
Alu (family),SINE-enriched genes,IPO7
Alu (family),SINE-enriched genes,KAT8
Alu (family),SINE-enriched genes,KDELR2
Alu (family),SINE-enriched genes,KEAP1
Alu (family),SINE-enriched genes,KHDC3L
Alu (family),SINE-enriched genes,KIF1B
Alu (family),SINE-enriched genes,KIF2C
Alu (family),SINE-enriched genes,KPNA2
Alu (family),SINE-enriched genes,KXD1
Alu (family),SINE-enriched genes,LEO1
Alu (family),SINE-enriched genes,LUC7L
Alu (family),SINE-enriched genes,MAD2L1BP
Alu (family),SINE-enriched genes,MAP4
Alu (family),SINE-enriched genes,MCAT
Alu (family),SINE-enriched genes,MDN1
Alu (family),SINE-enriched genes,MED1
Alu (family),SINE-enriched genes,MED18
Alu (family),SINE-enriched genes,MEIOB
Alu (family),SINE-enriched genes,METTL23
Alu (family),SINE-enriched genes,MORF4L1
Alu (family),SINE-enriched genes,MORN3
Alu (family),SINE-enriched genes,MRPL4
Alu (family),SINE-enriched genes,MRPL52
Alu (family),SINE-enriched genes,MRPS21
Alu (family),SINE-enriched genes,MYADML2
Alu (family),SINE-enriched genes,MYDGF
Alu (family),SINE-enriched genes,NANOS2
Alu (family),SINE-enriched genes,NASP
Alu (family),SINE-enriched genes,NDUFA3
Alu (family),SINE-enriched genes,NDUFS5
Alu (family),SINE-enriched genes,NDUFV3
Alu (family),SINE-enriched genes,NICN1
Alu (family),SINE-enriched genes,NLRP12
Alu (family),SINE-enriched genes,NME1
Alu (family),SINE-enriched genes,NOB1
Alu (family),SINE-enriched genes,NOL9
Alu (family),SINE-enriched genes,NOP58
Alu (family),SINE-enriched genes,NPAS1
Alu (family),SINE-enriched genes,NPLOC4
Alu (family),SINE-enriched genes,NQO1
Alu (family),SINE-enriched genes,NRBP1
Alu (family),SINE-enriched genes,NUP85
Alu (family),SINE-enriched genes,NXNL1
Alu (family),SINE-enriched genes,PAFAH1B3
Alu (family),SINE-enriched genes,PBX4
Alu (family),SINE-enriched genes,PDE6G
Alu (family),SINE-enriched genes,PDP2
Alu (family),SINE-enriched genes,PDPR
Alu (family),SINE-enriched genes,PEBP1
Alu (family),SINE-enriched genes,PFAS
Alu (family),SINE-enriched genes,PHACTR4
Alu (family),SINE-enriched genes,PIF1
Alu (family),SINE-enriched genes,PIP5K1A
Alu (family),SINE-enriched genes,PISD
Alu (family),SINE-enriched genes,PKD1
Alu (family),SINE-enriched genes,PLA2G1B
Alu (family),SINE-enriched genes,PLEKHA4
Alu (family),SINE-enriched genes,PLVAP
Alu (family),SINE-enriched genes,PMM1
Alu (family),SINE-enriched genes,POLR2G
Alu (family),SINE-enriched genes,PPIL2
Alu (family),SINE-enriched genes,PRPF3
Alu (family),SINE-enriched genes,PRR19
Alu (family),SINE-enriched genes,PRRG2
Alu (family),SINE-enriched genes,PSKH1
Alu (family),SINE-enriched genes,PSMA6
Alu (family),SINE-enriched genes,PSMB5
Alu (family),SINE-enriched genes,PSMD4
Alu (family),SINE-enriched genes,PSPH
Alu (family),SINE-enriched genes,PTGES3
Alu (family),SINE-enriched genes,PTGES3L
Alu (family),SINE-enriched genes,PTPN11
Alu (family),SINE-enriched genes,PUM1
Alu (family),SINE-enriched genes,PWWP2A
Alu (family),SINE-enriched genes,R3HDM4
Alu (family),SINE-enriched genes,RAB10
Alu (family),SINE-enriched genes,RAB19
Alu (family),SINE-enriched genes,RABEPK
Alu (family),SINE-enriched genes,RBBP4
Alu (family),SINE-enriched genes,RBP7
Alu (family),SINE-enriched genes,REC8
Alu (family),SINE-enriched genes,RELB
Alu (family),SINE-enriched genes,RHNO1
Alu (family),SINE-enriched genes,RHOT1
Alu (family),SINE-enriched genes,RILPL1
Alu (family),SINE-enriched genes,RILPL2
Alu (family),SINE-enriched genes,RLN3
Alu (family),SINE-enriched genes,RMDN3
Alu (family),SINE-enriched genes,RNASEH2A
Alu (family),SINE-enriched genes,RNPEP
Alu (family),SINE-enriched genes,RPA2
Alu (family),SINE-enriched genes,RPAP1
Alu (family),SINE-enriched genes,RPGRIP1
Alu (family),SINE-enriched genes,RPS10
Alu (family),SINE-enriched genes,RPS13
Alu (family),SINE-enriched genes,RPS27
Alu (family),SINE-enriched genes,RPS8
Alu (family),SINE-enriched genes,RRP12
Alu (family),SINE-enriched genes,RUNDC1
Alu (family),SINE-enriched genes,SAE1
Alu (family),SINE-enriched genes,SAT2
Alu (family),SINE-enriched genes,SBNO1
Alu (family),SINE-enriched genes,SCAMP4
Alu (family),SINE-enriched genes,SCP2
Alu (family),SINE-enriched genes,SEC24A
Alu (family),SINE-enriched genes,SEPHS2
Alu (family),SINE-enriched genes,SERTAD1
Alu (family),SINE-enriched genes,SFI1
Alu (family),SINE-enriched genes,SIRT4
Alu (family),SINE-enriched genes,SLC37A3
Alu (family),SINE-enriched genes,SLC44A2
Alu (family),SINE-enriched genes,SMARCA4
Alu (family),SINE-enriched genes,SMARCC1
Alu (family),SINE-enriched genes,SMG8
Alu (family),SINE-enriched genes,SMIM14
Alu (family),SINE-enriched genes,SNAPIN
Alu (family),SINE-enriched genes,SNF8
Alu (family),SINE-enriched genes,SNRPC
Alu (family),SINE-enriched genes,SNRPD2
Alu (family),SINE-enriched genes,SNTA1
Alu (family),SINE-enriched genes,SNX4
Alu (family),SINE-enriched genes,SNX8
Alu (family),SINE-enriched genes,SPG7
Alu (family),SINE-enriched genes,SSC4D
Alu (family),SINE-enriched genes,SSR2
Alu (family),SINE-enriched genes,ST3GAL2
Alu (family),SINE-enriched genes,SUMO2
Alu (family),SINE-enriched genes,SUZ12
Alu (family),SINE-enriched genes,SYCE2
Alu (family),SINE-enriched genes,SZRD1
Alu (family),SINE-enriched genes,TAF6
Alu (family),SINE-enriched genes,TARDBP
Alu (family),SINE-enriched genes,TFCP2
Alu (family),SINE-enriched genes,TIPIN
Alu (family),SINE-enriched genes,TKTL1
Alu (family),SINE-enriched genes,TM4SF5
Alu (family),SINE-enriched genes,TMC4
Alu (family),SINE-enriched genes,TMEM91
Alu (family),SINE-enriched genes,TRAF2
Alu (family),SINE-enriched genes,TRIAP1
Alu (family),SINE-enriched genes,TRIM75
Alu (family),SINE-enriched genes,TRNAU1AP
Alu (family),SINE-enriched genes,TROAP
Alu (family),SINE-enriched genes,TSNAXIP1
Alu (family),SINE-enriched genes,UBA52
Alu (family),SINE-enriched genes,UBAP1
Alu (family),SINE-enriched genes,UBAP2
Alu (family),SINE-enriched genes,UBB
Alu (family),SINE-enriched genes,UBE2G1
Alu (family),SINE-enriched genes,UBXN1
Alu (family),SINE-enriched genes,UBXN11
Alu (family),SINE-enriched genes,UBXN6
Alu (family),SINE-enriched genes,UHRF1
Alu (family),SINE-enriched genes,UQCRC1
Alu (family),SINE-enriched genes,USP4
Alu (family),SINE-enriched genes,VHL
Alu (family),SINE-enriched genes,VKORC1
Alu (family),SINE-enriched genes,VPS11
Alu (family),SINE-enriched genes,VPS25
Alu (family),SINE-enriched genes,VPS51
Alu (family),SINE-enriched genes,WDR45
Alu (family),SINE-enriched genes,WDR74
Alu (family),SINE-enriched genes,WIPI2
Alu (family),SINE-enriched genes,XPO4
Alu (family),SINE-enriched genes,XRCC6
Alu (family),SINE-enriched genes,ZBTB3
Alu (family),SINE-enriched genes,ZNF143
Alu (family),SINE-enriched genes,ZNF207
Alu (family),SINE-enriched genes,ZNF709
Alu (family),SINE-enriched genes,ZNF786
Alu (family),SINE-enriched genes,ZP3
Alu (family),SINE-enriched genes,ZSCAN21
MIR (family),L1-enriched genes,ADGRE1
MIR (family),L1-enriched genes,ARHGEF9
MIR (family),L1-enriched genes,C5orf46
MIR (family),L1-enriched genes,HEPH
MIR (family),L1-enriched genes,HHLA1
MIR (family),L1-enriched genes,IL1RAP
MIR (family),L1-enriched genes,MS4A1
MIR (family),L1-enriched genes,PARPBP
MIR (family),L1-enriched genes,PFKFB1
MIR (family),L1-enriched genes,PRR5L
MIR (family),L1-enriched genes,TMEM41A
MIR (family),L1-enriched genes,VSIG4
MIR (family),Low-complexity-repeat-enriched genes,ADGRB1
MIR (family),Low-complexity-repeat-enriched genes,AIFM3
MIR (family),Low-complexity-repeat-enriched genes,ANK1
MIR (family),Low-complexity-repeat-enriched genes,AQP2
MIR (family),Low-complexity-repeat-enriched genes,AQP5
MIR (family),Low-complexity-repeat-enriched genes,ARAP1
MIR (family),Low-complexity-repeat-enriched genes,ARHGEF9
MIR (family),Low-complexity-repeat-enriched genes,ARL6IP4
MIR (family),Low-complexity-repeat-enriched genes,ATP2B2
MIR (family),Low-complexity-repeat-enriched genes,AZIN2
MIR (family),Low-complexity-repeat-enriched genes,BEGAIN
MIR (family),Low-complexity-repeat-enriched genes,BPIFB2
MIR (family),Low-complexity-repeat-enriched genes,CCDC85C
MIR (family),Low-complexity-repeat-enriched genes,CD74
MIR (family),Low-complexity-repeat-enriched genes,CDX1
MIR (family),Low-complexity-repeat-enriched genes,CEBPB
MIR (family),Low-complexity-repeat-enriched genes,CEP250
MIR (family),Low-complexity-repeat-enriched genes,CMIP
MIR (family),Low-complexity-repeat-enriched genes,COL8A2
MIR (family),Low-complexity-repeat-enriched genes,CPLX2
MIR (family),Low-complexity-repeat-enriched genes,CRB2
MIR (family),Low-complexity-repeat-enriched genes,CSDC2
MIR (family),Low-complexity-repeat-enriched genes,CXXC5
MIR (family),Low-complexity-repeat-enriched genes,DAB2IP
MIR (family),Low-complexity-repeat-enriched genes,DLGAP1
MIR (family),Low-complexity-repeat-enriched genes,DYRK1B
MIR (family),Low-complexity-repeat-enriched genes,EPHA8
MIR (family),Low-complexity-repeat-enriched genes,EPHB2
MIR (family),Low-complexity-repeat-enriched genes,ETS1
MIR (family),Low-complexity-repeat-enriched genes,EVL
MIR (family),Low-complexity-repeat-enriched genes,FAF2
MIR (family),Low-complexity-repeat-enriched genes,FBXL19
MIR (family),Low-complexity-repeat-enriched genes,FCER1A
MIR (family),Low-complexity-repeat-enriched genes,FFAR4
MIR (family),Low-complexity-repeat-enriched genes,FIGNL2
MIR (family),Low-complexity-repeat-enriched genes,FLII
MIR (family),Low-complexity-repeat-enriched genes,FNDC5
MIR (family),Low-complexity-repeat-enriched genes,FOXN4
MIR (family),Low-complexity-repeat-enriched genes,FOXO6
MIR (family),Low-complexity-repeat-enriched genes,GAS7
MIR (family),Low-complexity-repeat-enriched genes,GRM4
MIR (family),Low-complexity-repeat-enriched genes,GSN
MIR (family),Low-complexity-repeat-enriched genes,IQSEC1
MIR (family),Low-complexity-repeat-enriched genes,KCNIP4
MIR (family),Low-complexity-repeat-enriched genes,KCNMA1
MIR (family),Low-complexity-repeat-enriched genes,KCNQ4
MIR (family),Low-complexity-repeat-enriched genes,KCTD17
MIR (family),Low-complexity-repeat-enriched genes,KLK15
MIR (family),Low-complexity-repeat-enriched genes,KRT13
MIR (family),Low-complexity-repeat-enriched genes,LARP1
MIR (family),Low-complexity-repeat-enriched genes,LMO2
MIR (family),Low-complexity-repeat-enriched genes,MED9
MIR (family),Low-complexity-repeat-enriched genes,MGRN1
MIR (family),Low-complexity-repeat-enriched genes,MMP24
MIR (family),Low-complexity-repeat-enriched genes,NAV1
MIR (family),Low-complexity-repeat-enriched genes,NCS1
MIR (family),Low-complexity-repeat-enriched genes,NEURL1B
MIR (family),Low-complexity-repeat-enriched genes,NINJ1
MIR (family),Low-complexity-repeat-enriched genes,NOS1
MIR (family),Low-complexity-repeat-enriched genes,NOVA2
MIR (family),Low-complexity-repeat-enriched genes,NTAN1
MIR (family),Low-complexity-repeat-enriched genes,OPCML
MIR (family),Low-complexity-repeat-enriched genes,PDE4D
MIR (family),Low-complexity-repeat-enriched genes,PDZRN3
MIR (family),Low-complexity-repeat-enriched genes,PHF19
MIR (family),Low-complexity-repeat-enriched genes,PKIG
MIR (family),Low-complexity-repeat-enriched genes,PLEKHG5
MIR (family),Low-complexity-repeat-enriched genes,PLXND1
MIR (family),Low-complexity-repeat-enriched genes,PMEPA1
MIR (family),Low-complexity-repeat-enriched genes,PPP1R17
MIR (family),Low-complexity-repeat-enriched genes,PPP2R2C
MIR (family),Low-complexity-repeat-enriched genes,PRDM11
MIR (family),Low-complexity-repeat-enriched genes,PTP4A2
MIR (family),Low-complexity-repeat-enriched genes,RAC2
MIR (family),Low-complexity-repeat-enriched genes,RAP1GAP
MIR (family),Low-complexity-repeat-enriched genes,RFX4
MIR (family),Low-complexity-repeat-enriched genes,RHOD
MIR (family),Low-complexity-repeat-enriched genes,RIC8B
MIR (family),Low-complexity-repeat-enriched genes,ROR1
MIR (family),Low-complexity-repeat-enriched genes,RTL1
MIR (family),Low-complexity-repeat-enriched genes,RUNX3
MIR (family),Low-complexity-repeat-enriched genes,SART3
MIR (family),Low-complexity-repeat-enriched genes,SDC3
MIR (family),Low-complexity-repeat-enriched genes,SH3BP1
MIR (family),Low-complexity-repeat-enriched genes,SLC24A1
MIR (family),Low-complexity-repeat-enriched genes,SLIT3
MIR (family),Low-complexity-repeat-enriched genes,SMAD3
MIR (family),Low-complexity-repeat-enriched genes,SOCS1
MIR (family),Low-complexity-repeat-enriched genes,SOX30
MIR (family),Low-complexity-repeat-enriched genes,SPNS2
MIR (family),Low-complexity-repeat-enriched genes,STMN3
MIR (family),Low-complexity-repeat-enriched genes,SYT2
MIR (family),Low-complexity-repeat-enriched genes,TGFBR1
MIR (family),Low-complexity-repeat-enriched genes,TMEM64
MIR (family),Low-complexity-repeat-enriched genes,TNIP1
MIR (family),Low-complexity-repeat-enriched genes,TNS1
MIR (family),Low-complexity-repeat-enriched genes,TOX2
MIR (family),Low-complexity-repeat-enriched genes,TRNP1
MIR (family),Low-complexity-repeat-enriched genes,TTC39A
MIR (family),Low-complexity-repeat-enriched genes,VDAC1
MIR (family),Low-complexity-repeat-enriched genes,VSTM2L
MIR (family),Low-complexity-repeat-enriched genes,XKR7
MIR (family),Low-complexity-repeat-enriched genes,ZBTB7A
MIR (family),Low-complexity-repeat-enriched genes,ZCCHC24
MIR (family),Low-complexity-repeat-enriched genes,ZNF423
MIR (family),Low-complexity-repeat-enriched genes,ZNF771
MIR (family),SINE-enriched genes,ABHD4
MIR (family),SINE-enriched genes,ABHD6
MIR (family),SINE-enriched genes,AKT1S1
MIR (family),SINE-enriched genes,AKT2
MIR (family),SINE-enriched genes,BTF3L4
MIR (family),SINE-enriched genes,CCL5
MIR (family),SINE-enriched genes,CD79A
MIR (family),SINE-enriched genes,CHCHD4
MIR (family),SINE-enriched genes,CIB2
MIR (family),SINE-enriched genes,CLPSL2
MIR (family),SINE-enriched genes,CNR2
MIR (family),SINE-enriched genes,CRELD1
MIR (family),SINE-enriched genes,DNAJC6
MIR (family),SINE-enriched genes,DNM2
MIR (family),SINE-enriched genes,DYNLL2
MIR (family),SINE-enriched genes,EIF3I
MIR (family),SINE-enriched genes,EPS15
MIR (family),SINE-enriched genes,FBXW2
MIR (family),SINE-enriched genes,FKBP5
MIR (family),SINE-enriched genes,GEMIN5
MIR (family),SINE-enriched genes,GJB3
MIR (family),SINE-enriched genes,GPR37L1
MIR (family),SINE-enriched genes,LUZP1
MIR (family),SINE-enriched genes,MACF1
MIR (family),SINE-enriched genes,MEOX1
MIR (family),SINE-enriched genes,MYH14
MIR (family),SINE-enriched genes,NINJ1
MIR (family),SINE-enriched genes,NINJ2
MIR (family),SINE-enriched genes,NPAS1
MIR (family),SINE-enriched genes,PITHD1
MIR (family),SINE-enriched genes,PLA2G6
MIR (family),SINE-enriched genes,PRX
MIR (family),SINE-enriched genes,RIMS3
MIR (family),SINE-enriched genes,RNF44
MIR (family),SINE-enriched genes,RUVBL1
MIR (family),SINE-enriched genes,SNTA1
MIR (family),SINE-enriched genes,SPATA2
MIR (family),SINE-enriched genes,TBC1D14
MIR (family),SINE-enriched genes,TMC8
MIR (family),SINE-enriched genes,TNS4
MIR (family),SINE-enriched genes,TOMM5
MIR (family),SINE-enriched genes,TRIB3
MIR (family),SINE-enriched genes,VDAC1
MIR (family),SINE-enriched genes,WWC1
MIR (family),SINE-enriched genes,ZNF335
