our_set,their_category,gene
DNA,Low-complexity-repeat-enriched genes,CREB5
DNA,Low-complexity-repeat-enriched genes,CRYZL1
DNA,Low-complexity-repeat-enriched genes,DCTN1
DNA,Low-complexity-repeat-enriched genes,DNAJA4
DNA,Low-complexity-repeat-enriched genes,DNAJC5B
DNA,Low-complexity-repeat-enriched genes,EHF
DNA,Low-complexity-repeat-enriched genes,EID1
DNA,Low-complexity-repeat-enriched genes,EPC1
DNA,Low-complexity-repeat-enriched genes,FAM107B
DNA,Low-complexity-repeat-enriched genes,FBXO28
DNA,Low-complexity-repeat-enriched genes,FREM1
DNA,Low-complexity-repeat-enriched genes,GAR1
DNA,Low-complexity-repeat-enriched genes,GGA2
DNA,Low-complexity-repeat-enriched genes,HADH
DNA,Low-complexity-repeat-enriched genes,HECTD2
DNA,Low-complexity-repeat-enriched genes,HECW2
DNA,Low-complexity-repeat-enriched genes,IGFBP2
DNA,Low-complexity-repeat-enriched genes,INCENP
DNA,Low-complexity-repeat-enriched genes,IREB2
DNA,Low-complexity-repeat-enriched genes,KALRN
DNA,Low-complexity-repeat-enriched genes,KCNIP4
DNA,Low-complexity-repeat-enriched genes,KCNMA1
DNA,Low-complexity-repeat-enriched genes,KCTD1
DNA,Low-complexity-repeat-enriched genes,KIAA1549
DNA,Low-complexity-repeat-enriched genes,LARP1
DNA,Low-complexity-repeat-enriched genes,LARP7
DNA,Low-complexity-repeat-enriched genes,LEMD1
DNA,Low-complexity-repeat-enriched genes,LIPE
DNA,Low-complexity-repeat-enriched genes,MAPT
DNA,Low-complexity-repeat-enriched genes,MPP7
DNA,Low-complexity-repeat-enriched genes,NAA20
DNA,Low-complexity-repeat-enriched genes,NSUN2
DNA,Low-complexity-repeat-enriched genes,PAPPA2
DNA,Low-complexity-repeat-enriched genes,PDE4D
DNA,Low-complexity-repeat-enriched genes,PDZRN3
DNA,Low-complexity-repeat-enriched genes,PGRMC2
DNA,Low-complexity-repeat-enriched genes,PHF19
DNA,Low-complexity-repeat-enriched genes,PHF20L1
DNA,Low-complexity-repeat-enriched genes,PLEKHA5
DNA,Low-complexity-repeat-enriched genes,POLR2M
DNA,Low-complexity-repeat-enriched genes,POP1
DNA,Low-complexity-repeat-enriched genes,PPM1A
DNA,Low-complexity-repeat-enriched genes,PRKCE
DNA,Low-complexity-repeat-enriched genes,PTPRT
DNA,Low-complexity-repeat-enriched genes,RAB12
DNA,Low-complexity-repeat-enriched genes,RBM33
DNA,Low-complexity-repeat-enriched genes,RBM47
DNA,Low-complexity-repeat-enriched genes,REPS1
DNA,Low-complexity-repeat-enriched genes,RFX4
DNA,Low-complexity-repeat-enriched genes,RHOU
DNA,Low-complexity-repeat-enriched genes,RNF146
DNA,Low-complexity-repeat-enriched genes,RSBN1
DNA,Low-complexity-repeat-enriched genes,RUFY1
DNA,Low-complexity-repeat-enriched genes,SECISBP2L
DNA,Low-complexity-repeat-enriched genes,SH3BP5
DNA,Low-complexity-repeat-enriched genes,SHF
DNA,Low-complexity-repeat-enriched genes,SLC4A5
DNA,Low-complexity-repeat-enriched genes,SMAD3
DNA,Low-complexity-repeat-enriched genes,SMARCA2
DNA,Low-complexity-repeat-enriched genes,SREK1IP1
DNA,Low-complexity-repeat-enriched genes,SRRT
DNA,Low-complexity-repeat-enriched genes,SSH1
DNA,Low-complexity-repeat-enriched genes,SYNJ2
DNA,Low-complexity-repeat-enriched genes,TCEA3
DNA,Low-complexity-repeat-enriched genes,TLK1
DNA,Low-complexity-repeat-enriched genes,TMEM132B
DNA,Low-complexity-repeat-enriched genes,TMTC4
DNA,Low-complexity-repeat-enriched genes,TRIM33
DNA,Low-complexity-repeat-enriched genes,TRPC1
DNA,Low-complexity-repeat-enriched genes,UBE2Q2
DNA,Low-complexity-repeat-enriched genes,UBE2Z
DNA,Low-complexity-repeat-enriched genes,UBN2
DNA,Low-complexity-repeat-enriched genes,URI1
DNA,Low-complexity-repeat-enriched genes,USP31
DNA,Low-complexity-repeat-enriched genes,USP7
DNA,Low-complexity-repeat-enriched genes,XPO1
DNA,Low-complexity-repeat-enriched genes,YBX1
DNA,Low-complexity-repeat-enriched genes,ZBTB7C
DNA,Low-complexity-repeat-enriched genes,ZCCHC24
DNA,SINE-enriched genes,ADCY3
DNA,SINE-enriched genes,AGBL2
DNA,SINE-enriched genes,AK7
DNA,SINE-enriched genes,APPBP2
DNA,SINE-enriched genes,ATOX1
DNA,SINE-enriched genes,BRAP
DNA,SINE-enriched genes,C12orf42
DNA,SINE-enriched genes,CNDP2
DNA,SINE-enriched genes,CNR2
DNA,SINE-enriched genes,COMMD7
DNA,SINE-enriched genes,CRYZL1
DNA,SINE-enriched genes,CSTF2T
DNA,SINE-enriched genes,DCTN1
DNA,SINE-enriched genes,DCTN6
DNA,SINE-enriched genes,DDX24
DNA,SINE-enriched genes,DDX55
DNA,SINE-enriched genes,FA2H
DNA,SINE-enriched genes,FANCE
DNA,SINE-enriched genes,FBXO34
DNA,SINE-enriched genes,GABPB1
DNA,SINE-enriched genes,GALNT1
DNA,SINE-enriched genes,GIGYF2
DNA,SINE-enriched genes,GLRX2
DNA,SINE-enriched genes,GMNN
DNA,SINE-enriched genes,HOMEZ
DNA,SINE-enriched genes,HSBP1
DNA,SINE-enriched genes,ITPR3
DNA,SINE-enriched genes,KLHL23
DNA,SINE-enriched genes,KLHL7
DNA,SINE-enriched genes,LAMP2
DNA,SINE-enriched genes,LSM10
DNA,SINE-enriched genes,MAPT
DNA,SINE-enriched genes,MCM6
DNA,SINE-enriched genes,NDUFB9
DNA,SINE-enriched genes,NOP16
DNA,SINE-enriched genes,NSUN6
DNA,SINE-enriched genes,OAZ1
DNA,SINE-enriched genes,PAPOLA
DNA,SINE-enriched genes,PCYT1A
DNA,SINE-enriched genes,PEX3
DNA,SINE-enriched genes,PITHD1
DNA,SINE-enriched genes,PLA2G4E
DNA,SINE-enriched genes,PLEKHA5
DNA,SINE-enriched genes,PPP1R21
DNA,SINE-enriched genes,PSMD1
DNA,SINE-enriched genes,PTPN4
DNA,SINE-enriched genes,RBM44
DNA,SINE-enriched genes,RBM47
DNA,SINE-enriched genes,RGL2
DNA,SINE-enriched genes,RIN3
DNA,SINE-enriched genes,RPL5
DNA,SINE-enriched genes,SCOC
DNA,SINE-enriched genes,SFI1
DNA,SINE-enriched genes,SGTA
DNA,SINE-enriched genes,SLC26A8
DNA,SINE-enriched genes,SPPL2A
DNA,SINE-enriched genes,SRD5A1
DNA,SINE-enriched genes,TRAPPC8
DNA,SINE-enriched genes,TSPO2
DNA,SINE-enriched genes,ZBTB25
DNA,SINE-enriched genes,ZFP62
DNA,SINE-enriched genes,ZGRF1
SVA,L1-enriched genes,ACAP2
SVA,L1-enriched genes,ATG3
SVA,L1-enriched genes,BRMS1L
SVA,L1-enriched genes,CCDC107
SVA,L1-enriched genes,CLEC6A
SVA,L1-enriched genes,COPS5
SVA,L1-enriched genes,DNAH14
SVA,L1-enriched genes,FUT8
SVA,L1-enriched genes,LPAR1
SVA,L1-enriched genes,MS4A1
SVA,L1-enriched genes,MS4A12
SVA,L1-enriched genes,NLRP9
SVA,L1-enriched genes,RIT2
SVA,L1-enriched genes,RMDN2
SVA,L1-enriched genes,SCAPER
SVA,L1-enriched genes,SLC25A2
SVA,L1-enriched genes,SLC35A5
SVA,L1-enriched genes,SPOP
SVA,L1-enriched genes,SRSF7
SVA,L1-enriched genes,SYNPR
SVA,L1-enriched genes,TACR3
SVA,L1-enriched genes,TMEM41A
SVA,L1-enriched genes,VN1R4
SVA,L1-enriched genes,ZFP42
SVA,Low-complexity-repeat-enriched genes,AGO4
SVA,Low-complexity-repeat-enriched genes,ARGLU1
SVA,Low-complexity-repeat-enriched genes,ARHGDIG
SVA,Low-complexity-repeat-enriched genes,ARIH2
SVA,Low-complexity-repeat-enriched genes,ATN1
SVA,Low-complexity-repeat-enriched genes,BAZ2A
SVA,Low-complexity-repeat-enriched genes,BEAN1
SVA,Low-complexity-repeat-enriched genes,BZW1
SVA,Low-complexity-repeat-enriched genes,C6orf132
SVA,Low-complexity-repeat-enriched genes,CADM2
SVA,Low-complexity-repeat-enriched genes,CAPNS1
SVA,Low-complexity-repeat-enriched genes,CCDC146
SVA,Low-complexity-repeat-enriched genes,CCDC158
SVA,Low-complexity-repeat-enriched genes,CMTM4
SVA,Low-complexity-repeat-enriched genes,CPEB3
SVA,Low-complexity-repeat-enriched genes,CREBZF
SVA,Low-complexity-repeat-enriched genes,DAZAP2
SVA,Low-complexity-repeat-enriched genes,DRP2
SVA,Low-complexity-repeat-enriched genes,EIF3F
SVA,Low-complexity-repeat-enriched genes,EIF4EBP2
SVA,Low-complexity-repeat-enriched genes,EIF5
SVA,Low-complexity-repeat-enriched genes,EPHX4
SVA,Low-complexity-repeat-enriched genes,ERLEC1
SVA,Low-complexity-repeat-enriched genes,FAM168B
SVA,Low-complexity-repeat-enriched genes,FANK1
SVA,Low-complexity-repeat-enriched genes,FIGNL2
SVA,Low-complexity-repeat-enriched genes,GAS6
SVA,Low-complexity-repeat-enriched genes,GGA2
SVA,Low-complexity-repeat-enriched genes,GTPBP2
SVA,Low-complexity-repeat-enriched genes,HNRNPL
SVA,Low-complexity-repeat-enriched genes,HOMER3
SVA,Low-complexity-repeat-enriched genes,IFRD1
SVA,Low-complexity-repeat-enriched genes,KIF2A
SVA,Low-complexity-repeat-enriched genes,KRT82
SVA,Low-complexity-repeat-enriched genes,LDB1
SVA,Low-complexity-repeat-enriched genes,MACROD1
SVA,Low-complexity-repeat-enriched genes,MARF1
SVA,Low-complexity-repeat-enriched genes,MED19
SVA,Low-complexity-repeat-enriched genes,MME
SVA,Low-complexity-repeat-enriched genes,NCKIPSD
SVA,Low-complexity-repeat-enriched genes,NCOA6
SVA,Low-complexity-repeat-enriched genes,NFE2L3
SVA,Low-complexity-repeat-enriched genes,PGP
SVA,Low-complexity-repeat-enriched genes,PODXL2
SVA,Low-complexity-repeat-enriched genes,PRKAA1
SVA,Low-complexity-repeat-enriched genes,PTPN12
SVA,Low-complexity-repeat-enriched genes,RABGEF1
SVA,Low-complexity-repeat-enriched genes,RBM47
SVA,Low-complexity-repeat-enriched genes,REPS2
SVA,Low-complexity-repeat-enriched genes,RFNG
SVA,Low-complexity-repeat-enriched genes,RGMB
SVA,Low-complexity-repeat-enriched genes,RND1
SVA,Low-complexity-repeat-enriched genes,SCARB2
SVA,Low-complexity-repeat-enriched genes,SLC25A28
SVA,Low-complexity-repeat-enriched genes,SLC45A4
SVA,Low-complexity-repeat-enriched genes,SLC8A2
SVA,Low-complexity-repeat-enriched genes,SPECC1
SVA,Low-complexity-repeat-enriched genes,SPOP
SVA,Low-complexity-repeat-enriched genes,SRSF9
SVA,Low-complexity-repeat-enriched genes,SSH1
SVA,Low-complexity-repeat-enriched genes,TBC1D5
SVA,Low-complexity-repeat-enriched genes,TRABD
SVA,Low-complexity-repeat-enriched genes,TRAF3
SVA,Low-complexity-repeat-enriched genes,TULP4
SVA,Low-complexity-repeat-enriched genes,TXNL4B
SVA,Low-complexity-repeat-enriched genes,UBE2U
SVA,Low-complexity-repeat-enriched genes,UBN2
SVA,Low-complexity-repeat-enriched genes,USP7
SVA,Low-complexity-repeat-enriched genes,ZBTB4
SVA,Low-complexity-repeat-enriched genes,ZMYND11
SVA,SINE-enriched genes,ACBD4
SVA,SINE-enriched genes,ACTR2
SVA,SINE-enriched genes,AMBRA1
SVA,SINE-enriched genes,AP4M1
SVA,SINE-enriched genes,ARRDC2
SVA,SINE-enriched genes,BECN1
SVA,SINE-enriched genes,BNIPL
SVA,SINE-enriched genes,CAPNS1
SVA,SINE-enriched genes,CCDC163
SVA,SINE-enriched genes,CDKL3
SVA,SINE-enriched genes,CKAP5
SVA,SINE-enriched genes,CKB
SVA,SINE-enriched genes,CNPY4
SVA,SINE-enriched genes,COLEC11
SVA,SINE-enriched genes,CWC25
SVA,SINE-enriched genes,DNM2
SVA,SINE-enriched genes,DPPA4
SVA,SINE-enriched genes,DPPA5
SVA,SINE-enriched genes,DYNLL1
SVA,SINE-enriched genes,EMC3
SVA,SINE-enriched genes,ERCC8
SVA,SINE-enriched genes,ERI3
SVA,SINE-enriched genes,ESRRB
SVA,SINE-enriched genes,FBXO47
SVA,SINE-enriched genes,GINS2
SVA,SINE-enriched genes,HNRNPF
SVA,SINE-enriched genes,HYOU1
SVA,SINE-enriched genes,ITGB7
SVA,SINE-enriched genes,KHDC3L
SVA,SINE-enriched genes,KIF2C
SVA,SINE-enriched genes,KIFC1
SVA,SINE-enriched genes,KLHL24
SVA,SINE-enriched genes,LASP1NB
SVA,SINE-enriched genes,MAD2L1BP
SVA,SINE-enriched genes,MED18
SVA,SINE-enriched genes,METTL16
SVA,SINE-enriched genes,MRPS25
SVA,SINE-enriched genes,NCOA6
SVA,SINE-enriched genes,NUP85
SVA,SINE-enriched genes,PADI6
SVA,SINE-enriched genes,PI16
SVA,SINE-enriched genes,PISD
SVA,SINE-enriched genes,PLAC8
SVA,SINE-enriched genes,POLR2A
SVA,SINE-enriched genes,POLR2G
SVA,SINE-enriched genes,PRIM2
SVA,SINE-enriched genes,PRPF8
SVA,SINE-enriched genes,PRRX2
SVA,SINE-enriched genes,PRSS21
SVA,SINE-enriched genes,PRSS41
SVA,SINE-enriched genes,PSMD4
SVA,SINE-enriched genes,PSMG3
SVA,SINE-enriched genes,PSPC1
SVA,SINE-enriched genes,PSPH
SVA,SINE-enriched genes,PTDSS2
SVA,SINE-enriched genes,PTK2
SVA,SINE-enriched genes,PUS1
SVA,SINE-enriched genes,RAB19
SVA,SINE-enriched genes,RAD54L
SVA,SINE-enriched genes,RBM47
SVA,SINE-enriched genes,REST
SVA,SINE-enriched genes,RETSAT
SVA,SINE-enriched genes,RFC4
SVA,SINE-enriched genes,RGS11
SVA,SINE-enriched genes,RHOBTB2
SVA,SINE-enriched genes,RILPL2
SVA,SINE-enriched genes,RND1
SVA,SINE-enriched genes,RNF11
SVA,SINE-enriched genes,RPUSD3
SVA,SINE-enriched genes,RSRC2
SVA,SINE-enriched genes,SALL2
SVA,SINE-enriched genes,SCOC
SVA,SINE-enriched genes,SDF2
SVA,SINE-enriched genes,SLBP
SVA,SINE-enriched genes,SLC35E4
SVA,SINE-enriched genes,SLC35F6
SVA,SINE-enriched genes,SLC37A3
SVA,SINE-enriched genes,SLC44A2
SVA,SINE-enriched genes,SNRPC
SVA,SINE-enriched genes,STIP1
SVA,SINE-enriched genes,SWI5
SVA,SINE-enriched genes,SYNC
SVA,SINE-enriched genes,TAF6
SVA,SINE-enriched genes,TAPBPL
SVA,SINE-enriched genes,TMEM170A
SVA,SINE-enriched genes,TMEM41B
SVA,SINE-enriched genes,TNIP2
SVA,SINE-enriched genes,TOMM5
SVA,SINE-enriched genes,TSGA10IP
SVA,SINE-enriched genes,UBC
SVA,SINE-enriched genes,VAMP1
SVA,SINE-enriched genes,ZCCHC13
SVA,SINE-enriched genes,ZNF709
Helitron,L1-enriched genes,CCDC68
Helitron,L1-enriched genes,MCEE
Helitron,L1-enriched genes,ZC4H2
Helitron,Low-complexity-repeat-enriched genes,ARHGEF7
Helitron,Low-complexity-repeat-enriched genes,BATF3
Helitron,Low-complexity-repeat-enriched genes,C1orf198
Helitron,Low-complexity-repeat-enriched genes,EGLN1
Helitron,Low-complexity-repeat-enriched genes,GLS
Helitron,Low-complexity-repeat-enriched genes,LHFPL3
Helitron,Low-complexity-repeat-enriched genes,PRKG2
Helitron,Low-complexity-repeat-enriched genes,RALGPS2
Helitron,Low-complexity-repeat-enriched genes,TBC1D2B
Helitron,Low-complexity-repeat-enriched genes,TPD52
Helitron,Low-complexity-repeat-enriched genes,ZBTB7C
Helitron,SINE-enriched genes,GALNT1
Helitron,SINE-enriched genes,MIS18BP1
Helitron,SINE-enriched genes,SAMD15
Helitron,SINE-enriched genes,TMED8
Helitron,SINE-enriched genes,TMEM62
Helitron,SINE-enriched genes,VGLL4
TE_top,L1-enriched genes,ADGRE1
TE_top,L1-enriched genes,ARMC1
TE_top,L1-enriched genes,BCL2L14
TE_top,L1-enriched genes,CASP8
TE_top,L1-enriched genes,CLDN34
TE_top,L1-enriched genes,DNM1L
TE_top,L1-enriched genes,GP6
TE_top,L1-enriched genes,GPR34
TE_top,L1-enriched genes,HEPH
TE_top,L1-enriched genes,HHLA1
TE_top,L1-enriched genes,LAMP3
TE_top,L1-enriched genes,MUC16
TE_top,L1-enriched genes,NLRP9
TE_top,L1-enriched genes,SPIDR
TE_top,L1-enriched genes,TEX28
TE_top,L1-enriched genes,ZC3H14
TE_top,Low-complexity-repeat-enriched genes,ABCC4
TE_top,Low-complexity-repeat-enriched genes,ACTR10
TE_top,Low-complexity-repeat-enriched genes,ACTR5
TE_top,Low-complexity-repeat-enriched genes,AGO1
TE_top,Low-complexity-repeat-enriched genes,ARIH2
TE_top,Low-complexity-repeat-enriched genes,ASCC2
TE_top,Low-complexity-repeat-enriched genes,ASMT
TE_top,Low-complexity-repeat-enriched genes,CALR4P
TE_top,Low-complexity-repeat-enriched genes,CECR2
TE_top,Low-complexity-repeat-enriched genes,CELF1
TE_top,Low-complexity-repeat-enriched genes,CEP250
TE_top,Low-complexity-repeat-enriched genes,CLDN34
TE_top,Low-complexity-repeat-enriched genes,CLPTM1
TE_top,Low-complexity-repeat-enriched genes,CLYBL
TE_top,Low-complexity-repeat-enriched genes,CMTM4
TE_top,Low-complexity-repeat-enriched genes,CPPED1
TE_top,Low-complexity-repeat-enriched genes,CUL4B
TE_top,Low-complexity-repeat-enriched genes,DOT1L
TE_top,Low-complexity-repeat-enriched genes,DTNB
TE_top,Low-complexity-repeat-enriched genes,ELAVL1
TE_top,Low-complexity-repeat-enriched genes,FAF2
TE_top,Low-complexity-repeat-enriched genes,FAM149B1
TE_top,Low-complexity-repeat-enriched genes,FAM168B
TE_top,Low-complexity-repeat-enriched genes,FAM76A
TE_top,Low-complexity-repeat-enriched genes,GGA2
TE_top,Low-complexity-repeat-enriched genes,GMEB1
TE_top,Low-complexity-repeat-enriched genes,HDAC1
TE_top,Low-complexity-repeat-enriched genes,IARS2
TE_top,Low-complexity-repeat-enriched genes,IL3RA
TE_top,Low-complexity-repeat-enriched genes,ITGB5
TE_top,Low-complexity-repeat-enriched genes,MAPK1
TE_top,Low-complexity-repeat-enriched genes,MED28
TE_top,Low-complexity-repeat-enriched genes,MGRN1
TE_top,Low-complexity-repeat-enriched genes,NAA20
TE_top,Low-complexity-repeat-enriched genes,NCOA6
TE_top,Low-complexity-repeat-enriched genes,NCS1
TE_top,Low-complexity-repeat-enriched genes,NT5C2
TE_top,Low-complexity-repeat-enriched genes,PHF19
TE_top,Low-complexity-repeat-enriched genes,PPP6C
TE_top,Low-complexity-repeat-enriched genes,PRRC2B
TE_top,Low-complexity-repeat-enriched genes,RABGEF1
TE_top,Low-complexity-repeat-enriched genes,RBM19
TE_top,Low-complexity-repeat-enriched genes,RFX4
TE_top,Low-complexity-repeat-enriched genes,RPA1
TE_top,Low-complexity-repeat-enriched genes,RUFY1
TE_top,Low-complexity-repeat-enriched genes,SH3BP5
TE_top,Low-complexity-repeat-enriched genes,SMIM22
TE_top,Low-complexity-repeat-enriched genes,SPECC1
TE_top,Low-complexity-repeat-enriched genes,SRRT
TE_top,Low-complexity-repeat-enriched genes,SRSF9
TE_top,Low-complexity-repeat-enriched genes,TADA2A
TE_top,Low-complexity-repeat-enriched genes,TMEM40
TE_top,Low-complexity-repeat-enriched genes,TPCN1
TE_top,Low-complexity-repeat-enriched genes,TRAPPC9
TE_top,Low-complexity-repeat-enriched genes,TRIM33
TE_top,Low-complexity-repeat-enriched genes,TTC39A
TE_top,Low-complexity-repeat-enriched genes,URI1
TE_top,Low-complexity-repeat-enriched genes,USP7
TE_top,Low-complexity-repeat-enriched genes,VSIG10
TE_top,Low-complexity-repeat-enriched genes,ZC3H14
TE_top,Low-complexity-repeat-enriched genes,ZNF771
TE_top,SINE-enriched genes,ABHD6
TE_top,SINE-enriched genes,ADSL
TE_top,SINE-enriched genes,AGBL2
TE_top,SINE-enriched genes,AK7
TE_top,SINE-enriched genes,ANAPC5
TE_top,SINE-enriched genes,AP1B1
TE_top,SINE-enriched genes,AP3D1
TE_top,SINE-enriched genes,APOC4
TE_top,SINE-enriched genes,ASCC2
TE_top,SINE-enriched genes,ATOX1
TE_top,SINE-enriched genes,ATP1B2
TE_top,SINE-enriched genes,BACE1
TE_top,SINE-enriched genes,BAX
TE_top,SINE-enriched genes,BBS4
TE_top,SINE-enriched genes,BECN1
TE_top,SINE-enriched genes,BLM
TE_top,SINE-enriched genes,C10orf62
TE_top,SINE-enriched genes,C17orf75
TE_top,SINE-enriched genes,C19orf44
TE_top,SINE-enriched genes,CALR3
TE_top,SINE-enriched genes,CASP8AP2
TE_top,SINE-enriched genes,CATSPERG
TE_top,SINE-enriched genes,CBFA2T2
TE_top,SINE-enriched genes,CBY3
TE_top,SINE-enriched genes,CCL5
TE_top,SINE-enriched genes,CELF1
TE_top,SINE-enriched genes,CENPH
TE_top,SINE-enriched genes,CEP164
TE_top,SINE-enriched genes,CIB2
TE_top,SINE-enriched genes,CKAP5
TE_top,SINE-enriched genes,CLASRP
TE_top,SINE-enriched genes,CNPY4
TE_top,SINE-enriched genes,CNR2
TE_top,SINE-enriched genes,COA7
TE_top,SINE-enriched genes,COMMD5
TE_top,SINE-enriched genes,COMMD7
TE_top,SINE-enriched genes,COX6A1
TE_top,SINE-enriched genes,CUL5
TE_top,SINE-enriched genes,CWC25
TE_top,SINE-enriched genes,DAG1
TE_top,SINE-enriched genes,DAND5
TE_top,SINE-enriched genes,DDHD2
TE_top,SINE-enriched genes,DDX46
TE_top,SINE-enriched genes,DNA2
TE_top,SINE-enriched genes,DNAJA3
TE_top,SINE-enriched genes,DNM2
TE_top,SINE-enriched genes,DOHH
TE_top,SINE-enriched genes,DPF2
TE_top,SINE-enriched genes,DPY30
TE_top,SINE-enriched genes,DRG2
TE_top,SINE-enriched genes,DTNB
TE_top,SINE-enriched genes,DYNLL1
TE_top,SINE-enriched genes,EIF3L
TE_top,SINE-enriched genes,ELOF1
TE_top,SINE-enriched genes,EMC3
TE_top,SINE-enriched genes,EP400
TE_top,SINE-enriched genes,ERCC2
TE_top,SINE-enriched genes,EVI5
TE_top,SINE-enriched genes,EXOC7
TE_top,SINE-enriched genes,FAM76A
TE_top,SINE-enriched genes,FBXO46
TE_top,SINE-enriched genes,FLYWCH1
TE_top,SINE-enriched genes,FNBP4
TE_top,SINE-enriched genes,FOLR1
TE_top,SINE-enriched genes,GANAB
TE_top,SINE-enriched genes,GINS2
TE_top,SINE-enriched genes,GMEB1
TE_top,SINE-enriched genes,GMFG
TE_top,SINE-enriched genes,GMNN
TE_top,SINE-enriched genes,GPATCH3
TE_top,SINE-enriched genes,GTF2F1
TE_top,SINE-enriched genes,HINFP
TE_top,SINE-enriched genes,HIP1
TE_top,SINE-enriched genes,HMGCL
TE_top,SINE-enriched genes,IFI35
TE_top,SINE-enriched genes,IMP3
TE_top,SINE-enriched genes,INSL3
TE_top,SINE-enriched genes,INTS5
TE_top,SINE-enriched genes,IPO11
TE_top,SINE-enriched genes,IPO7
TE_top,SINE-enriched genes,IRAK2
TE_top,SINE-enriched genes,KDM4A
TE_top,SINE-enriched genes,KLB
TE_top,SINE-enriched genes,LDLRAD2
TE_top,SINE-enriched genes,LEO1
TE_top,SINE-enriched genes,LSM10
TE_top,SINE-enriched genes,LUZP1
TE_top,SINE-enriched genes,MCAT
TE_top,SINE-enriched genes,MED1
TE_top,SINE-enriched genes,MED18
TE_top,SINE-enriched genes,MORN3
TE_top,SINE-enriched genes,MRPL4
TE_top,SINE-enriched genes,MRPL47
TE_top,SINE-enriched genes,MTRF1
TE_top,SINE-enriched genes,MYADML2
TE_top,SINE-enriched genes,MYDGF
TE_top,SINE-enriched genes,NAA25
TE_top,SINE-enriched genes,NANOS2
TE_top,SINE-enriched genes,NASP
TE_top,SINE-enriched genes,NCOA6
TE_top,SINE-enriched genes,NDUFAB1
TE_top,SINE-enriched genes,NDUFS5
