seed,,5S-Deu-L2,Alu,CR1,Crypton,Crypton-A,Dong-R4,ERV1,ERVK,ERVL,ERVL-MaLR,Gypsy,Helitron,I-Jockey,Kolobok,L1,L1-Tx1,L2,MIR,MULE-MuDR,Merlin,PIF-Harbinger,Penelope,PiggyBac,RTE-BovB,RTE-X,SVA,TcMar,TcMar-Mariner,TcMar-Pogo,TcMar-Tc1,TcMar-Tc2,TcMar-Tigger,hAT,hAT-Ac,hAT-Blackjack,hAT-Charlie,hAT-Tag1,hAT-Tip100,hAT-Tip100?,hAT-hAT19,hAT?,tRNA,tRNA-Deu,tRNA-RTE
125,1547,132,76870,5321,20,3,60,9663,704,8979,18329,1473,120,7,32,79871,7,39304,35159,241,13,39,61,143,578,1301,497,10,1047,2,47,473,7999,220,358,1053,15922,194,4144,8,1,6,120,21,264
126,1493,131,76535,5600,39,8,69,9855,709,9153,18403,1469,122,6,28,79529,7,39813,35395,210,21,26,76,123,595,1252,510,15,980,5,56,496,7859,209,300,1005,16108,206,4153,14,1,0,114,32,249
127,1379,160,77209,5469,29,4,84,9614,578,9044,18306,1399,157,20,25,79635,18,40300,35400,187,11,34,58,122,575,1352,479,10,1003,1,45,516,7847,238,346,1096,15787,203,4151,6,0,3,107,20,294
128,1469,130,77253,5492,16,8,48,9497,604,9065,18157,1510,123,10,35,79917,17,39404,35200,217,11,29,72,140,571,1319,480,7,1044,2,57,484,7687,186,357,1101,16198,217,4267,6,3,4,120,27,252
129,1420,127,76466,5453,22,7,46,9911,686,8804,18143,1424,124,10,26,79608,8,40123,35131,247,11,30,55,161,579,1385,552,8,991,5,40,540,7833,194,356,1084,16215,210,4167,3,1,0,99,40,262
130,1514,139,76736,5430,17,14,56,9950,631,9093,18374,1478,125,15,30,79876,14,39364,35030,202,13,46,59,163,573,1314,509,19,978,0,61,454,7761,209,331,1111,16213,189,4328,3,0,2,107,20,287
131,1443,162,76778,5358,17,5,46,9680,684,8900,18554,1464,134,10,22,80250,21,39486,34924,202,22,37,62,166,546,1391,518,23,1066,4,47,457,7836,236,348,1048,16267,181,4143,7,1,2,105,20,228
132,1475,133,76520,5545,11,13,60,9689,715,9120,18350,1420,122,11,49,79773,10,39807,35307,215,10,31,50,161,605,1421,513,31,1081,3,57,521,7778,199,333,1090,16162,186,4140,1,0,3,115,42,257
133,1398,124,76538,5281,19,7,75,9816,629,9168,18414,1462,117,7,14,80002,13,39749,35296,204,11,24,60,162,599,1227,501,7,1059,1,51,470,7858,218,335,1043,15851,196,4153,2,0,9,121,25,276
134,1460,137,76108,5348,14,8,55,9502,635,9082,18128,1394,135,6,30,79850,5,40182,35178,221,14,26,62,153,581,1339,497,10,1074,6,41,487,7856,185,327,1058,16162,216,4190,3,0,8,126,42,278
135,1546,151,76256,5370,19,3,51,9792,710,8943,18208,1399,113,9,43,80038,9,40314,34765,200,22,28,51,131,584,1348,529,23,1068,6,45,484,7749,207,360,1137,15878,189,4047,3,0,7,104,24,258
136,1404,149,77304,5327,13,8,48,9840,606,8719,18286,1474,162,11,31,80044,15,40202,35084,247,22,29,52,121,524,1314,488,21,1035,5,53,461,7934,175,431,1033,16238,230,4100,7,1,2,96,35,276
137,1502,136,76557,5251,23,10,51,9553,648,9102,18120,1528,124,9,24,80440,8,39691,35091,207,10,29,56,137,525,1317,507,24,1010,2,32,476,7773,202,333,1171,16323,209,4183,8,0,3,102,26,254
138,1488,144,76785,5517,17,3,55,9616,645,9164,18408,1531,123,10,27,80213,11,39862,34804,243,14,34,64,161,577,1412,529,19,1019,1,53,540,7777,205,341,1102,16046,218,4039,6,0,8,112,27,297
139,1483,128,76340,5297,20,12,50,9588,564,9058,18306,1416,137,9,23,79761,22,39795,34843,192,16,15,65,147,574,1329,510,16,1102,2,50,473,7870,185,378,1083,16070,202,4250,7,2,1,99,31,286
140,1456,120,77206,5254,27,11,67,9616,616,9068,18155,1480,108,11,37,79444,10,39528,34938,241,17,34,56,167,557,1310,508,23,1001,5,45,511,7969,212,372,1067,16084,193,4089,11,0,0,100,36,301
141,1443,147,76654,5300,16,12,78,9738,667,9109,18457,1405,163,5,33,79734,17,39763,34966,225,19,17,48,131,567,1422,508,14,1014,2,47,476,7959,216,390,1104,15780,192,4107,3,3,5,125,28,272
142,1511,153,77048,5357,18,8,52,9868,658,9005,18277,1431,128,8,11,80393,9,39844,35286,207,12,37,76,151,541,1374,502,18,1116,4,50,515,8058,222,353,1140,15789,204,4094,5,2,5,97,31,283
143,1391,141,76701,5232,27,18,61,9789,587,8891,18506,1471,128,9,15,79403,11,39642,34843,197,21,15,63,155,498,1355,473,12,1081,1,43,523,8039,197,334,1125,16146,202,4180,10,1,1,97,26,308
144,1477,142,76926,5481,19,8,59,9561,682,8859,18394,1370,136,3,28,79231,8,39640,35141,254,19,31,53,156,589,1350,533,17,1053,1,61,511,7811,204,380,1160,16116,176,4209,2,2,1,105,35,289
145,1461,170,76619,5553,23,15,45,9649,664,8962,18329,1452,146,6,17,79384,12,39635,35042,218,11,39,62,156,613,1354,536,23,988,1,64,496,7912,201,351,1141,16019,194,4346,7,2,4,105,34,299
146,1483,123,76514,5312,21,15,53,9581,633,8958,18542,1483,154,8,43,79684,17,39724,35382,191,12,44,65,152,570,1361,523,19,1010,1,34,518,7779,202,338,1073,15988,213,4187,7,1,1,116,28,302
147,1453,142,77079,5296,30,6,51,9611,707,9049,18379,1428,137,5,27,79175,8,39936,35052,209,15,36,61,128,487,1351,476,16,981,4,58,555,7901,197,393,1046,16151,208,4144,5,2,3,94,39,319
148,1546,144,76434,5519,24,10,56,9295,680,8953,18203,1430,124,2,38,79552,7,40176,35195,203,22,26,50,151,545,1333,476,12,1017,2,58,510,7641,224,400,1013,16163,191,4225,7,0,1,108,38,307
149,1507,121,77348,5499,26,10,67,9733,729,8848,18377,1468,130,6,30,79670,3,39733,34980,224,34,42,48,158,546,1341,535,6,1065,1,43,546,7766,207,389,1117,16158,210,4054,5,3,4,126,33,249
150,1457,127,77214,5271,22,11,51,9834,640,9128,18129,1428,127,14,39,80714,8,39775,35161,223,12,38,67,156,515,1394,537,15,1041,3,56,509,7761,225,332,1087,15953,219,4138,12,0,1,121,22,275
151,1435,142,76518,5480,10,10,44,9672,684,9151,18164,1327,138,5,31,79343,20,39978,35817,245,14,29,73,135,518,1241,514,6,1076,5,46,482,7968,223,326,1068,15444,178,4102,2,2,1,93,23,258
152,1475,115,76580,5364,12,8,46,9565,659,9094,18303,1467,147,11,29,79998,12,39388,34872,202,25,26,58,182,591,1302,474,14,1027,0,40,504,7874,202,349,1099,16112,195,4254,2,1,4,107,37,297
153,1519,107,76215,5515,23,9,72,9880,645,8992,18121,1516,146,10,30,79621,20,39839,35380,196,8,35,56,130,566,1360,503,17,1065,0,46,463,7842,193,399,1087,15970,174,4011,4,0,7,100,25,317
154,1499,146,76572,5511,27,10,52,9684,629,9067,18132,1398,126,8,16,79341,13,39933,34738,204,18,41,69,169,505,1328,508,27,1069,1,58,481,7790,204,382,1147,15949,195,4038,1,2,1,122,40,265
155,1440,142,77050,5411,31,17,63,9613,667,9024,18219,1491,124,12,13,79694,4,40206,34942,214,8,53,80,158,582,1287,521,21,1047,4,36,522,7809,220,343,1096,16101,198,4146,5,1,4,104,32,301
156,1419,129,77263,5278,25,10,48,9752,640,9092,18356,1397,148,10,25,79969,9,39844,35352,213,15,37,71,158,535,1328,539,23,1092,2,42,495,7854,207,375,1063,16159,195,4165,8,1,3,117,30,264
157,1469,132,76911,5253,27,15,52,9685,700,9037,18376,1483,123,14,26,79797,13,39498,34475,204,8,23,74,144,537,1367,494,20,943,2,59,516,7905,225,377,1091,16033,204,4249,8,1,3,89,21,273
158,1464,138,76854,5397,13,8,43,9984,605,9138,18239,1469,146,8,24,79417,7,39609,34672,252,19,25,78,168,511,1371,470,10,1004,1,36,515,7665,196,364,1139,16172,184,4099,4,5,5,103,31,306
159,1461,156,76969,5414,22,11,46,9567,635,8893,18375,1424,134,12,15,79214,10,39675,34903,208,16,25,69,151,554,1377,509,11,982,3,48,492,7869,198,355,1063,16048,216,4309,6,3,2,126,36,245
160,1488,139,76598,5393,16,7,52,9676,621,9242,18348,1309,124,8,23,79630,19,39652,35071,232,25,23,72,139,559,1232,553,19,1081,0,42,482,7984,200,335,1063,16171,186,4173,8,2,1,100,32,257
161,1370,166,77203,5408,25,14,56,9571,673,9078,18322,1373,120,10,35,80024,13,39626,35305,238,24,23,63,124,575,1303,495,15,1048,1,64,487,8120,206,337,1080,16369,161,4262,6,2,2,124,26,276
162,1433,142,76591,5460,16,5,59,9849,641,8995,18420,1419,124,6,26,80099,15,39693,35251,206,14,18,57,138,576,1359,511,17,1045,2,53,481,7919,199,330,1157,16155,196,4171,2,4,1,116,32,265
163,1483,140,76114,5469,22,11,54,9900,609,8938,18544,1459,139,4,22,79626,11,39310,34871,195,14,27,68,142,512,1358,514,12,1021,2,61,502,7805,227,314,1058,16087,197,4101,6,0,6,92,29,281
164,1554,125,76940,5348,19,24,64,9636,697,8850,18276,1454,153,8,40,79709,12,40131,34977,218,16,26,62,160,567,1365,497,16,993,1,39,510,7900,208,394,1096,15986,148,4100,10,0,6,89,29,264
165,1502,152,77534,5410,28,18,35,9686,669,9238,18672,1411,172,17,38,79396,11,39797,35150,193,8,45,58,138,555,1227,493,17,1129,3,39,494,7937,188,323,1108,15955,202,4062,10,2,1,111,37,256
166,1654,177,76382,5351,15,2,63,9652,688,8963,18597,1449,122,6,40,79771,14,39542,35092,214,14,18,63,135,578,1299,556,34,1058,1,45,500,7818,183,390,1063,16092,183,4324,11,2,6,101,14,273
167,1459,140,77191,5355,16,4,40,9885,642,9218,18410,1420,160,10,20,79669,11,39953,35282,188,12,32,57,156,505,1414,520,12,1042,2,59,504,7750,198,372,1137,16201,203,4162,7,4,4,101,46,267
168,1410,126,76853,5351,19,14,83,9816,699,9001,18255,1369,118,21,20,79784,12,39698,35256,198,11,19,45,151,534,1386,492,19,994,2,59,492,7793,183,341,1018,16197,215,4205,5,2,2,109,34,292
169,1439,136,76614,5232,20,17,42,9603,668,9081,18198,1454,110,8,38,79979,11,39697,35268,205,5,38,60,145,577,1283,556,14,1050,2,39,504,7746,203,379,1048,16014,192,4113,10,0,8,100,32,265
170,1457,120,76879,5332,17,11,61,9773,697,9230,18173,1409,114,15,22,79698,12,39355,35035,238,14,29,51,126,556,1372,525,15,1078,0,48,478,7881,223,330,1064,16173,178,4153,10,0,2,87,39,245
171,1473,132,77004,5426,20,6,63,9514,632,8978,18502,1446,161,10,46,79562,4,39843,35144,254,19,38,61,153,478,1360,496,23,1008,3,46,494,7719,217,332,1074,16129,159,4234,6,0,3,119,27,266
172,1468,164,76974,5524,18,9,43,9936,629,9091,18072,1400,130,10,24,79518,9,39953,35343,195,17,24,56,181,571,1345,523,23,984,0,52,476,7849,187,362,1162,16234,207,4059,5,3,9,106,28,236
173,1477,119,75850,5479,15,5,63,9622,618,9004,18218,1302,141,9,24,79139,17,39921,34994,193,18,30,50,166,572,1310,454,3,1116,3,23,487,7815,202,356,1094,16244,207,4078,4,0,0,126,42,236
174,1481,146,76436,5344,19,17,62,9727,680,9033,17962,1427,119,6,20,79780,9,39517,35161,196,9,35,66,147,553,1302,528,11,993,3,29,480,7835,207,348,1129,16129,197,4175,5,0,5,132,21,245
175,1443,162,76559,5489,22,9,59,9721,633,9156,18306,1332,127,11,41,79833,14,39564,35316,251,26,28,62,144,596,1435,522,15,1131,2,33,463,7812,196,341,1055,16316,219,4279,5,0,3,126,19,276
176,1461,123,76334,5469,26,6,56,9419,650,8966,18566,1475,171,8,30,79531,13,39612,35121,208,10,20,62,176,579,1345,545,14,1077,6,42,505,7743,198,450,993,15833,197,4203,6,0,2,133,21,280
177,1408,156,76422,5326,22,6,44,9716,661,9051,18364,1409,114,10,22,79465,17,39738,35291,233,16,34,58,155,557,1395,468,9,1079,4,53,435,7795,186,387,1128,16106,196,4055,6,2,1,86,22,287
178,1527,148,76962,5245,19,10,51,9380,620,9103,18397,1335,155,8,22,78787,12,39370,35102,204,11,36,56,146,511,1417,489,16,1072,0,50,489,7849,226,316,1157,15993,201,4202,2,1,2,118,36,279
179,1510,156,76528,5417,13,21,37,9688,666,9223,18311,1400,128,10,32,79409,10,40426,35371,213,23,25,47,173,518,1395,487,10,1025,0,55,497,7709,209,358,1055,15988,159,4071,0,0,4,103,35,270
180,1456,144,76993,5416,15,7,80,9573,685,9107,18272,1435,125,9,26,80118,6,39512,35158,233,8,33,82,152,548,1341,453,9,1093,2,44,431,7771,193,353,1114,15980,177,4183,6,0,7,120,39,301
181,1537,143,77145,5335,13,8,49,9866,655,9122,18485,1562,155,15,27,79932,10,39557,35295,208,11,33,53,171,618,1268,503,25,1011,2,51,460,7779,203,360,1003,16076,184,4360,15,1,3,107,31,270
182,1479,137,77463,5510,16,12,47,9749,676,9114,18613,1338,147,15,12,79631,14,39801,34964,225,14,26,56,160,580,1331,501,5,980,1,54,521,7774,211,347,1133,15674,186,4234,10,1,5,118,23,278
183,1449,152,76766,5496,20,5,44,9970,668,8935,18234,1443,129,10,32,79677,5,39035,34923,211,14,35,74,136,500,1320,543,23,1019,5,38,487,7877,215,281,1074,16140,192,4070,4,0,4,100,19,301
184,1454,139,77230,5334,25,9,68,9698,639,8968,18282,1391,131,8,26,79582,15,39933,35014,227,11,33,56,141,546,1402,503,15,1052,1,61,474,7975,206,376,1090,16041,184,4350,3,11,9,106,33,294
185,1490,118,76406,5418,20,11,67,9919,713,8771,18097,1415,136,6,17,80295,11,39500,34849,190,19,18,62,176,543,1205,521,14,1030,0,48,491,7847,209,348,1087,16051,212,4177,3,0,3,140,18,282
186,1455,160,76811,5468,21,9,49,9642,646,9039,18414,1379,129,5,14,80147,12,39730,35233,217,14,27,53,141,545,1393,493,20,1055,5,39,468,7895,177,327,1064,16026,212,4178,4,2,3,89,32,237
187,1497,114,76994,5319,23,10,43,9766,644,8928,18632,1519,162,14,30,79035,35,40043,35163,229,18,16,57,151,518,1393,524,10,987,0,57,449,7846,221,302,1049,15753,198,4178,2,1,3,100,27,256
188,1530,119,76874,5320,21,21,75,9526,626,8949,18338,1461,153,9,17,79669,16,39721,35616,219,11,48,72,159,527,1362,526,15,1049,5,61,492,7796,223,331,1107,16360,168,4149,4,2,1,97,28,275
189,1610,152,76640,5369,12,7,67,9715,679,9237,18244,1512,138,1,37,80725,10,39617,35314,220,16,30,60,159,555,1348,553,17,1109,0,49,476,7863,196,374,1092,16295,208,4018,9,1,5,104,21,271
190,1498,159,76671,5503,11,8,61,9755,673,9149,18276,1435,126,8,25,79856,9,39849,34703,215,14,30,75,146,571,1305,546,14,1084,0,37,534,7773,179,341,1134,16063,179,4126,7,0,2,90,34,306
191,1537,130,75877,5414,9,14,57,9545,707,9001,18300,1452,116,10,24,80243,15,39773,35685,198,16,26,68,148,519,1360,483,12,1028,2,42,547,7853,171,382,1052,16034,150,4113,7,0,1,87,30,265
192,1439,145,77219,5550,17,4,46,9614,660,9003,18455,1389,143,4,27,79806,3,40160,34949,211,21,35,67,129,518,1339,524,10,1016,2,73,488,7746,196,342,1114,15975,190,4037,1,1,5,114,34,251
193,1511,128,76853,5319,24,11,73,9974,603,8844,18444,1475,127,4,35,79432,13,39765,35171,228,4,24,52,147,599,1420,526,19,1053,0,50,518,7905,224,325,1081,16177,198,4339,9,0,4,109,44,296
194,1441,122,77470,5501,10,8,53,9917,702,9255,18443,1435,139,9,22,80134,4,39878,35101,194,13,27,62,139,563,1421,500,15,1070,2,43,488,7772,216,329,1031,16140,223,4119,5,0,4,107,22,247
195,1411,137,76733,5405,27,13,65,9540,651,8916,18314,1423,138,11,36,79600,7,39872,35125,239,15,31,44,141,588,1366,515,27,1102,2,46,444,8039,207,323,1098,16290,212,4133,5,2,1,128,32,277
196,1463,159,76827,5292,27,16,57,9713,595,8780,18433,1478,98,6,42,79749,13,38800,35414,202,20,40,45,150,521,1336,509,13,1091,2,57,531,7866,231,387,1095,16268,215,4198,4,0,0,142,25,272
197,1447,143,77488,5475,27,11,46,9651,659,9116,18552,1499,132,12,20,79181,8,39933,34743,185,15,25,54,168,649,1261,522,22,1035,1,42,545,8019,218,312,1172,16117,195,4168,6,1,2,104,24,308
198,1488,132,77005,5400,19,13,54,9844,707,8838,18426,1457,144,5,18,79502,16,39955,35088,204,16,32,72,153,609,1321,552,16,1043,0,48,501,7942,208,328,1103,15972,226,4067,3,0,8,103,29,267
199,1400,158,76642,5265,19,12,58,9575,662,9227,18598,1400,137,3,31,78991,19,39839,35817,272,11,28,56,156,572,1377,523,21,1035,3,45,486,7871,194,345,1066,16138,181,4168,7,0,3,111,30,280
200,1529,146,76830,5414,15,10,56,9753,603,8823,18503,1374,142,7,31,80231,9,39715,35256,224,7,33,64,176,573,1196,488,12,1072,2,45,505,7866,196,349,1164,16160,218,4250,4,0,1,123,43,284
201,1493,117,77234,5208,34,10,56,9647,666,9080,18542,1487,131,12,38,79728,6,39755,35037,235,28,17,46,140,507,1239,527,12,1016,0,47,564,8032,214,381,1005,15765,209,4143,1,2,0,103,30,270
202,1431,115,76945,5319,20,23,55,9796,654,9146,18437,1403,124,10,27,79829,12,39786,34987,202,20,42,63,160,534,1363,520,13,1018,7,36,456,7625,193,353,1050,16069,188,4159,10,0,3,116,49,250
203,1444,165,77019,5415,20,13,41,9608,699,8971,17965,1415,116,8,25,79626,24,39792,35173,203,18,36,46,119,576,1383,526,14,1065,2,41,473,7670,214,332,1148,15779,181,4202,7,0,2,93,33,341
204,1465,160,76607,5410,26,7,57,9720,714,9090,18331,1364,143,11,30,79230,22,40055,34971,225,8,30,56,170,552,1397,463,10,1024,1,39,455,7857,207,342,1071,16194,181,4249,5,2,4,103,44,258
205,1424,155,76866,5404,16,5,56,9617,614,9013,18344,1477,116,7,27,79667,14,39603,35176,160,16,40,56,140,610,1383,458,20,1062,4,53,476,7863,173,330,1154,15910,212,4131,2,1,4,96,21,260
206,1502,145,76753,5407,38,11,41,9555,698,8982,18173,1464,115,15,34,79482,11,39458,34998,208,10,21,47,155,570,1305,528,14,1059,2,36,536,8075,203,376,1066,16355,149,4302,7,2,4,100,19,308
207,1513,156,76702,5131,14,15,52,9631,645,9079,18264,1406,151,6,30,80338,12,40162,35175,221,5,36,56,175,534,1427,545,14,1017,2,78,545,7803,240,330,1096,15851,198,4042,3,5,2,107,30,264
208,1426,151,76375,5487,12,15,63,9766,672,9010,18040,1466,130,10,20,79454,13,39627,35322,202,19,24,58,122,591,1387,565,21,1016,0,56,499,7898,205,376,1117,16301,223,4039,5,0,2,102,30,259
209,1438,143,76039,5366,16,10,60,9934,610,9089,18308,1489,135,4,36,79636,15,39687,35301,227,19,41,71,141,554,1374,515,14,1046,0,59,508,7998,204,300,1115,15939,181,4260,3,0,4,93,30,264
210,1377,128,76436,5047,18,12,49,9580,703,8718,18301,1412,118,9,22,79809,16,39848,34933,213,13,35,65,133,531,1394,496,11,1034,0,41,488,7888,207,352,1120,16197,196,4220,7,2,1,105,24,270
211,1510,142,76333,5446,19,9,53,9701,684,8881,18418,1434,141,14,31,80529,17,39668,35018,195,18,25,65,149,525,1304,487,16,1019,2,40,508,7845,227,406,1135,16338,218,4307,2,1,1,110,25,260
212,1418,123,76629,5434,19,10,54,9779,640,8897,18127,1442,132,11,11,80783,8,40002,35391,277,16,29,51,137,572,1405,562,17,1115,3,65,517,7659,212,337,1107,16135,223,4200,8,2,0,102,27,283
213,1492,154,76910,5428,20,5,63,9411,702,9072,18134,1401,136,8,28,80181,20,39676,34996,184,13,35,55,172,536,1371,507,8,997,2,66,494,7892,227,270,1068,16130,208,4174,5,1,2,113,34,268
214,1538,124,77045,5451,23,12,61,9694,687,8945,18281,1370,155,5,42,79413,15,39592,35307,211,11,29,72,145,625,1190,499,8,1039,2,43,476,7551,182,410,1034,16017,208,3979,11,2,3,89,21,242
215,1539,170,76838,5321,12,7,53,9636,652,8981,18018,1521,132,6,30,79441,16,40089,35089,212,12,27,54,166,556,1419,550,12,1069,1,41,526,7634,176,410,1098,16261,213,4273,3,5,3,123,28,239
216,1451,131,76964,5317,18,5,44,9653,659,9050,18499,1439,117,7,24,80227,12,39611,34767,207,15,26,63,160,536,1422,500,15,1112,2,48,500,7860,227,317,1057,16148,186,4147,7,0,6,122,42,292
217,1506,159,77576,5070,19,6,67,9712,658,9327,18076,1440,138,5,35,79217,13,39673,35303,188,20,18,57,147,492,1314,516,15,999,1,61,493,7937,211,331,1065,15994,207,4173,7,2,6,112,27,299
218,1496,146,76562,5339,18,5,55,9710,657,8722,18453,1423,118,9,30,79928,15,39696,35647,257,13,39,52,150,591,1364,535,9,1011,1,39,536,7820,182,337,1161,15950,215,4228,5,0,2,117,26,274
219,1529,123,76428,5396,27,10,40,9759,715,9094,18174,1479,127,7,26,79834,13,39312,35032,190,19,39,64,164,582,1412,549,11,999,6,37,479,7848,211,406,1144,16172,219,4292,4,6,2,98,25,305
220,1399,156,77381,5270,21,7,60,9827,654,9004,18211,1422,139,10,33,80056,16,39990,34817,229,19,35,68,135,575,1324,465,12,968,4,32,496,7712,208,358,1186,16187,204,4212,3,2,6,98,23,290
221,1472,140,77154,5418,23,12,40,9887,662,9149,18278,1505,142,11,21,79661,6,39769,35317,210,15,42,63,139,533,1274,519,23,1007,1,53,514,8055,242,392,1023,16199,183,4299,7,1,3,108,28,261
222,1450,123,76740,5464,21,5,46,9685,691,8859,18098,1364,159,13,29,79365,17,39654,34981,216,15,21,49,143,545,1393,520,13,1031,5,50,470,7691,213,334,1051,16284,191,4089,8,0,0,125,34,295
223,1474,147,76785,5428,17,8,61,9695,686,8827,18489,1431,121,5,39,79008,10,39319,35352,192,13,34,56,122,605,1325,501,17,1050,3,49,460,7763,212,348,1131,16315,212,4045,9,4,2,123,32,277
224,1464,154,76258,5424,19,8,53,9607,651,9057,18274,1471,126,8,25,79870,8,39495,35140,197,14,22,61,160,545,1367,482,10,1008,0,45,470,7848,209,335,1041,16022,188,4110,7,1,1,93,20,285
225,1436,142,76488,5450,15,13,51,9767,701,8917,18270,1511,163,4,31,78784,17,39860,35287,184,16,55,70,138,493,1340,532,19,1022,3,52,502,7807,203,317,1083,16038,193,4148,5,0,5,93,36,301
226,1389,118,77219,5554,14,12,58,9576,639,9323,18227,1494,148,9,26,79127,12,39104,34976,230,22,25,49,139,503,1379,473,24,1036,0,36,529,7708,196,365,1115,15892,203,4070,4,5,4,107,29,246
227,1482,124,76890,5173,17,13,45,9598,653,9131,17889,1427,118,13,24,79787,12,39283,35208,207,15,34,69,148,527,1290,508,16,1070,3,62,486,7740,197,317,985,16252,202,4248,2,0,4,95,34,247
228,1462,136,76312,5451,15,7,60,9875,622,8756,18495,1412,133,10,23,79784,13,39608,35144,201,13,18,61,155,526,1402,488,13,1011,2,41,506,7800,188,357,1024,16014,210,4121,2,3,3,134,26,257
229,1493,139,77570,5290,20,5,52,9776,664,8850,18383,1437,132,6,28,80140,8,39835,35298,232,20,25,57,134,582,1400,468,9,1037,3,31,503,7996,238,319,1006,15721,216,4090,3,4,0,96,40,290
230,1499,141,76255,5234,23,9,57,9786,640,9000,18308,1386,137,8,32,79540,11,39585,34930,205,13,35,56,163,542,1332,465,14,1040,2,46,483,7766,214,360,1030,16021,186,4125,2,1,1,106,23,277
231,1434,142,77178,5315,23,8,47,9701,647,9106,18196,1473,109,14,25,79900,19,39702,35081,206,18,38,58,148,586,1348,560,12,1036,3,43,507,7626,218,333,1103,15990,167,4116,5,0,7,109,25,299
232,1477,143,77472,5160,15,6,43,9831,643,9134,18391,1444,131,8,16,79732,4,39869,35371,249,10,36,69,157,565,1352,497,16,1014,2,57,518,7789,196,377,1064,15945,206,4234,4,3,7,110,33,280
233,1518,119,76780,5448,23,8,47,9636,626,9002,18260,1436,125,10,19,79783,9,39731,35317,216,22,24,48,165,591,1416,466,20,1001,0,45,500,7887,202,348,1096,16325,176,4122,4,1,6,105,25,287
234,1446,160,76511,5308,11,12,41,9598,594,9123,18343,1420,135,4,30,80217,13,39786,35571,216,17,44,71,144,558,1303,563,17,1016,2,52,507,7921,202,348,1137,16309,180,4266,9,0,6,98,40,280
235,1486,161,76746,5328,12,12,65,9643,669,8869,18650,1465,157,13,34,79675,12,39662,34877,197,27,24,49,165,570,1332,490,10,1091,1,59,517,7975,213,356,1127,15967,186,4148,6,0,2,102,23,293
236,1500,142,77227,5369,17,6,42,9865,670,8907,18648,1420,159,19,27,79940,22,39568,34458,230,11,28,62,191,613,1321,490,17,987,4,34,472,7787,190,378,1050,15999,194,4085,5,1,5,112,32,262
237,1556,140,76728,5329,28,5,63,9799,659,9009,18236,1512,152,6,25,79425,12,39732,34742,232,14,36,89,139,541,1354,578,14,1071,4,42,477,7810,177,316,1039,16007,182,4360,4,2,0,137,34,275
238,1452,152,76620,5408,19,10,61,9637,701,8809,18323,1433,149,6,29,80327,11,39925,34547,250,14,31,50,174,613,1326,493,17,1005,2,48,469,7820,185,345,1049,16125,195,4175,2,0,0,106,29,280
239,1482,151,77161,5204,28,9,40,9634,651,9058,18297,1347,133,9,29,79147,11,39526,35254,221,20,30,75,150,542,1308,458,17,1060,0,29,500,7943,207,359,1087,16043,274,4150,4,0,3,106,29,274
240,1444,135,77001,5231,13,4,48,9736,711,8884,18570,1457,121,11,26,79362,14,39818,35121,229,24,25,62,149,545,1331,472,10,1000,1,39,496,7950,196,387,1088,16101,208,4156,7,5,3,112,36,268
241,1505,155,77100,5378,18,8,66,9586,696,8928,18600,1461,115,10,20,79588,14,39596,34983,175,15,20,55,153,527,1366,472,13,1112,4,29,546,7886,212,324,1155,16355,182,4034,4,1,2,111,25,250
242,1487,127,76732,5234,16,5,48,9958,576,8916,18314,1456,140,13,38,78877,10,40226,35138,263,17,23,57,149,535,1310,531,10,1078,3,33,498,7949,211,334,1135,16028,201,4157,8,3,3,89,42,247
243,1540,147,76478,5391,14,11,47,9588,672,9155,18144,1390,110,15,26,79479,2,39847,35038,218,21,20,60,135,565,1347,566,16,1068,5,42,497,7982,176,319,1050,16055,201,4162,3,0,1,113,43,284
244,1523,114,76423,5453,17,10,65,9854,670,8970,18455,1515,120,7,31,80082,6,40435,35214,218,7,18,58,144,545,1380,479,23,977,2,42,522,7908,205,330,998,15917,223,4115,3,2,3,95,33,265
245,1533,159,76693,5355,20,13,52,9639,619,9049,18131,1310,151,13,27,79345,12,39762,34832,200,14,24,75,138,576,1295,529,13,1072,1,48,457,7909,224,355,1143,16245,216,4169,5,2,3,92,25,269
246,1439,155,76355,5451,23,14,75,9716,672,8999,18123,1539,111,10,31,80291,14,39660,35074,193,26,17,63,158,539,1327,506,11,1008,2,38,449,7835,224,324,1068,16267,189,4240,0,0,2,93,27,242
247,1442,162,77242,5529,18,2,58,9773,686,8904,18235,1442,137,12,32,79597,15,39625,35113,212,15,31,50,139,568,1283,510,15,1015,3,42,504,7882,208,373,1134,15955,180,4106,2,2,5,99,34,274
248,1537,116,77185,5581,24,8,44,9527,640,9085,18337,1415,110,10,39,79811,6,39336,35376,219,16,25,65,132,567,1318,502,15,1043,0,45,466,8018,197,319,1102,15789,208,4226,3,1,3,100,32,287
249,1465,119,76937,5433,21,6,70,9771,703,8974,18404,1475,147,8,22,79804,8,39635,35028,228,14,43,53,158,511,1333,483,26,1038,1,38,458,7837,215,375,1034,16088,172,4062,3,1,7,119,39,250
250,1510,128,76796,5221,21,4,39,9939,691,8935,18280,1430,141,6,25,79609,9,39728,34610,241,10,28,41,153,540,1403,525,15,987,1,57,512,7823,221,368,1043,16306,189,4127,3,1,5,115,24,275
