seed,,5S-Deu-L2,Alu,CR1,Crypton,Crypton-A,Dong-R4,ERV1,ERVK,ERVL,ERVL-MaLR,Gypsy,Helitron,I-Jockey,Kolobok,L1,L1-Tx1,L2,MIR,MULE-MuDR,Merlin,PIF-Harbinger,Penelope,PiggyBac,RTE-BovB,RTE-X,SVA,TcMar,TcMar-Mariner,TcMar-Pogo,TcMar-Tc1,TcMar-Tc2,TcMar-Tigger,hAT,hAT-Ac,hAT-Blackjack,hAT-Charlie,hAT-Tag1,hAT-Tip100,hAT-Tip100?,hAT-hAT19,hAT?,tRNA,tRNA-Deu,tRNA-RTE
251,1467,140,77233,5309,9,11,50,9790,646,9191,18066,1463,133,6,35,79747,13,39856,34784,228,14,36,61,144,530,1309,517,6,1029,8,41,456,8007,219,329,1012,15772,220,4207,5,0,1,80,39,311
252,1489,158,77615,5421,14,16,55,9508,635,8968,18314,1513,133,3,19,79583,13,39983,34946,216,20,25,65,155,531,1340,478,19,1052,3,54,476,7631,223,346,1076,16136,181,4047,3,0,2,131,28,259
253,1471,145,75907,5395,24,9,48,9898,640,9164,18296,1411,134,8,32,79350,20,39930,35093,174,13,31,57,150,625,1387,517,11,1100,9,51,484,7846,181,391,1130,16089,199,4160,5,2,1,105,45,268
254,1519,151,77171,5465,18,7,56,9927,655,9005,18556,1460,128,11,25,80111,13,39407,35107,193,21,37,76,146,575,1333,536,14,1079,1,53,499,7745,205,363,1139,16239,204,4209,4,0,7,105,39,274
255,1417,140,76799,5329,19,6,59,9535,669,9105,18394,1433,144,13,35,80705,16,39736,35106,233,27,34,49,153,573,1250,484,17,1027,5,40,517,7819,191,383,1013,15977,185,4115,10,0,1,125,20,273
256,1473,107,76791,5310,25,12,51,9755,644,9036,18342,1375,128,4,22,79559,12,40136,35302,199,12,35,51,146,522,1305,540,11,1059,1,43,442,7637,187,372,1071,15851,204,4163,1,8,3,87,28,268
257,1463,159,77066,5382,29,4,50,9665,682,9063,18409,1487,117,8,33,79692,6,39682,34791,213,8,25,65,158,479,1361,498,17,1011,3,58,463,7849,215,323,1106,15864,191,4122,6,1,5,125,47,283
258,1489,153,77089,5528,21,9,73,9798,689,9064,18658,1429,116,3,23,79037,6,39714,35234,225,12,28,43,152,567,1273,523,13,1018,2,38,474,7725,191,369,1136,15885,192,4127,5,0,4,107,25,272
259,1505,155,76962,5496,33,8,52,9778,632,8886,18605,1535,126,13,29,79524,8,39203,34936,211,16,22,61,174,558,1340,518,25,1100,4,48,511,7843,228,367,1118,16407,200,4252,3,0,5,110,39,288
260,1482,145,76955,5283,17,9,52,9811,646,8996,18623,1406,131,10,31,79736,11,39453,34934,203,13,32,65,146,506,1384,526,22,941,0,51,520,7841,226,371,1110,16112,208,4126,5,0,2,121,33,270
261,1538,130,76612,5271,25,9,43,10129,632,8958,17979,1363,146,15,24,79891,17,39719,35220,221,19,46,65,147,499,1370,521,13,1062,2,48,487,7918,224,354,1054,15781,167,4175,6,0,0,102,55,298
262,1437,127,77133,5617,25,10,46,9629,644,8945,18063,1474,125,17,32,79567,6,39800,34961,256,25,40,61,156,519,1345,528,11,1100,0,31,477,7736,206,347,1113,16025,182,4144,8,2,3,100,26,264
263,1431,123,76491,5311,22,8,52,9566,704,9191,18413,1439,145,11,19,79872,14,39810,34717,176,13,21,55,168,565,1361,503,14,1027,3,47,512,7831,201,384,1092,16473,176,4083,5,2,4,126,34,301
264,1551,141,76577,5200,22,7,45,9687,680,9171,18180,1354,119,6,35,80095,11,40056,35300,220,10,21,48,168,563,1372,469,30,1083,3,49,479,7746,212,371,1124,15934,224,4270,13,2,1,100,24,301
265,1398,143,77101,5255,18,9,73,9745,633,9243,18316,1381,137,7,36,80031,13,40323,35148,186,17,25,59,124,530,1249,469,22,1082,3,49,479,7816,186,340,1051,16211,187,4106,7,0,1,104,28,274
266,1468,128,76971,5126,23,5,52,9588,726,8684,18169,1417,156,4,20,79627,20,40294,35174,231,23,29,65,174,581,1333,494,11,1053,4,45,485,7667,192,362,1094,16144,196,4014,13,0,8,119,25,293
267,1494,144,76390,5376,23,9,54,9786,707,9100,18244,1376,128,8,19,79345,15,39536,34853,216,21,36,65,147,503,1403,488,14,1071,2,50,450,8148,219,364,1059,16442,207,4360,10,2,2,100,29,241
268,1411,114,76735,5472,26,20,41,9928,685,9137,18246,1475,147,10,27,79931,12,40023,35001,203,8,34,68,125,567,1312,536,13,1113,1,40,505,7927,207,329,1050,16045,180,4156,8,1,3,92,27,267
269,1524,132,77375,5176,21,6,59,9413,648,9191,18424,1490,148,6,40,79863,5,39815,35035,240,18,29,49,164,599,1321,479,11,1045,0,53,483,7839,184,376,1120,15975,220,4058,9,0,3,121,34,274
270,1453,148,76494,5325,18,18,63,9686,686,9105,18269,1441,119,3,27,79515,4,39882,34922,200,13,21,46,135,534,1322,470,15,1069,1,45,543,7820,221,354,1055,16293,198,4195,5,7,4,120,25,294
271,1491,160,76587,5278,20,9,44,9860,629,9030,18503,1470,127,13,23,79959,14,39688,35253,194,15,35,52,157,576,1311,567,16,1058,6,47,495,7916,230,370,1038,16114,243,4143,7,4,5,116,33,263
272,1499,132,76452,5343,23,5,72,9898,622,9113,18112,1437,145,15,14,80062,15,39402,35275,217,10,35,59,129,541,1361,523,13,1028,1,42,488,8002,220,368,1148,15941,194,4200,3,0,4,93,23,251
273,1443,136,76602,5461,18,15,66,9792,673,9061,18301,1454,139,6,26,79332,14,39403,34949,230,11,28,72,141,554,1364,528,21,1112,2,45,535,7894,201,323,1078,16100,196,4113,10,0,4,123,47,277
274,1440,151,76606,5364,11,13,54,9936,703,9141,18357,1402,139,7,9,80035,12,40161,35681,252,18,32,78,171,539,1289,478,15,1036,4,34,468,7991,216,348,1056,15987,188,4082,4,3,3,94,27,292
275,1561,131,77259,5482,28,10,57,9577,670,9223,18374,1582,151,10,26,79666,12,39506,35021,231,21,24,53,111,544,1310,514,21,1110,4,44,521,7823,192,352,1158,16135,181,4070,6,0,1,115,41,261
276,1422,168,76786,5371,18,12,38,9895,607,9000,18168,1488,154,7,33,79495,14,39768,35222,202,11,21,54,192,545,1297,518,14,1029,1,52,471,7798,222,375,1134,15862,190,4144,7,0,0,126,41,282
277,1432,164,76976,5372,13,13,60,9367,622,8889,18480,1504,120,10,30,79878,21,39865,35262,196,9,25,49,151,542,1320,553,19,1090,3,56,465,7850,197,371,1124,15778,197,4029,4,2,3,112,37,306
278,1543,150,76485,5369,19,9,60,9590,705,8892,18549,1424,149,13,29,79500,6,39392,35337,195,12,35,44,149,601,1342,513,21,995,3,40,546,8113,197,375,1140,16219,176,4163,3,0,5,117,30,245
279,1370,124,77812,5493,20,12,59,9672,687,9059,18380,1405,133,11,32,80171,10,39648,35116,219,12,28,51,133,545,1362,485,24,1067,5,43,463,7656,186,336,1087,15920,184,4057,7,0,1,120,24,278
280,1426,169,77189,5330,17,6,37,9810,663,9105,18738,1392,130,12,31,79885,10,39896,34971,244,7,21,42,145,564,1412,496,18,1076,9,41,466,7802,227,353,1042,16158,192,4194,9,1,4,103,22,279
281,1557,129,76986,5350,21,14,45,9670,666,9184,18404,1529,134,12,21,80142,14,39862,35159,190,14,19,46,142,532,1324,552,12,1152,4,53,515,7881,220,313,1090,16158,185,4252,1,0,7,106,35,267
282,1451,145,76314,5432,28,9,61,9772,657,9023,18224,1450,122,2,41,79477,12,39726,35424,198,10,29,69,159,574,1326,543,31,1049,1,43,443,7762,200,354,1082,16169,183,4369,0,1,3,116,28,276
283,1350,144,76757,5274,25,23,59,9743,610,9090,18394,1426,141,12,30,80055,11,39700,34546,210,13,37,55,140,535,1325,532,13,1055,2,39,478,7762,178,321,1079,16298,230,4163,8,3,4,107,15,269
284,1460,141,76706,5240,20,10,62,9834,639,8999,18682,1419,122,3,22,79747,23,40179,34912,201,19,23,63,161,558,1349,535,13,990,1,53,477,7731,199,356,1069,16387,205,4146,8,5,1,102,25,301
285,1446,139,76851,5419,28,17,74,9842,596,9105,18267,1378,114,22,34,79319,13,39866,35210,246,21,19,55,152,568,1298,476,23,1052,1,36,506,7989,192,439,1115,16128,199,4137,6,0,3,91,23,254
286,1460,135,76364,5321,22,9,68,9801,691,8957,18479,1355,111,5,26,80278,6,39615,34966,208,10,48,82,139,603,1359,441,11,1031,2,40,501,7656,208,342,1066,16195,216,4281,5,0,3,104,30,277
287,1371,146,77055,5401,19,14,71,9662,683,8922,18375,1385,144,4,27,80077,7,39941,35262,235,18,36,57,126,599,1313,520,11,1036,1,43,469,7894,203,367,1086,16138,189,4222,1,1,5,95,33,266
288,1425,158,76267,5331,10,17,68,9742,650,9143,18325,1404,117,8,27,79842,9,39435,35032,223,11,35,51,135,456,1387,514,16,937,4,54,547,7692,228,351,1136,15964,196,3980,8,3,0,108,22,333
289,1453,162,76617,5475,13,7,62,9766,674,8998,18231,1438,123,3,17,79927,11,39869,35083,221,8,19,49,168,524,1322,514,16,1040,5,44,560,7686,178,353,1063,15719,176,4034,4,1,4,100,23,284
290,1436,127,77466,5390,17,4,67,9660,658,8958,18023,1463,138,13,30,79585,6,39952,34809,218,13,32,57,154,578,1284,498,9,1044,7,31,480,7785,231,348,1097,16266,172,4160,11,0,1,115,31,261
291,1523,121,76636,5555,12,6,34,9764,658,9079,18400,1398,137,7,25,79675,11,39748,35317,232,9,39,67,161,562,1328,502,23,1027,3,33,457,7856,195,355,1083,16286,199,4168,11,1,2,103,20,278
292,1474,126,76900,5273,23,10,54,9790,668,9138,17911,1417,158,8,24,79746,11,40117,35616,268,12,33,73,124,543,1368,504,15,1059,1,69,465,7996,214,333,1063,15917,229,4171,4,0,2,95,21,274
293,1518,131,76842,5214,21,21,46,9818,666,8918,18200,1528,127,13,21,79865,16,39634,34776,192,14,28,56,164,555,1363,553,15,1033,1,47,490,7761,199,338,1099,15889,207,4188,4,0,3,95,32,259
294,1499,162,76325,5368,31,16,61,9487,664,8993,18570,1439,122,14,29,79592,12,39757,35151,214,15,35,48,147,550,1352,511,16,991,5,50,509,7633,182,349,1139,15916,224,4253,6,0,0,86,32,262
295,1512,130,76460,5239,14,7,72,9563,632,8780,18287,1353,124,7,31,79568,17,39852,35021,245,21,32,57,167,539,1415,452,11,1122,4,35,459,7781,198,327,1023,15938,179,4256,3,0,1,124,22,305
296,1508,155,76567,5317,19,5,64,9812,669,8992,18188,1455,150,8,20,80363,17,39607,34984,175,15,17,63,130,550,1346,533,14,1024,2,47,487,8072,207,359,1098,16339,189,4028,3,2,3,165,36,288
297,1462,138,77332,5302,28,6,35,9541,635,8654,18058,1340,115,8,42,79812,13,39540,35027,235,18,32,63,124,569,1357,528,14,1058,4,43,483,7713,216,376,1131,16104,212,4181,4,0,2,121,26,256
298,1519,121,77266,5435,24,8,51,9626,619,8823,18229,1490,145,9,36,79916,21,39491,35192,236,20,31,47,183,583,1338,499,17,1031,1,35,529,7813,214,396,1100,16025,189,4196,9,0,2,116,37,272
299,1477,139,76841,5479,16,4,68,9779,617,9116,18326,1404,160,8,24,79061,5,39744,35116,230,19,29,73,157,547,1256,538,19,1067,0,35,446,7811,198,334,1103,16106,217,4132,2,0,4,133,34,338
300,1445,133,76596,5347,14,2,43,9684,635,8873,18239,1398,140,9,43,79938,13,39823,34975,236,7,32,59,174,585,1369,492,16,952,1,36,513,7881,176,392,1114,15922,227,4184,8,0,2,109,23,279
301,1401,124,77027,5421,13,16,78,9572,656,9058,18584,1481,132,15,21,80096,11,39709,34809,234,18,39,43,145,528,1366,516,13,1011,2,46,515,7910,176,346,1081,15853,199,4026,11,0,2,115,18,271
302,1483,160,76750,5124,18,4,62,9656,641,9059,18126,1417,129,7,14,79508,10,39734,34744,205,12,33,62,190,586,1382,469,17,1053,2,36,506,7864,189,370,1156,15936,218,4132,2,0,1,115,31,270
303,1474,149,76955,5329,24,13,78,9798,683,8833,18028,1443,123,6,27,80205,14,39904,34746,216,13,33,59,152,569,1336,489,15,1097,4,52,466,7629,198,355,1092,16319,163,4158,6,0,2,113,25,280
304,1510,148,77409,5485,21,14,59,9813,712,8881,18398,1453,130,11,25,79397,16,39633,35048,197,14,24,62,140,516,1349,513,21,1051,3,32,502,8019,223,364,1070,15926,232,4210,1,1,1,103,42,331
305,1510,120,76475,5391,24,13,41,9677,632,8840,18496,1379,157,6,26,79814,9,39914,35155,240,10,33,78,183,545,1274,544,15,1077,4,46,488,8033,179,335,1077,16221,181,4149,1,1,0,101,24,280
306,1480,137,76471,5270,24,6,45,9718,712,9108,18556,1494,116,6,34,79432,10,39261,35177,204,12,41,76,135,588,1347,460,14,1103,6,52,554,7739,197,384,1051,16015,199,4110,3,1,2,121,32,267
307,1432,132,76668,5360,16,11,64,9755,623,8930,18325,1432,175,5,21,80194,6,39837,35260,203,14,36,51,118,519,1268,459,14,998,4,48,511,7757,186,352,1131,16146,174,4260,2,0,5,111,29,251
308,1516,161,76013,5276,12,8,72,9600,620,9105,18357,1450,145,13,19,80177,14,39519,34911,201,13,19,52,145,522,1357,514,13,1071,1,42,541,7734,203,355,1069,15982,185,4148,2,0,7,157,25,254
309,1417,151,76862,5329,29,6,66,9862,630,9072,18325,1530,139,8,33,79840,14,39712,35013,220,6,32,56,154,522,1386,548,22,1053,2,36,526,7559,222,313,1058,15926,184,4137,6,2,6,139,42,255
310,1524,144,76315,5286,17,15,58,9776,661,9187,18335,1424,116,6,27,79373,17,40030,34945,199,12,27,50,150,589,1314,547,11,1024,4,51,490,7889,211,347,1084,16290,194,4191,3,2,3,123,28,289
311,1491,155,76927,5360,15,4,52,9896,681,8918,18506,1402,146,13,23,80428,10,40072,35219,233,16,39,59,174,564,1381,530,18,986,0,37,482,7833,203,365,1074,16320,206,3992,5,1,1,115,34,265
312,1543,138,76476,5548,23,12,46,9669,666,9084,18807,1422,146,9,41,79750,11,39584,35036,204,17,35,48,167,512,1382,540,8,998,0,59,501,7730,186,313,1085,16073,189,4095,3,0,2,122,26,268
313,1514,134,76508,5468,26,8,46,9792,632,9205,18558,1410,127,9,26,79865,10,39473,35159,208,13,18,70,158,554,1257,535,20,1053,5,33,483,7906,184,360,1066,16120,220,4209,5,4,4,120,30,254
314,1509,141,77143,5294,21,10,51,9641,654,9242,18475,1466,108,10,23,79724,13,39925,35146,230,18,30,65,185,567,1483,530,14,994,1,52,538,7984,215,331,1104,16196,184,4168,3,1,1,115,38,279
315,1416,151,77178,5345,18,7,46,9797,599,8933,18223,1428,157,8,25,79751,14,39820,35088,195,18,28,54,123,625,1336,502,20,1074,2,42,500,7890,229,372,1079,16057,196,4101,5,0,0,113,31,284
316,1573,131,77001,5526,20,16,55,9843,671,8898,18133,1463,99,14,25,80134,5,39500,35674,225,19,46,80,149,595,1343,555,18,1002,3,51,487,7890,190,356,1066,16000,231,4208,4,0,5,99,31,256
317,1536,129,77284,5393,22,10,56,9636,654,9068,18252,1469,142,13,19,79644,15,39411,35180,212,14,21,54,140,552,1359,488,8,1066,1,53,461,7936,210,334,1104,15943,190,4158,10,1,6,99,26,285
318,1430,153,77083,5452,18,9,44,9667,669,9043,18516,1566,141,12,21,79788,6,39486,34647,212,16,37,59,128,577,1367,531,28,1066,3,59,523,7912,207,357,1031,16051,194,4170,6,1,3,106,37,257
319,1529,149,76708,5435,24,17,60,9728,667,9249,18565,1492,158,10,26,80110,10,39631,35085,203,32,30,55,130,512,1358,517,12,1030,0,40,536,7981,208,392,1075,16014,197,4111,7,2,3,100,20,269
320,1477,133,77444,5397,16,10,72,9680,690,9047,18168,1432,139,17,24,79287,13,39780,35077,210,22,19,49,142,532,1392,515,14,1057,4,34,461,7880,218,381,1099,16146,167,4202,7,1,3,107,35,286
321,1401,143,76744,5315,11,5,58,9685,680,9157,18331,1348,108,4,22,79769,14,39714,35247,246,13,21,59,158,571,1335,533,15,1067,1,43,467,7605,185,343,1037,16300,215,4194,5,0,2,112,45,251
322,1474,118,76760,5435,9,12,52,9763,680,9218,18148,1441,149,5,31,79928,18,39770,35404,227,11,40,65,145,557,1310,487,13,1046,4,45,549,7994,223,348,1132,15848,220,4068,1,2,3,101,25,254
323,1417,173,76860,5381,18,6,49,9705,658,8764,18398,1412,148,7,29,80054,8,39797,34586,200,17,30,66,154,531,1325,474,18,1060,6,73,480,7821,227,339,1082,16095,184,4187,4,0,5,86,39,279
324,1460,153,76571,5253,23,13,58,9815,611,9261,17865,1479,154,5,23,79585,16,39579,35108,211,26,37,48,139,506,1425,512,17,1042,0,60,480,7867,181,351,1147,15812,188,4162,11,2,3,87,30,256
325,1480,132,76772,5555,18,14,52,9641,581,9096,18535,1482,141,4,29,79477,15,39709,34956,219,14,34,65,135,593,1338,456,7,1017,0,45,476,7669,186,338,1117,16184,219,4126,4,1,1,94,27,268
326,1564,133,76366,5338,16,8,57,9697,650,9103,18460,1384,110,5,23,80073,7,40011,35236,218,12,37,46,148,585,1350,503,13,1095,12,57,446,7888,183,389,1184,15828,208,4205,3,4,7,89,34,253
327,1399,133,76870,5325,24,8,62,9778,608,9044,18687,1448,130,6,30,79636,9,39325,35488,208,13,40,68,142,492,1340,494,12,1046,0,55,491,7884,224,333,1080,15833,199,4237,6,1,1,107,25,244
328,1543,128,76825,5241,19,16,40,9682,740,8821,18231,1464,116,10,19,79797,21,39556,35036,167,20,28,68,155,578,1378,509,12,977,2,62,507,8120,214,367,1108,16195,197,4289,3,0,5,104,40,266
329,1408,162,76663,5237,22,7,68,9866,670,9013,18414,1377,138,8,26,80023,6,40032,34891,211,16,34,45,160,555,1365,429,14,1046,3,66,539,7794,202,334,1140,16210,234,4158,5,0,5,91,32,271
330,1459,150,76654,5495,18,12,44,9833,665,8943,18012,1430,134,8,32,79562,7,39388,35394,221,23,25,58,137,535,1318,432,20,1060,3,59,448,7938,209,363,1089,16060,226,4011,4,0,0,99,28,265
331,1513,146,77034,5360,9,2,39,9777,639,8774,18691,1446,107,5,28,80175,17,40126,34671,232,27,46,51,158,512,1372,530,16,1041,3,54,489,7617,230,373,1094,16255,202,4013,4,1,2,112,38,257
332,1472,150,76984,5508,32,10,50,9703,672,9253,18252,1426,107,12,27,79500,2,39394,35184,199,15,47,47,140,542,1311,521,12,1007,3,53,491,7659,179,354,1150,16205,184,4152,0,4,1,105,24,296
333,1561,149,76798,5531,15,14,70,9870,691,9017,18579,1423,124,7,31,79547,14,39705,35370,211,13,32,74,154,517,1293,571,13,971,1,37,459,7924,190,352,1129,16132,218,4063,4,1,5,90,19,302
334,1529,125,76397,5321,20,12,48,9696,669,9013,18781,1436,123,6,33,79820,18,39589,34598,218,14,16,68,174,599,1247,566,22,1005,0,55,518,7915,221,385,1074,16071,215,4083,2,1,3,94,24,251
335,1532,139,76793,5407,14,10,51,9552,690,9133,18430,1426,133,4,35,80316,10,39627,35063,235,6,40,58,145,559,1309,492,11,986,1,40,442,7796,186,343,1060,16094,216,4303,15,0,7,125,16,250
336,1543,119,76841,5358,17,10,55,9698,637,8839,18333,1388,131,4,17,79956,4,39568,35377,235,13,32,54,140,532,1422,538,12,1028,1,59,498,7874,236,315,1180,16078,195,4205,2,1,5,117,34,258
337,1532,140,76501,5255,22,21,100,9612,625,9052,18176,1551,158,15,15,80428,7,39461,34823,234,12,32,67,133,652,1237,477,23,1086,7,61,491,7977,219,350,1099,15983,219,4167,7,2,2,94,17,282
338,1547,96,76735,5226,13,12,67,9570,631,8942,18353,1380,154,10,41,79672,16,39756,35504,237,8,30,53,182,543,1502,517,14,1001,0,49,447,7745,197,324,1095,16208,200,4047,4,1,3,156,28,267
339,1539,156,77125,5343,20,14,66,9545,649,8807,18421,1338,152,7,36,79964,13,39802,34890,189,15,37,67,131,557,1343,477,11,1071,4,70,484,7858,229,324,1106,16107,176,4005,2,0,2,103,30,301
340,1416,143,76013,5511,17,14,62,9625,619,9092,18571,1400,130,12,25,79255,7,39258,35365,231,17,31,67,161,575,1339,496,12,1044,2,42,568,7773,225,388,1075,15922,219,4193,6,0,3,89,26,226
341,1472,142,76126,5393,10,15,46,9579,669,9085,18338,1446,120,9,36,80104,13,39275,35202,227,18,28,66,135,480,1320,525,14,1047,3,62,549,7668,201,342,1164,15970,176,4189,7,0,0,109,26,265
342,1465,142,76941,5328,22,7,65,9564,710,9189,18258,1466,155,12,21,79591,16,39894,35112,225,16,27,53,160,556,1276,575,14,1027,1,59,467,7772,215,357,1060,16237,189,4112,8,0,6,109,23,266
343,1569,131,76954,5408,14,19,52,9688,639,8911,18248,1444,138,5,28,80067,7,39828,35307,227,12,29,65,161,600,1388,549,24,1045,3,61,511,7925,198,360,1047,16168,191,4164,4,0,2,85,34,270
344,1448,126,76525,5530,20,7,43,9947,693,9047,18327,1432,136,11,31,79886,13,39693,35483,244,15,38,52,153,540,1379,518,18,1083,6,53,517,8018,205,342,1089,16073,182,4196,6,0,2,109,29,279
345,1550,165,76950,5462,16,1,43,9635,707,8972,18076,1428,141,13,34,79849,8,39744,35516,232,17,46,60,155,541,1336,507,8,1039,3,43,529,7656,195,303,1047,15960,196,4259,3,1,0,124,43,276
346,1517,129,76671,5461,26,17,71,9673,681,8983,18689,1454,140,11,27,80120,9,39319,35344,235,15,22,54,136,522,1370,558,6,1052,2,58,499,7802,202,361,1132,16030,187,4144,7,2,1,91,31,263
347,1452,166,76491,5295,22,12,63,9623,699,8998,18198,1483,117,17,22,79281,10,39250,35031,187,18,21,75,154,573,1330,521,18,1080,6,51,474,7778,200,313,1107,16310,215,4062,7,1,1,112,33,246
348,1423,155,76852,5334,30,11,52,9470,723,9058,18370,1316,149,11,34,79908,15,39512,35247,203,19,33,50,146,498,1382,525,16,1027,2,43,537,7870,222,307,1046,16021,192,4137,1,0,2,109,42,270
349,1441,131,77169,5331,15,13,40,9755,675,9077,18445,1418,134,6,37,79284,9,39883,35262,229,15,36,36,155,621,1361,514,19,1058,1,66,488,7875,235,349,1219,16192,207,4094,7,3,0,146,27,266
350,1464,140,77133,5579,33,10,61,9542,656,9000,18384,1391,153,5,26,79998,25,39261,35225,212,16,47,73,152,579,1370,571,21,998,1,48,482,8001,190,338,1063,15912,197,4099,8,1,4,120,28,294
351,1484,138,76973,5489,21,4,62,9928,658,9275,18454,1395,129,6,39,80201,12,39512,34651,171,13,35,72,149,543,1300,517,17,1004,4,47,466,7820,230,353,1076,15907,176,3918,3,0,7,85,25,267
352,1446,137,76800,5379,24,13,55,10115,639,8878,18324,1372,125,12,28,79714,12,39313,35071,195,19,28,59,145,552,1398,469,9,1040,1,50,523,7767,208,349,1069,16326,214,4153,8,2,2,94,33,268
353,1493,116,76238,5389,22,10,43,9942,670,8927,18315,1404,159,7,23,79920,8,39440,35309,272,25,35,71,157,503,1268,551,14,1069,2,45,494,7789,206,359,1128,15884,191,4179,7,1,2,109,30,287
354,1440,142,76866,5194,20,18,54,9687,589,9136,18398,1411,160,8,22,79720,18,39392,35157,248,18,29,56,161,506,1349,572,3,1027,3,54,502,8005,212,354,1052,16098,232,4277,9,0,0,118,36,263
355,1474,108,76800,5265,27,5,59,9539,715,9042,18072,1391,168,10,17,79593,6,39972,35237,190,8,29,57,145,582,1369,512,12,1044,2,43,468,8025,202,343,1035,16083,225,3945,4,1,1,93,34,258
356,1537,119,77358,5386,20,13,50,9861,699,9225,18283,1367,137,8,27,78864,10,39930,34775,245,20,28,51,173,523,1332,480,20,1043,7,51,447,7644,208,345,1083,16007,185,4036,3,3,5,121,22,288
357,1451,138,76634,5264,19,17,52,9712,670,9044,18089,1403,123,16,41,80313,14,39937,35702,187,22,35,62,144,545,1373,519,13,1027,5,57,521,7846,203,354,1053,16264,200,4269,1,0,0,99,26,269
358,1476,139,76796,5381,24,15,71,9878,628,9075,18481,1525,159,7,23,79065,16,39706,34704,219,12,25,41,149,514,1405,522,8,1060,1,33,499,7857,234,360,1103,16141,159,4081,10,5,2,111,26,277
359,1531,128,77105,5426,18,5,66,9526,745,9177,18293,1424,136,8,28,79206,11,39366,35172,205,22,29,53,151,617,1475,517,8,1057,2,54,497,7910,206,320,1146,15900,182,4153,2,2,4,105,18,285
360,1469,152,76444,5299,18,2,61,9667,661,8981,18342,1417,135,6,15,79164,13,39518,35565,217,14,22,60,159,556,1352,510,14,1066,0,48,493,7775,198,338,1089,16032,185,4282,4,1,6,112,34,297
361,1459,146,76208,5625,30,2,60,9538,700,8869,18308,1494,151,14,35,79796,13,39743,34780,173,12,34,87,143,603,1371,506,6,1016,9,43,491,7926,206,339,999,16011,212,4178,6,3,1,102,22,288
362,1431,145,76732,5350,11,7,42,9792,646,9082,18386,1443,124,6,27,79433,14,39370,34773,218,13,22,40,149,511,1209,505,9,1118,2,44,515,7675,220,355,1084,16153,174,4127,3,0,1,118,34,256
363,1501,128,77170,5405,12,8,61,9649,664,9326,18219,1451,121,13,33,79766,6,39590,35332,235,18,31,42,126,535,1394,505,14,987,3,31,431,7835,194,351,1050,16234,186,4090,4,0,2,116,18,302
364,1428,125,76193,5296,17,15,62,9534,614,9124,18877,1523,112,8,25,79620,14,39713,35038,212,14,35,64,161,574,1305,481,25,1018,5,27,478,7816,176,322,1128,15861,178,4072,2,1,3,111,21,273
365,1463,120,76841,5508,30,8,28,9814,635,8824,18342,1443,122,12,27,79683,7,39692,35157,213,20,28,69,137,549,1420,455,15,1039,8,41,519,7988,228,347,1170,15972,217,4174,8,0,2,114,29,291
366,1467,154,77070,5321,23,5,49,9793,717,9044,18627,1408,128,2,26,79271,12,39461,35549,196,13,31,74,119,544,1283,475,23,1086,0,52,532,7879,187,353,1045,16035,215,4207,8,0,4,84,30,276
367,1487,127,76854,5358,18,10,69,9506,589,8825,18238,1515,133,8,22,80302,4,39782,35398,224,12,20,58,163,534,1254,492,10,1029,0,54,487,7837,228,345,1043,16459,191,4206,5,5,8,107,24,285
368,1511,155,76243,5436,12,7,51,9808,696,8973,18217,1438,131,7,32,79734,9,39681,35279,219,12,31,52,124,561,1334,581,25,979,4,43,475,7783,196,375,1189,16030,175,4183,4,0,2,120,28,290
369,1420,135,76755,5410,15,6,79,9676,565,8886,18167,1461,149,10,23,79743,15,39624,35352,240,8,25,50,148,568,1341,521,10,989,1,61,467,7980,229,319,1095,16122,189,4140,4,1,0,98,10,245
370,1422,130,77030,5377,13,11,53,9651,696,9189,18716,1312,138,4,25,80017,14,39774,34905,223,12,38,60,154,540,1255,461,16,1043,3,40,511,8034,177,346,1096,16107,164,4262,6,2,1,106,21,262
371,1516,124,76935,5507,26,9,54,9838,704,9079,18258,1486,120,8,19,80689,13,39847,34483,218,22,32,54,153,564,1332,458,22,1026,3,51,483,7823,227,368,1185,16152,200,4038,7,2,5,116,27,297
372,1434,168,76051,5331,18,3,71,9986,683,8956,18596,1448,127,10,24,80152,12,39561,34929,249,13,22,67,119,556,1378,501,6,1056,2,36,538,7828,191,343,1112,16406,207,4046,8,0,3,95,28,314
373,1451,180,76715,5436,17,16,67,9847,716,8925,18292,1406,142,8,26,80129,11,39037,35389,247,19,32,49,145,495,1409,470,7,1078,0,41,534,7801,212,346,1104,16031,215,4086,6,0,2,126,27,304
374,1393,116,76751,5487,13,10,68,9752,656,8935,18440,1371,142,7,18,79794,11,39651,35405,209,13,24,46,147,538,1347,546,12,1029,4,52,506,7909,229,386,1055,16244,205,4278,6,1,4,128,19,303
375,1472,158,77350,5499,19,8,75,10023,649,8901,18114,1531,132,10,43,79714,8,39277,35125,214,9,54,54,140,624,1339,488,13,1072,0,49,455,7944,190,339,1086,15858,210,4007,9,0,4,98,23,263
376,1416,127,76602,5460,26,12,56,9519,646,8916,18071,1453,142,9,20,80167,18,39673,35279,219,23,35,54,133,570,1308,495,24,1054,2,35,470,7772,244,344,1089,16219,189,4233,7,0,2,96,30,310
