seed,,5S-Deu-L2,Alu,CR1,Crypton,Crypton-A,Dong-R4,ERV1,ERVK,ERVL,ERVL-MaLR,Gypsy,Helitron,I-Jockey,Kolobok,L1,L1-Tx1,L2,MIR,MULE-MuDR,Merlin,PIF-Harbinger,Penelope,PiggyBac,RTE-BovB,RTE-X,SVA,TcMar,TcMar-Mariner,TcMar-Pogo,TcMar-Tc1,TcMar-Tc2,TcMar-Tigger,hAT,hAT-Ac,hAT-Blackjack,hAT-Charlie,hAT-Tag1,hAT-Tip100,hAT-Tip100?,hAT-hAT19,hAT?,tRNA,tRNA-Deu,tRNA-RTE
238,5363,518,293677,14634,70,47,148,31443,2100,30526,67265,4749,503,36,111,186108,38,109446,134437,650,55,107,205,593,1619,3309,1599,59,3828,9,176,1727,27890,770,1068,4028,59225,479,14859,17,11,10,427,137,1071
239,5396,505,293848,14363,95,29,120,31674,2148,30732,67077,4911,498,34,101,184345,34,108968,134767,662,59,70,200,537,1475,3406,1629,49,3883,7,149,1724,27636,804,1073,4025,58762,640,14679,12,5,11,391,119,1015
240,5314,525,293902,14356,95,23,149,31705,2193,30434,67325,4948,467,24,91,184590,42,109763,134850,710,75,82,193,510,1431,3284,1679,51,3810,15,177,1756,27927,819,1113,4199,59217,543,14724,19,11,13,392,121,1046
241,5219,490,293280,14384,70,30,157,31024,2151,30556,66722,5018,459,34,74,184161,39,109135,133868,613,53,98,196,594,1459,3447,1615,44,3927,10,150,1839,27599,677,1043,4144,59449,490,14387,15,4,6,375,94,1053
242,5268,556,294334,14335,62,31,125,31554,2022,30637,66474,4830,494,33,111,184344,32,109066,134100,812,53,108,220,574,1465,3243,1594,61,3956,7,162,1772,27830,794,984,4233,59331,569,14673,24,17,9,353,128,981
243,5458,535,294144,14511,68,24,135,31450,2109,30591,66837,4794,463,47,100,184722,23,109729,134615,646,59,99,219,508,1534,3285,1733,52,3898,8,145,1797,27540,737,906,4000,59059,548,14655,10,3,6,448,127,993
244,5433,452,293516,14604,91,31,148,31411,2148,30892,66779,4908,430,40,93,185695,45,110182,134033,665,49,86,193,518,1455,3514,1716,75,3910,7,185,1801,27287,729,1000,4066,59518,537,14883,16,3,4,416,84,1040
245,5535,496,293851,14538,87,45,167,31821,2015,30930,66262,4570,526,43,80,184011,37,108860,133485,642,51,109,238,538,1588,3199,1721,55,4007,7,201,1756,27798,792,1014,4072,59889,628,14842,14,10,16,400,101,1022
246,5346,560,293412,14593,83,48,163,31152,2126,30571,66511,5070,447,49,94,185292,42,109174,134154,688,83,96,224,574,1419,3361,1616,52,3832,8,176,1770,27654,786,1027,4273,59277,569,14956,10,2,10,415,101,1006
247,5383,566,294554,14817,81,32,139,31440,2126,30360,66583,4763,479,53,103,185475,48,108753,134846,683,53,113,180,543,1473,3312,1661,64,3908,13,171,1804,27909,808,1005,4220,58832,575,14591,13,4,13,385,125,1049
248,5455,461,294123,14927,107,33,129,31084,2164,30813,66430,5031,509,43,105,185368,30,108413,135072,685,53,98,207,535,1494,3369,1714,71,3966,6,200,1729,28124,746,1031,4045,59300,576,14983,13,5,10,395,115,1071
249,5324,513,294212,14469,64,35,174,31213,2119,30438,66634,4863,504,27,97,185354,35,109336,134743,656,45,121,198,535,1425,3359,1710,57,4004,12,166,1775,27831,778,1129,3965,59365,553,14757,22,2,18,417,102,1028
250,5566,527,294500,14574,96,36,129,31791,2206,30609,66906,4880,500,34,98,185034,30,109332,133532,758,56,94,170,569,1414,3440,1719,48,3815,12,183,1793,27664,792,1034,4164,59755,507,14578,13,3,13,420,112,992
251,5283,556,293153,14518,59,36,145,31381,2115,30667,66313,4926,478,27,122,184817,47,108962,134840,698,60,106,195,548,1467,3365,1720,34,4005,12,191,1652,27496,776,1075,4152,58865,572,14917,14,5,5,380,125,1078
252,5249,510,293760,14725,66,47,130,31242,2172,30336,66970,4941,474,29,89,185153,36,109276,134274,673,69,118,233,535,1395,3400,1625,59,3890,9,175,1751,27539,769,1056,4140,58905,487,14892,9,4,4,428,95,998
253,5133,565,292429,14781,87,42,141,31804,2047,30648,66922,4896,473,24,115,185352,38,109654,133823,612,60,97,153,557,1568,3364,1617,54,3971,16,202,1814,27690,680,1125,4114,59190,578,14749,14,4,9,447,133,968
254,5488,527,293064,14638,87,36,151,32018,2112,30503,67636,4969,469,56,127,185349,42,109239,135121,620,55,111,238,576,1519,3199,1721,51,3877,10,221,1791,27507,781,1054,4147,59533,573,14919,11,2,11,445,144,1051
255,5276,469,293568,14450,73,44,158,31144,2083,30802,66722,4834,459,37,104,185830,55,109302,134964,702,75,110,201,603,1511,3235,1617,45,4008,17,165,1818,27643,772,1085,3927,58939,523,14602,19,2,7,447,95,1027
256,5431,458,293045,14495,84,36,168,31705,2044,30885,67276,4854,531,46,103,185058,45,109405,135084,653,42,138,175,565,1413,3321,1689,60,3928,7,167,1743,27364,770,1050,4149,58982,532,14856,17,15,11,372,139,1070
257,5217,629,292940,14458,90,26,130,31663,2104,30804,66533,4952,426,40,118,184716,38,109108,134000,729,57,106,231,557,1374,3312,1595,53,3821,21,172,1778,27802,817,1003,4091,58696,542,14941,14,4,9,439,127,1075
258,5385,541,293225,14574,67,36,164,31289,2152,30621,67096,4961,456,19,95,184231,32,109147,134091,645,59,138,142,557,1548,3426,1654,56,3965,8,183,1800,27496,732,1083,4118,59102,551,14694,11,1,8,365,104,1053
259,5295,529,294022,14826,98,29,158,31658,2080,30556,67377,4893,507,31,114,184977,39,108899,134265,704,64,87,192,589,1530,3322,1741,61,3944,10,163,1900,27566,770,1079,4086,59698,534,14896,15,5,10,409,102,1129
260,5414,516,292879,14381,73,34,147,31486,2080,30319,67190,4797,466,33,102,185570,31,109485,134086,658,60,121,210,563,1432,3494,1596,70,3951,7,198,1858,27314,833,1026,3977,59279,576,14909,12,2,17,435,106,1020
261,5561,507,293530,14336,100,31,151,31900,2059,30582,66252,4769,506,36,89,185011,53,109997,134538,667,62,119,233,556,1413,3350,1725,63,3832,9,167,1744,27718,822,1005,4030,59136,513,14787,10,0,3,420,163,999
262,5240,525,294005,14848,79,46,117,31216,2114,30710,66895,5009,497,40,100,185279,31,108970,134491,711,79,122,193,537,1392,3321,1651,77,4008,6,179,1776,27675,775,1109,4213,59401,503,14716,15,4,8,389,105,1014
263,5246,467,293610,14494,102,29,140,31159,2132,30684,66793,4932,521,48,91,184749,38,109466,134744,643,68,77,203,557,1558,3385,1686,56,3914,9,215,1835,27715,740,1067,4020,59873,547,14995,27,3,11,433,125,1090
264,5400,506,293091,14259,79,33,165,31467,2129,30988,66493,4839,516,29,116,185008,33,109632,134301,671,57,82,179,581,1445,3424,1606,67,4016,19,178,1788,27180,737,1067,4153,59136,557,15050,19,5,5,430,103,1071
265,5154,514,294669,14666,88,40,194,32005,2130,30959,67114,4748,524,25,110,185945,51,108880,134955,628,58,101,221,548,1450,3104,1678,67,3980,10,169,1831,27675,740,1038,4058,59965,520,14690,17,1,7,394,112,1036
266,5373,519,293890,14263,82,33,165,31293,2236,30349,66463,4803,530,23,100,185477,65,110316,134749,671,75,90,212,583,1599,3364,1645,55,3847,7,178,1754,27613,794,988,4067,59848,569,14378,24,4,17,418,108,1081
267,5476,494,293605,14647,96,35,120,31568,2228,30643,66909,4588,488,36,107,185532,38,108767,133292,643,48,92,198,497,1406,3465,1588,56,3956,12,169,1715,27744,801,1051,4096,59608,580,14924,27,3,6,370,91,995
268,5365,499,293877,14597,92,55,118,32066,2115,30587,66661,4896,475,42,112,185198,57,110118,134792,650,56,109,208,504,1463,3251,1699,53,4143,6,190,1815,27592,852,1069,4069,59104,515,14585,24,3,12,373,144,1000
269,5389,549,294879,14363,58,26,167,31181,2117,30785,66463,4993,493,32,129,185605,28,109189,135088,685,54,82,203,589,1548,3325,1623,46,3965,3,183,1840,27611,793,1084,4050,58698,593,14839,15,1,8,462,122,950
270,5381,509,293708,14395,75,48,141,32007,2098,30673,66306,4973,463,13,109,185297,28,109530,133735,680,57,85,182,550,1495,3316,1649,58,4076,4,203,1862,27632,864,1035,4037,59593,552,15130,16,7,12,425,113,1064
271,5396,537,293285,14423,68,40,152,31772,2074,30808,66950,4792,506,39,92,184293,42,109232,135024,622,59,104,209,549,1611,3300,1697,53,4114,17,172,1787,27559,810,1136,4028,59172,597,14809,21,11,7,441,139,1088
272,5281,496,293710,14319,77,34,150,31618,2070,31162,66629,4824,499,40,87,185838,54,108455,134510,633,59,98,209,548,1452,3362,1691,57,4063,8,170,1837,27660,815,1059,4136,59180,564,15175,21,5,8,405,113,987
273,5383,503,293321,14635,80,39,153,31246,2254,31079,66234,4837,498,44,109,184594,57,109246,134153,671,40,119,246,593,1421,3325,1734,71,4176,12,175,1788,27297,784,993,4138,59325,543,14830,17,0,19,454,138,1006
274,5288,561,293514,14805,60,32,113,31790,2195,30596,66896,4816,469,33,86,185387,31,109062,135086,678,60,94,208,574,1498,3229,1639,55,3878,7,149,1726,27764,818,1035,4026,58565,537,14849,19,3,6,414,110,1030
275,5510,506,294271,14553,95,27,162,31215,2028,31073,66926,5050,472,38,108,185991,53,109349,134554,690,66,108,221,522,1481,3327,1753,66,3935,17,179,1812,27632,740,1034,4355,59531,530,14573,20,6,7,414,104,984
276,5190,512,294457,14611,71,55,120,31643,2124,30492,66726,4964,470,30,110,184778,59,109525,134284,618,57,89,193,631,1551,3310,1650,57,3898,5,189,1761,27541,773,1120,4305,58967,534,14815,22,1,3,411,149,1040
277,5350,527,293255,14511,78,35,159,31265,2136,30727,66974,4927,449,24,104,184852,53,109818,134529,612,37,102,191,539,1468,3273,1725,59,3989,7,177,1769,27535,780,1074,4078,59066,538,14479,15,6,8,411,92,1116
278,5393,546,293806,14571,64,52,169,31031,2239,30209,67426,4836,452,41,93,184775,23,109106,134747,615,51,133,212,585,1536,3310,1675,61,3888,13,160,1804,27708,799,1070,4252,59843,526,14737,16,4,12,417,137,993
279,5306,505,294447,14572,67,42,151,31698,2022,30904,67009,4740,517,38,110,186171,37,109300,134672,696,44,135,187,473,1450,3329,1700,74,4055,9,183,1766,27498,715,1016,4186,58824,543,14634,18,6,4,424,106,1028
280,5341,520,294231,14399,59,45,111,31856,2161,30892,66919,4715,460,29,122,184308,36,109437,134254,747,47,89,181,520,1494,3355,1703,59,3865,24,159,1692,27390,850,1068,3940,59441,576,14873,24,2,12,417,108,1100
281,5534,497,293518,14337,75,42,139,31410,2221,31001,67515,4851,440,33,83,185900,34,109802,134717,656,33,92,192,480,1441,3286,1738,64,4052,9,164,1779,27610,836,1019,3976,59517,513,14974,14,2,15,426,99,1050
282,5374,510,293957,14480,80,49,163,31618,2115,30724,67052,4844,473,20,106,185241,46,109730,135184,655,46,105,211,534,1485,3268,1715,75,4043,12,178,1714,27336,729,1068,4084,59045,511,15205,5,4,7,424,131,1070
283,5195,544,293653,14378,64,68,145,31381,2030,30719,66474,4846,518,30,95,185653,37,109161,134019,740,55,125,193,508,1525,3324,1737,61,3855,5,158,1793,27544,748,1017,4147,59568,569,14848,21,6,13,388,84,1010
284,5284,559,294527,14432,79,29,149,31441,2002,30805,67148,4869,479,18,108,185048,59,109515,135413,658,64,92,194,566,1539,3282,1692,39,3725,8,154,1739,27661,827,1058,4074,59714,550,14486,10,13,10,419,105,1054
285,5423,561,293405,14586,99,52,185,31459,2031,31117,66493,4759,454,41,103,185108,41,109480,134988,727,59,100,205,612,1511,3252,1633,61,4006,7,164,1873,27936,789,1140,4135,59673,541,14996,13,1,10,384,123,1044
286,5370,516,292217,14655,70,37,172,31423,2084,30114,67039,4777,468,27,95,185117,35,108756,134297,611,49,114,204,481,1523,3397,1494,44,3899,15,187,1846,27424,758,1026,4127,59964,609,14917,23,1,10,481,109,990
287,5418,551,292110,14572,68,38,153,31203,2209,30829,67130,4877,459,17,95,184871,33,109692,134588,718,60,84,203,533,1573,3358,1602,72,4019,4,168,1748,27605,758,1022,4238,59904,548,15037,15,2,31,370,120,1096
288,5197,550,293402,14385,58,46,155,31436,2131,30799,66627,4917,470,29,108,185243,43,109263,134481,671,44,98,178,497,1421,3413,1660,78,3727,14,186,1941,27456,843,1083,4139,59176,544,14424,22,9,8,439,103,1175
289,5197,549,293490,14603,79,48,151,31099,2199,30651,66748,4825,492,34,87,185699,31,109205,134193,641,46,87,210,593,1374,3288,1718,60,4024,7,174,1825,27259,813,1049,4006,59097,519,14675,13,4,9,394,90,1035
290,5138,496,294798,14716,87,29,178,31220,1982,30507,66634,4851,482,36,105,184854,42,108661,135340,689,49,126,205,569,1512,3162,1745,36,4047,15,163,1793,27463,788,1049,4153,59300,501,14919,24,1,5,384,114,1095
291,5296,436,294080,14457,69,31,150,31270,2070,31062,66618,4779,527,19,111,184935,64,109202,134918,681,50,127,248,573,1467,3376,1698,66,3842,16,160,1775,27711,781,1072,4138,59581,542,14848,20,4,7,376,120,1126
292,5280,490,293869,14470,69,44,121,31303,2155,30981,66639,4911,531,49,105,184643,29,109864,134680,762,53,115,243,542,1446,3364,1692,67,3916,3,247,1737,27745,761,997,4126,58791,609,14756,18,3,4,435,92,1041
293,5365,557,293625,14432,70,56,142,31756,2095,30464,66711,4930,451,46,105,184524,50,109575,134453,626,55,111,218,539,1515,3506,1700,59,3955,8,195,1823,27946,825,1023,4111,58894,532,14650,27,1,10,332,134,1033
294,5446,565,293429,14570,115,45,159,30803,2108,30283,67242,4785,443,40,100,184826,41,109509,133686,621,54,118,182,563,1480,3327,1609,52,3808,8,172,1733,27127,703,1096,4162,59299,546,14997,18,0,7,406,115,1077
295,5465,524,294265,14513,65,32,173,31149,2109,30088,66561,4784,435,23,97,185042,45,109131,135040,738,71,121,196,506,1476,3492,1582,53,4101,9,167,1775,27599,753,968,4003,58508,502,15129,14,2,7,412,96,1045
296,5262,535,291473,14691,66,38,156,31239,2190,30656,66117,4937,482,42,115,185687,34,109172,134005,623,46,88,203,542,1497,3252,1682,65,3938,2,171,1743,28007,775,995,4221,59211,554,14479,14,3,7,476,129,969
297,5388,490,293560,14478,102,43,114,31196,2197,30157,65956,4600,472,34,126,185365,60,108755,134687,687,74,112,224,525,1516,3464,1612,39,3982,14,169,1838,27582,779,1073,4151,59425,550,14761,14,6,7,470,110,1045
298,5316,464,294357,14649,76,38,144,31361,2076,30446,66424,4881,480,49,108,185330,62,108513,134655,725,66,90,178,622,1557,3331,1610,57,3971,10,152,1777,27492,803,1065,4058,59308,573,15139,20,5,5,414,121,1043
299,5415,492,292889,14849,55,40,194,31718,2111,31067,66683,4824,541,36,115,184014,23,109089,134568,624,56,104,258,534,1476,3391,1689,49,3881,6,145,1711,27666,777,997,4035,58970,581,14644,25,5,7,471,100,1156
300,5304,530,293535,14467,48,44,149,31415,2135,30428,67400,4880,521,31,101,186027,42,109982,134983,675,42,102,204,583,1502,3402,1689,37,4011,6,167,1758,27427,746,1095,4166,58930,568,14744,22,1,6,402,101,1072
301,5144,501,294756,14430,53,43,178,31259,2250,30549,67126,4999,487,47,86,185158,46,108919,135036,699,67,101,174,530,1430,3385,1797,45,3840,11,174,1795,27472,675,993,4216,58637,535,14808,28,6,6,395,88,1015
302,5485,527,294166,14260,69,29,139,31785,2137,30686,66413,5119,462,35,89,185102,53,110209,134831,666,49,101,203,639,1552,3511,1609,66,3958,11,157,1790,27450,784,1155,4231,59227,565,14828,14,4,3,446,112,1108
303,5303,509,293967,14715,88,39,166,31758,2207,30247,67032,4879,473,18,92,185580,41,109679,134457,644,38,105,227,552,1425,3202,1658,58,4066,10,160,1764,27294,774,1003,4125,59927,516,14979,13,0,14,423,114,1055
304,5410,545,294652,14611,73,53,149,31823,2227,30714,66817,4884,433,45,121,183942,46,109291,134122,644,47,73,225,543,1427,3412,1623,66,3933,7,169,1748,27675,821,1036,4081,59107,594,14938,15,3,8,377,121,1143
305,5385,504,293016,14634,71,37,131,31176,2150,30654,67082,4730,524,37,89,185289,39,109959,135232,716,50,106,218,564,1486,3176,1802,54,3984,11,173,1733,28018,717,1020,4022,59583,570,14843,10,7,5,392,102,1013
306,5345,466,293525,14341,81,46,146,31461,2145,30789,66771,4852,448,35,95,184544,27,108673,135405,727,58,115,223,587,1498,3359,1693,56,4179,8,174,1863,27124,718,1089,4030,59509,514,14884,18,2,11,408,123,1038
307,5286,544,292478,14359,72,37,141,31462,2192,30653,66762,4801,503,29,85,185575,27,108831,134734,632,54,105,198,516,1465,3243,1649,55,3866,10,188,1887,27438,750,1065,4193,59431,462,14670,15,2,13,382,114,1013
308,5419,556,293740,14500,78,30,170,31130,2170,30863,66532,4807,484,35,80,185198,41,108576,134783,606,46,98,210,545,1416,3358,1645,52,4106,6,178,1759,27629,777,1040,3968,59116,512,14825,7,12,13,488,103,1013
309,5278,519,293885,14567,86,31,169,31608,2180,30875,66377,5137,505,32,105,185694,33,109649,134375,655,63,117,199,540,1533,3377,1724,70,4099,13,153,1838,27045,745,977,4067,59112,495,15129,22,4,6,455,143,1050
310,5221,470,292533,14356,68,39,145,31637,2039,30943,66309,4758,451,33,91,184867,46,109447,134086,641,57,121,174,583,1556,3401,1720,55,3871,13,189,1793,27453,773,995,3977,59316,485,14985,16,7,13,414,113,1047
311,5371,502,294042,14761,68,27,164,31762,2192,30337,66864,4902,438,30,116,185570,56,109800,135149,690,47,118,220,578,1508,3295,1737,76,3851,8,156,1729,27500,751,1058,4143,60093,563,14699,12,2,9,440,107,1026
312,5358,492,292921,14535,80,40,140,31803,2088,30771,67432,4981,446,34,157,184906,30,108533,135113,647,62,113,198,588,1434,3462,1686,52,3957,4,182,1770,27233,684,1100,4173,58660,537,14725,13,1,7,450,80,1051
313,5394,536,293225,14706,68,25,136,31427,2038,30970,66899,4822,445,35,108,184149,43,109300,135004,661,52,90,216,564,1528,3251,1727,68,3965,18,172,1765,27523,700,1111,4053,59553,524,14783,16,14,8,393,121,1061
314,5415,456,293448,14673,64,36,155,31253,2127,31095,67160,4860,448,31,107,184911,37,109680,134503,723,47,96,197,609,1563,3506,1668,42,3900,8,187,1846,27834,779,1058,4101,59358,479,14813,10,8,10,406,124,1142
315,5325,485,293137,14491,71,43,141,31672,2081,31114,66444,4811,522,28,92,185733,37,109109,133587,614,71,101,229,516,1606,3348,1656,59,3957,4,173,1813,27740,774,1104,4094,59313,566,14522,28,1,10,432,120,1067
316,5536,495,294190,14845,90,37,156,31622,2237,30905,66514,4905,452,45,85,185728,35,109086,135485,682,72,117,246,544,1528,3378,1792,61,4001,13,197,1788,27453,770,1144,4288,59433,559,15021,13,2,11,420,116,1035
317,5389,523,294467,14515,82,30,169,31286,2105,30380,66671,4784,483,25,89,184743,41,109059,134670,682,41,110,177,571,1466,3341,1633,58,3935,11,178,1708,27720,795,955,4065,58852,559,14615,30,6,10,435,98,991
318,5264,557,293217,14468,89,36,135,31486,2160,30893,66712,4999,488,37,97,185934,46,108863,134225,719,67,142,223,529,1500,3334,1598,77,4074,13,199,1838,27618,777,1061,4117,59455,545,14976,25,3,12,364,126,1025
319,5350,507,295020,14467,81,48,180,31686,2180,30811,67022,4839,544,48,100,186343,44,109576,134134,665,65,121,178,462,1451,3321,1758,57,3881,5,144,1841,27874,715,1157,4029,58976,561,14463,17,7,10,393,116,1048
320,5345,514,296400,14711,90,33,172,31126,2223,30993,66654,4975,506,38,110,184910,38,108692,133619,672,73,116,202,489,1421,3475,1621,59,3985,20,143,1728,27511,803,1066,4023,59510,524,14809,29,4,5,430,137,1088
321,5159,548,294735,14522,60,30,136,31173,2201,31004,67151,4795,485,18,120,184865,33,108952,134682,698,55,93,205,570,1546,3431,1831,52,4009,6,177,1799,27402,770,1038,4112,59299,553,14790,16,4,8,408,134,1002
322,5362,512,293273,14751,72,38,141,31508,2122,30835,66383,4814,473,18,97,185570,59,109120,135185,683,43,137,218,525,1507,3281,1715,52,3813,9,172,1819,27914,787,1018,4057,59156,575,14538,6,4,8,434,102,1042
323,5306,537,293100,14591,72,21,132,31483,2146,30106,66708,4952,488,36,127,185511,52,108833,133407,631,65,107,199,584,1438,3273,1564,62,3988,12,195,1807,27898,841,974,4089,59543,564,15096,10,3,13,381,134,1020
324,5297,477,291992,14473,86,33,136,31437,2060,30636,66404,4934,529,24,95,185301,59,108220,134782,663,72,101,177,552,1431,3434,1647,44,3860,7,204,1756,27773,753,1019,4011,59001,572,14826,20,6,8,408,103,1045
325,5463,494,294340,14798,72,42,155,31124,2014,30822,67493,4792,509,33,101,184033,36,108900,134335,728,52,106,243,548,1529,3328,1679,45,3875,5,185,1851,27060,740,973,4196,59288,596,14855,18,8,5,383,116,1100
326,5393,474,293735,14602,63,24,139,31049,2164,30510,66944,4894,470,33,128,185913,26,109371,135108,778,71,96,214,554,1503,3391,1619,72,4040,20,178,1722,27398,720,1020,4178,59083,584,15009,12,7,9,385,117,1051
327,5231,535,293545,14442,67,36,151,31441,2156,31013,67124,4981,488,33,94,185032,38,108766,134863,716,40,115,199,550,1400,3250,1667,38,3820,14,166,1811,27452,803,1017,4162,59205,624,14978,18,3,4,390,115,1017
328,5507,472,293054,14491,87,45,158,31424,2285,30704,66650,4891,470,31,95,185018,46,108984,134149,668,81,111,200,560,1529,3482,1646,55,3871,18,182,1807,28027,787,1070,4142,60049,560,14996,8,1,12,395,123,1034
329,5162,536,293206,14491,104,38,166,31471,2047,30733,66522,4813,498,40,124,185260,29,109529,134143,688,62,94,189,550,1451,3410,1587,64,4100,9,229,1793,27832,799,1059,4227,59526,614,14873,14,4,9,415,110,1086
330,5297,536,292287,14662,87,29,130,31385,2205,30758,66139,4911,483,40,112,184503,44,109259,134578,634,59,89,243,617,1467,3280,1609,68,3916,15,199,1734,27548,743,1090,4088,59532,588,14517,14,1,3,389,111,1025
331,5450,517,295392,14469,62,17,135,31396,2109,30347,67091,4801,459,33,114,185704,39,110096,135070,714,84,112,198,525,1424,3355,1757,48,4017,4,181,1787,27879,803,1085,4271,59652,534,14667,22,4,4,385,125,1045
332,5352,525,293353,14911,78,31,114,31406,2154,31121,66534,4833,461,51,85,184919,30,109275,135163,667,45,117,170,524,1444,3329,1745,42,3763,17,196,1806,27281,773,1047,4107,59530,545,14960,13,6,5,438,85,1035
333,5434,513,294322,14708,71,54,172,31745,2114,30294,66684,4842,467,32,85,184522,35,108948,134951,676,56,114,224,561,1429,3295,1771,55,3881,9,161,1695,27515,778,1058,4179,59119,555,14701,17,1,16,343,101,1111
334,5273,488,293310,14310,79,39,116,31266,2109,30479,67212,4666,473,38,103,185311,46,108810,133937,656,61,96,229,633,1585,3229,1758,53,3854,13,171,1759,27716,753,1094,3925,58644,602,14753,4,6,8,412,87,1012
335,5373,457,293006,14859,67,35,156,31369,2225,30785,66375,4898,474,32,111,185177,30,108599,134572,662,53,126,247,568,1496,3312,1623,63,3865,5,167,1795,27919,728,1002,4076,59755,574,15204,40,2,15,402,93,1046
336,5374,491,291936,14711,70,43,134,31200,2209,30481,66622,4729,480,34,104,185327,30,108652,135103,707,70,94,181,508,1476,3458,1689,63,4030,8,169,1823,27876,797,965,4179,58962,530,14757,11,1,15,411,149,1017
337,5389,519,292710,14636,91,52,185,31536,2067,30395,66679,5075,526,50,93,185658,32,109069,134166,719,68,106,203,464,1608,3267,1614,79,3938,15,196,1789,28068,773,1051,4105,59085,588,14603,19,7,7,388,118,1057
338,5398,456,293560,14410,72,41,161,31372,2066,30638,67107,4918,505,35,138,184575,33,109130,134523,708,47,101,197,589,1477,3497,1729,46,3941,5,157,1808,27768,788,1040,4106,59827,550,14640,11,4,9,428,111,1046
339,5461,516,294334,14088,82,44,145,31192,2064,30250,66430,4832,477,34,103,185518,42,109455,134374,681,48,103,223,527,1420,3353,1615,39,3936,8,204,1792,27561,810,1000,4145,59555,513,14350,12,8,6,426,114,1066
340,5220,561,293056,14680,84,45,151,31220,2074,30451,67054,4788,456,46,103,184364,37,108879,135142,675,49,126,204,590,1526,3396,1669,60,4056,9,155,1883,27718,835,1054,3982,59024,599,14781,22,1,11,419,98,993
341,5334,535,292300,14409,64,40,146,31292,2069,30791,66690,4854,439,34,113,184997,43,109022,134550,665,63,120,200,554,1423,3356,1753,52,3995,7,209,1870,27350,750,1008,4289,58987,493,14783,24,8,4,374,106,941
342,5426,468,293690,14581,80,26,155,31447,2284,30616,66689,4932,537,43,100,184296,45,109309,134085,704,56,116,167,533,1445,3336,1783,47,4008,15,184,1833,27317,823,1064,4124,59342,527,14614,16,4,11,406,100,1095
343,5492,506,294367,14761,72,37,153,31310,2095,30266,66409,4871,496,24,106,185421,23,109545,134842,682,44,119,211,584,1548,3453,1730,69,3914,10,201,1753,27919,765,1087,4062,59411,535,15123,17,0,6,393,112,1047
344,5176,508,293229,14629,72,37,136,31877,2189,30485,66565,4775,443,32,130,185069,34,109045,135341,700,67,130,205,566,1437,3303,1723,76,4050,12,198,1867,27765,789,997,4153,59362,515,14809,29,3,11,421,123,1027
345,5411,525,292804,14563,66,28,144,31276,2220,30684,66959,4832,452,44,106,185548,25,108481,135062,710,72,113,199,582,1437,3392,1693,51,3923,7,170,1878,27155,761,963,4083,58934,559,15096,17,3,9,444,138,1015
346,5429,470,292334,14359,87,53,171,31137,2123,30388,67243,4941,486,49,103,184844,35,108455,134885,657,61,98,197,534,1432,3392,1785,41,3971,12,194,1849,27531,749,1071,4124,59330,571,14963,16,4,8,386,149,1013
347,5245,534,293089,14414,67,40,149,31345,2235,30572,66457,5027,452,54,117,183915,38,108439,134457,669,64,79,210,588,1573,3407,1599,49,4031,11,177,1780,27555,759,947,4006,60158,556,14630,12,5,10,452,127,1021
348,5269,514,293932,14300,93,30,165,30849,2202,30781,66627,4872,467,34,101,185632,44,108901,134683,662,46,103,197,523,1485,3338,1676,50,3914,11,203,1826,27806,777,1033,4012,59228,501,14908,5,0,14,430,133,1088
349,5281,484,293141,14454,68,39,145,31803,2112,30461,66952,4857,442,42,128,183229,34,110251,134769,701,53,103,208,516,1633,3480,1652,62,3947,3,195,1820,27502,805,974,4303,58869,558,14973,23,4,5,490,106,1073
350,5385,503,294195,14658,92,40,143,31019,2117,30389,66840,4821,520,39,99,185511,58,108471,134837,697,59,120,187,542,1510,3398,1801,49,3855,8,182,1831,27937,733,1015,4053,59225,512,14751,25,3,11,439,124,1088
351,5183,510,293745,14665,83,32,177,31717,2059,30786,66380,4880,494,20,114,185780,41,109172,134066,578,55,135,189,554,1471,3340,1761,61,3991,8,190,1752,27530,808,987,4123,58582,509,14530,19,4,9,346,114,1007
352,5434,501,292796,14617,97,31,157,31846,2117,30494,67018,4647,481,31,108,184597,35,109265,134150,635,62,97,202,559,1560,3398,1702,55,4046,3,198,1758,27213,765,976,4278,59479,567,14795,25,7,5,374,127,1070
353,5433,485,293846,14573,77,30,129,31866,2225,30693,66619,4915,527,29,77,185238,45,108096,133951,718,90,118,223,568,1435,3150,1716,52,4098,10,161,1737,27420,796,989,4074,58457,586,14975,16,1,5,394,108,1066
354,5329,503,294324,14359,77,41,131,31407,2072,31129,66697,4941,563,39,79,184388,41,108887,134651,724,73,84,216,573,1441,3452,1797,42,3832,12,215,1765,27963,762,1075,3943,59103,616,14974,16,9,4,445,130,1076
355,5347,498,293703,14494,87,23,157,31504,2130,30888,66629,4875,544,32,76,184330,34,110365,134570,675,40,109,206,584,1548,3388,1718,45,3844,15,208,1806,27781,744,995,3924,59503,543,14562,19,4,5,368,134,1014
356,5361,479,293049,14472,102,43,162,31309,2115,30829,66635,4827,492,43,97,184084,45,109685,134469,665,67,102,180,601,1404,3346,1687,60,3940,18,180,1783,27236,688,1041,4062,59189,497,14718,23,7,14,418,105,1086
357,5438,537,292097,14519,78,40,167,31424,2137,30839,66618,4882,457,45,152,185469,44,108674,135375,679,65,119,208,502,1486,3362,1703,53,3831,21,156,1834,27752,771,978,3956,59606,505,14906,8,2,7,368,118,1045
