test,null_mean_l1_divergence
T1_divergence_unmatched,197.922
T1_divergence_unmatched,172.118
T1_divergence_unmatched,48.1111
T1_divergence_unmatched,224.188
T1_divergence_unmatched,224.296
T1_divergence_unmatched,217.2
T1_divergence_unmatched,162.36
T1_divergence_unmatched,159.537
T1_divergence_unmatched,186.613
T1_divergence_unmatched,176.385
T1_divergence_unmatched,208.27
T1_divergence_unmatched,196.667
T1_divergence_unmatched,192.75
T1_divergence_unmatched,196.641
T1_divergence_unmatched,193.884
T1_divergence_unmatched,160.774
T1_divergence_unmatched,179.48
T1_divergence_unmatched,191.467
T1_divergence_unmatched,169.703
T1_divergence_unmatched,155.03
T1_divergence_unmatched,173.484
T1_divergence_unmatched,230.828
T1_divergence_unmatched,197.17
T1_divergence_unmatched,187.625
T1_divergence_unmatched,193.06
T1_divergence_unmatched,215.125
T1_divergence_unmatched,190.529
T1_divergence_unmatched,178.962
T1_divergence_unmatched,163.091
T1_divergence_unmatched,58.0
T1_divergence_unmatched,189.08
T1_divergence_unmatched,187.347
T1_divergence_unmatched,181.111
T1_divergence_unmatched,196.776
T1_divergence_unmatched,195.119
T1_divergence_unmatched,200.0
T1_divergence_unmatched,177.571
T1_divergence_unmatched,192.188
T1_divergence_unmatched,189.812
T1_divergence_unmatched,215.794
T1_divergence_unmatched,215.162
T1_divergence_unmatched,194.109
T1_divergence_unmatched,161.5
T1_divergence_unmatched,193.211
T1_divergence_unmatched,194.357
T1_divergence_unmatched,200.239
T1_divergence_unmatched,195.5
T1_divergence_unmatched,199.905
T1_divergence_unmatched,214.795
T1_divergence_unmatched,191.524
T1_divergence_unmatched,207.719
T1_divergence_unmatched,200.0
T1_divergence_unmatched,157.576
T1_divergence_unmatched,194.442
T1_divergence_unmatched,212.891
T1_divergence_unmatched,186.846
T1_divergence_unmatched,162.286
T1_divergence_unmatched,203.529
T1_divergence_unmatched,197.259
T1_divergence_unmatched,185.448
T1_divergence_unmatched,188.477
T1_divergence_unmatched,194.857
T1_divergence_unmatched,212.42
T1_divergence_unmatched,201.556
T1_divergence_unmatched,198.469
T1_divergence_unmatched,192.717
T1_divergence_unmatched,204.805
T1_divergence_unmatched,205.125
T1_divergence_unmatched,184.422
T1_divergence_unmatched,183.644
T1_divergence_unmatched,178.481
T1_divergence_unmatched,199.378
T1_divergence_unmatched,181.766
T1_divergence_unmatched,166.66
T1_divergence_unmatched,195.6
T1_divergence_unmatched,176.321
T1_divergence_unmatched,193.419
T1_divergence_unmatched,179.775
T1_divergence_unmatched,190.885
T1_divergence_unmatched,218.146
T1_divergence_unmatched,195.63
T1_divergence_unmatched,194.938
T1_divergence_unmatched,169.081
T1_divergence_unmatched,222.864
T1_divergence_unmatched,204.164
T1_divergence_unmatched,184.344
T1_divergence_unmatched,197.032
T1_divergence_unmatched,206.2
T1_divergence_unmatched,176.775
T1_divergence_unmatched,185.736
T1_divergence_unmatched,194.17
T1_divergence_unmatched,171.291
T1_divergence_unmatched,191.725
T1_divergence_unmatched,192.108
T1_divergence_unmatched,208.452
T1_divergence_unmatched,173.231
T1_divergence_unmatched,196.83
T1_divergence_unmatched,183.3
T1_divergence_unmatched,193.256
T1_divergence_unmatched,175.639
T1_divergence_unmatched,177.408
T1_divergence_unmatched,202.939
T1_divergence_unmatched,200.809
T1_divergence_unmatched,191.633
T1_divergence_unmatched,192.0
T1_divergence_unmatched,179.0
T1_divergence_unmatched,199.074
T1_divergence_unmatched,196.672
T1_divergence_unmatched,188.761
T1_divergence_unmatched,170.963
T1_divergence_unmatched,169.717
T1_divergence_unmatched,209.014
T1_divergence_unmatched,201.757
T1_divergence_unmatched,192.744
T1_divergence_unmatched,213.14
T1_divergence_unmatched,188.212
T1_divergence_unmatched,149.281
T1_divergence_unmatched,183.868
T1_divergence_unmatched,196.367
T1_divergence_unmatched,291.0
T1_divergence_unmatched,186.441
T1_divergence_unmatched,175.357
T1_divergence_unmatched,177.783
T1_divergence_unmatched,180.895
T1_divergence_unmatched,202.295
T1_divergence_unmatched,179.333
T1_divergence_unmatched,95.381
T1_divergence_unmatched,214.104
T1_divergence_unmatched,230.444
T1_divergence_unmatched,193.039
T1_divergence_unmatched,183.091
T1_divergence_unmatched,198.5
T1_divergence_unmatched,203.688
T1_divergence_unmatched,171.963
T1_divergence_unmatched,192.385
T1_divergence_unmatched,163.02
T1_divergence_unmatched,24.5
T1_divergence_unmatched,184.972
T1_divergence_unmatched,181.818
T1_divergence_unmatched,181.872
T1_divergence_unmatched,185.723
T1_divergence_unmatched,197.612
T1_divergence_unmatched,168.235
T1_divergence_unmatched,211.4
T1_divergence_unmatched,149.571
T1_divergence_unmatched,187.679
T1_divergence_unmatched,166.298
T1_divergence_unmatched,190.302
T1_divergence_unmatched,213.053
T1_divergence_unmatched,157.353
T1_divergence_unmatched,194.538
T1_divergence_unmatched,223.103
T1_divergence_unmatched,160.375
T1_divergence_unmatched,182.578
T1_divergence_unmatched,210.25
T1_divergence_unmatched,194.725
T1_divergence_unmatched,163.625
T1_divergence_unmatched,195.654
T1_divergence_unmatched,198.918
T1_divergence_unmatched,201.353
T1_divergence_unmatched,178.339
T1_divergence_unmatched,208.382
T1_divergence_unmatched,193.357
T1_divergence_unmatched,170.963
T1_divergence_unmatched,183.145
T1_divergence_unmatched,191.394
T1_divergence_unmatched,176.395
T1_divergence_unmatched,174.02
T1_divergence_unmatched,217.571
T1_divergence_unmatched,172.647
T1_divergence_unmatched,183.386
T1_divergence_unmatched,209.111
T1_divergence_unmatched,217.929
T1_divergence_unmatched,30.3333
T1_divergence_unmatched,191.75
T1_divergence_unmatched,210.5
T1_divergence_unmatched,184.71
T1_divergence_unmatched,193.979
T1_divergence_unmatched,182.962
T1_divergence_unmatched,192.0
T1_divergence_unmatched,172.311
T1_divergence_unmatched,195.833
T1_divergence_unmatched,170.897
T1_divergence_unmatched,213.886
T1_divergence_unmatched,189.024
T1_divergence_unmatched,174.219
T1_divergence_unmatched,228.414
T1_divergence_unmatched,238.93
T1_divergence_unmatched,186.842
T1_divergence_unmatched,206.585
T1_divergence_unmatched,175.256
T1_divergence_unmatched,198.065
T1_divergence_unmatched,210.565
T1_divergence_unmatched,187.571
T1_divergence_unmatched,211.222
T1_divergence_unmatched,203.853
T1_divergence_unmatched,164.552
T1_divergence_unmatched,212.109
T1_divergence_unmatched,207.594
T1_divergence_unmatched,200.9
T1_divergence_unmatched,202.16
T1_divergence_unmatched,180.469
T1_divergence_unmatched,204.391
T1_divergence_unmatched,187.216
T1_divergence_unmatched,190.274
T1_divergence_unmatched,172.325
T1_divergence_unmatched,168.333
T1_divergence_unmatched,211.258
T1_divergence_unmatched,185.721
T1_divergence_unmatched,186.211
T1_divergence_unmatched,202.8
T1_divergence_unmatched,165.255
T1_divergence_unmatched,213.906
T1_divergence_unmatched,177.167
T1_divergence_unmatched,271.136
T1_divergence_unmatched,180.235
T1_divergence_unmatched,210.538
T1_divergence_unmatched,227.788
T1_divergence_unmatched,203.265
T1_divergence_unmatched,201.952
T1_divergence_unmatched,162.127
T1_divergence_unmatched,209.92
T1_divergence_unmatched,248.875
T1_divergence_unmatched,201.784
T1_divergence_unmatched,211.1
T1_divergence_unmatched,194.478
T1_divergence_unmatched,169.018
T1_divergence_unmatched,183.239
T1_divergence_unmatched,196.439
T1_divergence_unmatched,158.85
T1_divergence_unmatched,146.094
T1_divergence_unmatched,50.5
T1_divergence_unmatched,188.857
T1_divergence_unmatched,200.629
T1_divergence_unmatched,198.722
T1_divergence_unmatched,229.559
T1_divergence_unmatched,215.389
T1_divergence_unmatched,161.578
T1_divergence_unmatched,185.023
T1_divergence_unmatched,152.0
T1_divergence_unmatched,182.719
T1_divergence_unmatched,213.6
T1_divergence_unmatched,180.75
T1_divergence_unmatched,222.681
T1_divergence_unmatched,180.679
T1_divergence_unmatched,192.86
T1_divergence_unmatched,182.571
T1_divergence_unmatched,175.758
T1_divergence_unmatched,182.625
T1_divergence_unmatched,198.182
T1_divergence_unmatched,194.741
T1_divergence_unmatched,187.818
T1_divergence_unmatched,192.19
T1_divergence_unmatched,162.871
T1_divergence_unmatched,207.426
T1_divergence_unmatched,184.182
T1_divergence_unmatched,189.95
T1_divergence_unmatched,215.417
T1_divergence_unmatched,184.0
T1_divergence_unmatched,200.972
T1_divergence_unmatched,179.31
T1_divergence_unmatched,205.154
T1_divergence_unmatched,192.395
T1_divergence_unmatched,209.25
T1_divergence_unmatched,167.265
T1_divergence_unmatched,191.0
T1_divergence_unmatched,190.964
T1_divergence_unmatched,178.161
T1_divergence_unmatched,174.035
T1_divergence_unmatched,171.844
T1_divergence_unmatched,182.357
T1_divergence_unmatched,194.636
T1_divergence_unmatched,185.523
T1_divergence_unmatched,137.133
T1_divergence_unmatched,195.777
T1_divergence_unmatched,171.179
T1_divergence_unmatched,196.409
T1_divergence_unmatched,179.267
T1_divergence_unmatched,229.95
T1_divergence_unmatched,158.205
T1_divergence_unmatched,194.656
T1_divergence_unmatched,179.24
T1_divergence_unmatched,182.143
T1_divergence_unmatched,190.886
T1_divergence_unmatched,195.236
T1_divergence_unmatched,207.019
T1_divergence_unmatched,183.818
T1_divergence_unmatched,216.163
T1_divergence_unmatched,205.696
T1_divergence_unmatched,175.109
T1_divergence_unmatched,173.844
T1_divergence_unmatched,185.846
T1_divergence_unmatched,173.818
T1_divergence_unmatched,200.365
T1_divergence_unmatched,212.571
T1_divergence_unmatched,203.02
T1_divergence_unmatched,172.803
T1_divergence_unmatched,194.673
T1_divergence_unmatched,253.688
T1_divergence_unmatched,181.34
T1_divergence_unmatched,203.552
T1_divergence_unmatched,165.59
T1_divergence_unmatched,173.554
T1_divergence_unmatched,163.164
T1_divergence_unmatched,162.361
T1_divergence_unmatched,212.72
T1_divergence_unmatched,210.857
T1_divergence_unmatched,217.6
T1_divergence_unmatched,189.058
T1_divergence_unmatched,163.906
T1_divergence_unmatched,162.469
T1_divergence_unmatched,194.817
T1_divergence_unmatched,211.933
T1_divergence_unmatched,190.696
T1_divergence_unmatched,185.5
T1_divergence_unmatched,169.917
T1_divergence_unmatched,191.8
T1_divergence_unmatched,193.968
T1_divergence_unmatched,201.5
T1_divergence_unmatched,173.576
T1_divergence_unmatched,159.833
T1_divergence_unmatched,168.297
T1_divergence_unmatched,182.233
T1_divergence_unmatched,148.676
T1_divergence_unmatched,197.878
T1_divergence_unmatched,183.205
T1_divergence_unmatched,216.833
T1_divergence_unmatched,152.483
T1_divergence_unmatched,209.238
T1_divergence_unmatched,205.894
T1_divergence_unmatched,186.925
T1_divergence_unmatched,227.0
T1_divergence_unmatched,173.676
T1_divergence_unmatched,190.688
T1_divergence_unmatched,195.636
T1_divergence_unmatched,183.073
T1_divergence_unmatched,185.778
T1_divergence_unmatched,184.511
T1_divergence_unmatched,188.02
T1_divergence_unmatched,170.581
T1_divergence_unmatched,199.796
T1_divergence_unmatched,209.604
T1_divergence_unmatched,222.364
T1_divergence_unmatched,190.636
T1_divergence_unmatched,182.894
T1_divergence_unmatched,190.815
T1_divergence_unmatched,181.694
T1_divergence_unmatched,184.56
T1_divergence_unmatched,215.966
T1_divergence_unmatched,165.292
T1_divergence_unmatched,186.431
T1_divergence_unmatched,155.962
T1_divergence_unmatched,200.721
T1_divergence_unmatched,193.442
T1_divergence_unmatched,214.359
T1_divergence_unmatched,180.115
T1_divergence_unmatched,177.349
T1_divergence_unmatched,184.927
T1_divergence_unmatched,186.492
T1_divergence_unmatched,228.404
T1_divergence_unmatched,190.83
T1_divergence_unmatched,216.739
T1_divergence_unmatched,197.98
T1_divergence_unmatched,201.447
T1_divergence_unmatched,156.93
T1_divergence_unmatched,193.274
T1_divergence_unmatched,184.458
T1_divergence_unmatched,232.867
T1_divergence_unmatched,180.135
T1_divergence_unmatched,176.486
T1_divergence_unmatched,182.522
T1_divergence_unmatched,184.14
T1_divergence_unmatched,223.339
T1_divergence_unmatched,213.333
T1_divergence_unmatched,185.381
T1_divergence_unmatched,183.778
T1_divergence_unmatched,191.652
T1_divergence_unmatched,179.211
T1_divergence_unmatched,199.906
T1_divergence_unmatched,198.611
T1_divergence_unmatched,181.6
T1_divergence_unmatched,151.419
T1_divergence_unmatched,182.333
T1_divergence_unmatched,192.125
T1_divergence_unmatched,189.155
T1_divergence_unmatched,191.714
T1_divergence_unmatched,191.162
T1_divergence_unmatched,204.936
T1_divergence_unmatched,185.579
T1_divergence_unmatched,157.564
T1_divergence_unmatched,152.0
T1_divergence_unmatched,197.581
T1_divergence_unmatched,177.31
T1_divergence_unmatched,198.276
T1_divergence_unmatched,231.263
T1_divergence_unmatched,190.731
T1_divergence_unmatched,200.921
T1_divergence_unmatched,186.517
T1_divergence_unmatched,168.952
T1_divergence_unmatched,172.324
T1_divergence_unmatched,212.714
T1_divergence_unmatched,208.655
T1_divergence_unmatched,159.293
T1_divergence_unmatched,185.512
T1_divergence_unmatched,199.8
T1_divergence_unmatched,181.34
T1_divergence_unmatched,171.585
T1_divergence_unmatched,201.085
T1_divergence_unmatched,211.915
T1_divergence_unmatched,208.63
T1_divergence_unmatched,184.114
T1_divergence_unmatched,200.0
T1_divergence_unmatched,203.385
T1_divergence_unmatched,162.594
T1_divergence_unmatched,203.118
T1_divergence_unmatched,175.818
T1_divergence_unmatched,171.056
T1_divergence_unmatched,190.412
T1_divergence_unmatched,201.085
T1_divergence_unmatched,135.656
T1_divergence_unmatched,183.542
T1_divergence_unmatched,194.579
T1_divergence_unmatched,151.655
T1_divergence_unmatched,232.179
T1_divergence_unmatched,183.108
T1_divergence_unmatched,188.972
T1_divergence_unmatched,181.765
T1_divergence_unmatched,160.605
T1_divergence_unmatched,171.553
T1_divergence_unmatched,199.077
T1_divergence_unmatched,177.432
T1_divergence_unmatched,178.83
T1_divergence_unmatched,215.179
T1_divergence_unmatched,200.679
T1_divergence_unmatched,189.795
T1_divergence_unmatched,192.226
T1_divergence_unmatched,182.403
T1_divergence_unmatched,157.545
T1_divergence_unmatched,235.1
T1_divergence_unmatched,183.705
T1_divergence_unmatched,161.646
T1_divergence_unmatched,176.467
T1_divergence_unmatched,178.583
T1_divergence_unmatched,242.889
T1_divergence_unmatched,194.0
T1_divergence_unmatched,212.146
T1_divergence_unmatched,179.412
T1_divergence_unmatched,178.574
T1_divergence_unmatched,207.14
T1_divergence_unmatched,180.69
T1_divergence_unmatched,194.375
T1_divergence_unmatched,222.793
T1_divergence_unmatched,139.523
T1_divergence_unmatched,205.615
T1_divergence_unmatched,183.133
T1_divergence_unmatched,203.76
T1_divergence_unmatched,176.963
T1_divergence_unmatched,177.821
T1_divergence_unmatched,194.41
T1_divergence_unmatched,192.625
T1_divergence_unmatched,181.036
T1_divergence_unmatched,187.703
T1_divergence_unmatched,188.111
T1_divergence_unmatched,207.889
T1_divergence_unmatched,214.209
T1_divergence_unmatched,192.26
T1_divergence_unmatched,173.964
T1_divergence_unmatched,215.292
T1_divergence_unmatched,201.94
T1_divergence_unmatched,140.115
T1_divergence_unmatched,188.032
T1_divergence_unmatched,179.208
T1_divergence_unmatched,174.549
T1_divergence_unmatched,183.837
T1_divergence_unmatched,198.474
T1_divergence_unmatched,183.242
T1_divergence_unmatched,191.079
T1_divergence_unmatched,166.742
T1_divergence_unmatched,139.1
T1_divergence_unmatched,161.76
T1_divergence_unmatched,166.5
T1_divergence_unmatched,195.919
T1_divergence_unmatched,215.438
T1_divergence_unmatched,205.281
T1_divergence_unmatched,184.591
T1_divergence_unmatched,211.758
T1_divergence_unmatched,196.482
T1_divergence_unmatched,192.196
T1_divergence_unmatched,159.0
T1_divergence_unmatched,187.947
T1_divergence_unmatched,170.655
T1_divergence_unmatched,172.154
T1_divergence_unmatched,205.0
T1_divergence_unmatched,186.469
T1_divergence_unmatched,179.95
T1_divergence_unmatched,178.444
T1_divergence_unmatched,176.684
T1_divergence_unmatched,181.943
T1_divergence_unmatched,171.94
T1_divergence_unmatched,177.86
T1_divergence_unmatched,226.409
T1_divergence_unmatched,196.652
T1_divergence_unmatched,196.957
T1_divergence_unmatched,193.362
T1_divergence_unmatched,177.865
T1_divergence_unmatched,93.8824
T1_divergence_unmatched,207.474
T1_divergence_unmatched,190.113
T1_divergence_unmatched,182.719
T1_divergence_unmatched,196.737
T1_divergence_unmatched,181.182
T1_divergence_unmatched,194.256
T1_divergence_unmatched,186.485
T1_divergence_unmatched,181.133
T1_divergence_unmatched,221.115
T1_divergence_unmatched,207.167
T1_divergence_unmatched,196.791
T1_divergence_unmatched,183.243
T1_divergence_unmatched,202.486
T1_divergence_unmatched,202.132
T1_divergence_unmatched,199.37
T1_divergence_unmatched,244.526
T1_divergence_unmatched,201.137
T1_divergence_unmatched,167.145
T1_divergence_unmatched,222.152
T1_divergence_unmatched,197.111
T1_divergence_unmatched,199.824
T1_divergence_unmatched,198.02
T1_divergence_unmatched,131.85
T1_divergence_unmatched,198.196
T1_divergence_unmatched,192.111
T1_divergence_unmatched,164.059
T1_divergence_unmatched,219.25
T1_divergence_unmatched,199.714
T1_divergence_unmatched,178.92
T1_divergence_unmatched,188.684
T1_divergence_unmatched,194.367
T1_divergence_unmatched,163.0
T1_divergence_unmatched,195.119
T1_divergence_unmatched,209.429
T1_divergence_unmatched,199.525
T1_divergence_unmatched,204.354
T1_divergence_unmatched,235.806
T1_divergence_unmatched,202.325
T1_divergence_unmatched,203.794
T1_divergence_unmatched,167.125
T1_divergence_unmatched,162.603
T1_divergence_unmatched,186.5
T1_divergence_unmatched,165.464
T1_divergence_unmatched,175.676
T1_divergence_unmatched,185.038
T1_divergence_unmatched,195.372
T1_divergence_unmatched,206.394
T1_divergence_unmatched,216.567
T1_divergence_unmatched,216.812
T1_divergence_unmatched,158.278
T1_divergence_unmatched,173.714
T1_divergence_unmatched,188.477
T1_divergence_unmatched,190.4
T1_divergence_unmatched,194.224
T1_divergence_unmatched,210.162
T1_divergence_unmatched,212.204
T1_divergence_unmatched,198.712
T1_divergence_unmatched,200.217
T1_divergence_unmatched,203.174
T1_divergence_unmatched,186.22
T1_divergence_unmatched,194.208
T1_divergence_unmatched,181.375
T1_divergence_unmatched,186.727
T1_divergence_unmatched,202.109
T1_divergence_unmatched,200.05
T1_divergence_unmatched,189.053
T1_divergence_unmatched,217.143
T1_divergence_unmatched,184.173
T1_divergence_unmatched,190.958
T1_divergence_unmatched,186.462
T1_divergence_unmatched,196.14
T1_divergence_unmatched,173.068
T1_divergence_unmatched,227.292
T1_divergence_unmatched,215.612
T1_divergence_unmatched,198.976
T1_divergence_unmatched,221.375
T1_divergence_unmatched,193.094
T1_divergence_unmatched,179.136
T1_divergence_unmatched,174.945
T1_divergence_unmatched,166.781
T1_divergence_unmatched,211.935
T1_divergence_unmatched,193.293
T1_divergence_unmatched,208.222
T1_divergence_unmatched,187.08
T1_divergence_unmatched,199.788
T1_divergence_unmatched,191.32
T1_divergence_unmatched,177.662
T1_divergence_unmatched,187.837
T1_divergence_unmatched,190.889
T1_divergence_unmatched,234.149
T1_divergence_unmatched,219.079
T1_divergence_unmatched,198.962
T1_divergence_unmatched,163.489
T1_divergence_unmatched,202.718
T1_divergence_unmatched,200.851
T1_divergence_unmatched,190.489
T1_divergence_unmatched,192.955
T1_divergence_unmatched,178.183
T1_divergence_unmatched,192.5
T1_divergence_unmatched,180.0
T1_divergence_unmatched,212.808
T1_divergence_unmatched,191.0
T1_divergence_unmatched,194.838
T1_divergence_unmatched,178.836
T1_divergence_unmatched,201.827
T1_divergence_unmatched,210.5
T1_divergence_unmatched,191.085
T1_divergence_unmatched,189.257
T1_divergence_unmatched,231.774
T1_divergence_unmatched,226.121
T1_divergence_unmatched,181.067
T1_divergence_unmatched,167.579
T1_divergence_unmatched,170.4
T1_divergence_unmatched,162.118
T1_divergence_unmatched,217.387
T1_divergence_unmatched,207.075
T1_divergence_unmatched,188.333
T1_divergence_unmatched,204.425
T1_divergence_unmatched,183.46
T1_divergence_unmatched,197.14
T1_divergence_unmatched,212.271
T1_divergence_unmatched,192.857
T1_divergence_unmatched,175.816
T1_divergence_unmatched,204.306
T1_divergence_unmatched,170.583
T1_divergence_unmatched,160.767
T1_divergence_unmatched,185.122
T1_divergence_unmatched,165.762
T1_divergence_unmatched,210.353
T1_divergence_unmatched,197.233
T1_divergence_unmatched,231.5
T1_divergence_unmatched,174.897
T1_divergence_unmatched,225.556
T1_divergence_unmatched,156.964
T1_divergence_unmatched,199.465
T1_divergence_unmatched,215.385
T1_divergence_unmatched,200.818
T1_divergence_unmatched,183.404
T1_divergence_unmatched,192.407
T1_divergence_unmatched,194.045
T1_divergence_unmatched,211.63
T1_divergence_unmatched,201.143
T1_divergence_unmatched,161.571
T1_divergence_unmatched,186.787
T1_divergence_unmatched,171.846
T1_divergence_unmatched,266.407
T1_divergence_unmatched,157.2
T1_divergence_unmatched,222.972
T1_divergence_unmatched,174.143
T1_divergence_unmatched,160.286
T1_divergence_unmatched,155.759
T1_divergence_unmatched,186.407
T1_divergence_unmatched,195.314
T1_divergence_unmatched,202.862
T1_divergence_unmatched,192.492
T1_divergence_unmatched,158.578
T1_divergence_unmatched,123.103
T1_divergence_unmatched,172.075
T1_divergence_unmatched,194.476
T1_divergence_unmatched,198.286
T1_divergence_unmatched,192.148
T1_divergence_unmatched,185.775
T1_divergence_unmatched,187.174
T1_divergence_unmatched,184.61
T1_divergence_unmatched,193.683
T1_divergence_unmatched,178.575
T1_divergence_unmatched,185.727
T1_divergence_unmatched,192.947
T1_divergence_unmatched,193.833
T1_divergence_unmatched,180.214
T1_divergence_unmatched,214.333
T1_divergence_unmatched,179.308
T1_divergence_unmatched,194.941
T1_divergence_unmatched,180.542
T1_divergence_unmatched,191.025
T1_divergence_unmatched,187.302
T1_divergence_unmatched,203.821
T1_divergence_unmatched,174.085
T1_divergence_unmatched,191.818
T1_divergence_unmatched,168.434
T1_divergence_unmatched,180.93
T1_divergence_unmatched,161.323
T1_divergence_unmatched,197.962
T1_divergence_unmatched,159.225
T1_divergence_unmatched,190.831
T1_divergence_unmatched,177.562
T1_divergence_unmatched,186.405
T1_divergence_unmatched,191.696
T1_divergence_unmatched,193.379
T1_divergence_unmatched,228.583
T1_divergence_unmatched,175.185
T1_divergence_unmatched,199.818
T1_divergence_unmatched,187.958
T1_divergence_unmatched,187.087
T1_divergence_unmatched,211.767
T1_divergence_unmatched,187.794
T1_divergence_unmatched,202.184
T1_divergence_unmatched,164.241
T1_divergence_unmatched,186.409
T1_divergence_unmatched,232.571
T1_divergence_unmatched,196.948
T1_divergence_unmatched,183.577
T1_divergence_unmatched,166.381
T1_divergence_unmatched,215.85
T1_divergence_unmatched,190.058
T1_divergence_unmatched,171.015
T1_divergence_unmatched,131.791
T1_divergence_unmatched,182.13
T1_divergence_unmatched,213.093
T1_divergence_unmatched,190.786
T1_divergence_unmatched,181.759
T1_divergence_unmatched,203.731
T1_divergence_unmatched,189.39
T1_divergence_unmatched,176.87
T1_divergence_unmatched,200.306
T1_divergence_unmatched,230.643
T1_divergence_unmatched,174.568
T1_divergence_unmatched,197.057
T1_divergence_unmatched,178.525
T1_divergence_unmatched,212.941
T1_divergence_unmatched,195.268
T1_divergence_unmatched,222.742
T1_divergence_unmatched,165.96
T1_divergence_unmatched,185.146
T1_divergence_unmatched,201.9
T1_divergence_unmatched,195.125
T1_divergence_unmatched,206.0
T1_divergence_unmatched,223.075
T1_divergence_unmatched,187.667
T1_divergence_unmatched,181.483
T1_divergence_unmatched,196.085
T1_divergence_unmatched,194.24
T1_divergence_unmatched,178.279
T1_divergence_unmatched,160.833
T1_divergence_unmatched,191.696
T1_divergence_unmatched,162.413
T1_divergence_unmatched,216.458
T1_divergence_unmatched,179.235
T1_divergence_unmatched,197.968
T1_divergence_unmatched,185.333
T1_divergence_unmatched,174.581
T1_divergence_unmatched,191.069
T1_divergence_unmatched,186.65
T1_divergence_unmatched,216.2
T1_divergence_unmatched,188.723
T1_divergence_unmatched,175.611
T1_divergence_unmatched,185.0
T1_divergence_unmatched,144.683
T1_divergence_unmatched,219.855
T1_divergence_unmatched,179.862
T1_divergence_unmatched,244.154
T1_divergence_unmatched,228.933
T1_divergence_unmatched,184.8
T1_divergence_unmatched,212.571
T1_divergence_unmatched,180.969
T1_divergence_unmatched,195.2
T1_divergence_unmatched,206.941
T1_divergence_unmatched,184.25
T1_divergence_unmatched,203.64
T1_divergence_unmatched,187.564
T1_divergence_unmatched,181.214
T1_divergence_unmatched,191.227
T1_divergence_unmatched,195.581
T1_divergence_unmatched,188.094
T1_divergence_unmatched,205.487
T1_divergence_unmatched,192.867
T1_divergence_unmatched,169.152
T1_divergence_unmatched,179.4
T1_divergence_unmatched,215.455
T1_divergence_unmatched,169.946
T1_divergence_unmatched,205.702
T1_divergence_unmatched,179.913
T1_divergence_unmatched,181.236
T1_divergence_unmatched,214.851
T1_divergence_unmatched,194.4
T1_divergence_unmatched,197.0
T1_divergence_unmatched,204.096
T1_divergence_unmatched,164.0
T1_divergence_unmatched,217.82
T1_divergence_unmatched,217.492
T1_divergence_unmatched,187.28
T1_divergence_unmatched,195.939
T1_divergence_unmatched,166.351
T1_divergence_unmatched,185.368
T1_divergence_unmatched,190.022
T1_divergence_unmatched,182.021
T1_divergence_unmatched,194.308
T1_divergence_unmatched,215.731
T1_divergence_unmatched,191.469
T1_divergence_unmatched,184.216
T1_divergence_unmatched,157.842
T1_divergence_unmatched,182.462
T1_divergence_unmatched,205.455
T1_divergence_unmatched,186.6
T1_divergence_unmatched,195.805
T1_divergence_unmatched,177.484
T1_divergence_unmatched,180.704
T1_divergence_unmatched,190.5
T1_divergence_unmatched,198.434
T1_divergence_unmatched,211.34
T1_divergence_unmatched,182.119
T1_divergence_unmatched,211.159
T1_divergence_unmatched,195.071
T1_divergence_unmatched,196.381
T1_divergence_unmatched,196.871
T1_divergence_unmatched,151.286
T1_divergence_unmatched,180.101
T1_divergence_unmatched,213.571
T1_divergence_unmatched,180.972
T1_divergence_unmatched,202.426
T1_divergence_unmatched,271.136
T1_divergence_unmatched,241.647
T1_divergence_unmatched,164.136
T1_divergence_unmatched,194.378
T1_divergence_unmatched,227.875
T1_divergence_unmatched,174.596
T1_divergence_unmatched,214.042
T1_divergence_unmatched,191.544
T1_divergence_unmatched,199.864
T1_divergence_unmatched,209.306
T1_divergence_unmatched,197.812
T1_divergence_unmatched,235.683
T1_divergence_unmatched,181.529
T1_divergence_unmatched,204.3
T1_divergence_unmatched,218.377
T1_divergence_unmatched,208.816
T1_divergence_unmatched,186.545
T1_divergence_unmatched,211.565
T1_divergence_unmatched,174.093
T1_divergence_unmatched,187.655
T1_divergence_unmatched,198.64
T1_divergence_unmatched,200.023
T1_divergence_unmatched,224.576
T1_divergence_unmatched,208.98
T1_divergence_unmatched,176.162
T1_divergence_unmatched,212.619
T1_divergence_unmatched,175.273
T1_divergence_unmatched,186.513
T1_divergence_unmatched,193.348
T1_divergence_unmatched,307.0
T1_divergence_unmatched,210.812
T1_divergence_unmatched,189.606
T1_divergence_unmatched,148.667
T1_divergence_unmatched,204.25
T1_divergence_unmatched,178.488
T1_divergence_unmatched,202.588
T1_divergence_unmatched,179.5
T1_divergence_unmatched,186.28
T1_divergence_unmatched,196.087
T1_divergence_unmatched,163.917
T1_divergence_unmatched,175.051
T1_divergence_unmatched,211.967
T1_divergence_unmatched,194.143
T1_divergence_unmatched,168.357
T1_divergence_unmatched,187.654
T1_divergence_unmatched,213.067
T1_divergence_unmatched,195.038
T1_divergence_unmatched,195.558
T1_divergence_unmatched,207.431
T1_divergence_unmatched,188.054
T1_divergence_unmatched,200.064
T1_divergence_unmatched,227.742
T1_divergence_unmatched,214.269
T1_divergence_unmatched,208.619
T1_divergence_unmatched,175.722
T1_divergence_unmatched,193.474
T1_divergence_unmatched,188.977
