seed,class_name,n,mean_divergence,sd_divergence
95,DNA,32319,227.5464587394412,62.904467723189725
95,LINE,127045,227.5026801527018,84.95409554399482
95,LTR,40168,205.20220075682136,72.45895034637249
95,RC,141,274.07801418439715,39.55767329638982
95,Retroposon,511,157.38943248532289,96.41038245580606
95,SINE,112113,178.1478775877909,85.42609914300826
96,DNA,32840,227.00852618757614,63.04895619568199
96,LINE,127480,227.79581110762473,85.03658061134851
96,LTR,39902,204.55611247556513,72.33031071086748
96,RC,143,278.5104895104895,44.18822852660899
96,Retroposon,547,170.617915904936,94.09407506524603
96,SINE,111924,177.6381741181516,85.37826547831992
97,DNA,32181,227.10761008048226,62.855955038119646
97,LINE,127048,227.59141426862288,84.96084692190142
97,LTR,39976,205.3763508104863,72.57836241791465
97,RC,126,273.45238095238096,44.815071009306244
97,Retroposon,493,163.62271805273835,96.1620275826108
97,SINE,112772,177.78191395027133,85.24744042259167
98,DNA,32652,227.8062599534485,63.16191389915047
98,LINE,126906,227.83205679794494,84.92636121859344
98,LTR,40455,205.48631813125695,72.19912558808271
98,RC,103,281.3592233009709,35.681942992323414
98,Retroposon,506,163.8695652173913,100.3163316014744
98,SINE,112561,177.71701566261848,85.44146940962379
99,DNA,32704,227.4639799412916,63.33122727650187
99,LINE,125644,227.68737066632707,84.8221404873477
99,LTR,39927,204.89959175495278,72.08308649963865
99,RC,165,273.8787878787879,44.07703832634029
99,Retroposon,530,156.8698113207547,92.91186752175146
99,SINE,112814,177.46266420834294,85.26321317832455
100,DNA,32574,227.36044084238964,62.39373112383513
100,LINE,127210,227.2853156198412,84.70568668286211
100,LTR,39798,205.31051811648825,71.89874221811723
100,RC,132,269.6060606060606,43.17841028551428
100,Retroposon,539,169.15398886827458,94.06542761997238
100,SINE,112546,178.00521564515842,85.43800070216338
101,DNA,32895,227.4328925368597,62.975859562861565
101,LINE,127508,226.8454214637513,85.45156231438311
101,LTR,40485,204.92750401383228,72.90158524945075
101,RC,112,275.08035714285717,39.439632530719194
101,Retroposon,479,163.33611691022963,98.75822827353404
101,SINE,112456,177.23528313295867,85.08669547161472
102,DNA,32701,227.33769609492063,62.966165149557014
102,LINE,127547,228.01822857456466,84.66789876780149
102,LTR,40150,205.1293897882939,72.02436643525402
102,RC,163,275.5460122699387,34.644948011915325
102,Retroposon,483,168.38923395445136,95.60153701667917
102,SINE,112396,176.8855475283818,85.15334127730837
103,DNA,32704,227.7843077299413,63.17880462272902
103,LINE,127562,228.09683134475785,85.01592331090906
103,LTR,40397,204.5765032056836,72.43777878191126
103,RC,136,272.74264705882354,41.00537918864846
103,Retroposon,503,165.35188866799206,97.24949688070488
103,SINE,112362,177.54770296007547,85.48917518919087
104,DNA,32523,227.3068905082557,62.08729803864855
104,LINE,128125,227.12888975609755,85.19578029237067
104,LTR,40435,205.36676146902437,71.7130920808645
104,RC,145,273.6275862068965,40.66837199078049
104,Retroposon,517,162.18568665377177,96.4293085907125
104,SINE,112396,178.09213851026726,85.2178437353347
105,DNA,32217,228.12390973709532,62.5805225095678
105,LINE,126250,227.9394297029703,84.9416447242861
105,LTR,40052,205.2788375112354,72.14503842972037
105,RC,120,269.80833333333334,37.12238673930088
105,Retroposon,519,164.7437379576108,93.06708083920616
105,SINE,112883,177.66248239327444,85.21141619664417
106,DNA,32621,227.59483155022838,62.73952743598533
106,LINE,127428,227.8864142888533,84.82640928851258
106,LTR,40051,204.9553069835959,72.3043632900206
106,RC,131,266.9770992366412,43.84000502327222
106,Retroposon,541,163.8687615526802,96.79167256605048
106,SINE,112680,177.55194355697552,85.22322741527256
107,DNA,32529,227.42660395339544,62.950773886337316
107,LINE,126692,227.84236573737883,84.47589243857765
107,LTR,39994,205.96526979046857,72.01459910577944
107,RC,131,267.4580152671756,48.87126874798664
107,Retroposon,490,174.42857142857142,98.96167058461553
107,SINE,112117,177.4961067456318,85.02544851731014
108,DNA,32753,227.14951302170795,63.173223206276106
108,LINE,126962,227.76689875710844,85.1357136946178
108,LTR,40170,205.6824495892457,72.06522495227823
108,RC,113,280.2920353982301,38.764704641537634
108,Retroposon,469,166.7228144989339,97.29696443158431
108,SINE,112623,177.68030508865863,85.53320639476101
109,DNA,32672,227.90931072477963,62.70710550872987
109,LINE,126666,227.64176653561336,84.83503571733745
109,LTR,40159,205.2423865136084,72.3666846035239
109,RC,132,274.8333333333333,39.00721896409858
109,Retroposon,461,165.08459869848156,95.62020067948139
109,SINE,112176,177.84731136785052,85.26145022223056
110,DNA,32504,228.1773935515629,62.65974199551928
110,LINE,126778,227.44394137784158,85.20591930286452
110,LTR,40191,205.31867831106467,72.36015098126109
110,RC,149,270.9865771812081,46.099249011510494
110,Retroposon,485,167.6659793814433,97.81022956493848
110,SINE,112350,177.7577570093458,85.28282928704918
111,DNA,32573,227.1937801246431,63.33037019587062
111,LINE,127487,227.61177218069292,84.97755442764344
111,LTR,40116,205.7623392162728,71.96986511898565
111,RC,137,264.35766423357666,47.15028577388258
111,Retroposon,496,166.6673387096774,95.82300668763983
111,SINE,112309,178.11323224318622,85.51250102770435
112,DNA,32407,227.38223223377665,62.770147925976254
112,LINE,127539,227.41151334101727,85.01770130618497
112,LTR,39977,205.00867999099484,72.40282347248608
112,RC,133,280.2781954887218,34.94944864591591
112,Retroposon,497,162.41046277665995,94.49303750014147
112,SINE,112133,177.51404136159738,85.157889228043
113,DNA,32927,227.21930330731618,62.53205195347235
113,LINE,126642,227.6597179450735,85.32188839112729
113,LTR,40392,205.21682511388394,72.12529278361316
113,RC,109,269.1926605504587,42.262716356605644
113,Retroposon,525,166.6552380952381,95.81329660279773
113,SINE,112532,177.61822414957524,85.38436497381268
114,DNA,32629,228.0784578136014,62.9293561797356
114,LINE,127549,227.72983716062063,84.82788279774755
114,LTR,39923,204.31856323422588,71.6509479359793
114,RC,116,269.57758620689657,43.19106526020786
114,Retroposon,532,168.84774436090225,95.5481875365966
114,SINE,112678,177.50825360762528,85.35566150543197
115,DNA,32506,227.12080846612932,62.42598437386673
115,LINE,126872,227.7435131471089,84.80668228999228
115,LTR,39844,204.94174781648428,71.93991740759672
115,RC,140,271.72857142857146,41.15247655403757
115,Retroposon,493,161.98782961460446,94.29518546555353
115,SINE,112452,177.3939280759791,85.37201321509575
116,DNA,32756,227.3809989009647,63.375265863670165
116,LINE,126661,227.89629009718857,84.60470971504625
116,LTR,40191,204.38847005548507,72.3494026459355
116,RC,127,271.0866141732283,41.509703565684255
116,Retroposon,534,163.0318352059925,99.85144826492031
116,SINE,112446,177.525861302314,85.34446661260226
117,DNA,32797,227.032929841144,62.82975428466032
117,LINE,127664,227.3885746960772,85.07957306232689
117,LTR,40598,205.51507463421842,72.11557288042992
117,RC,116,275.8448275862069,41.417055342529316
117,Retroposon,507,154.91518737672584,96.48387825655864
117,SINE,112679,178.0779648381686,85.30296997679368
118,DNA,32837,227.962694521424,62.90699715821408
118,LINE,126918,227.8321908633921,84.96052820857616
118,LTR,39923,205.08328532424918,72.3078759720754
118,RC,136,269.24264705882354,41.47226151713963
118,Retroposon,552,163.17934782608697,96.59880093253568
118,SINE,112527,177.32615283443084,85.25802321271462
119,DNA,32433,227.19443159744705,62.823545652851934
119,LINE,127262,228.1539029718219,85.12383116077277
119,LTR,40512,204.10201915481832,72.54373227432899
119,RC,131,263.9618320610687,44.07685941142869
119,Retroposon,473,162.52008456659618,96.74619767013695
119,SINE,112192,177.76047311751284,85.1491774334226
120,DNA,32677,227.54487866083178,63.23938101612689
120,LINE,126088,227.77333291034833,84.74480785697705
120,LTR,39988,205.43795638691608,72.18830703269451
120,RC,127,273.755905511811,39.56032302747686
120,Retroposon,441,159.10204081632654,94.95978869899601
120,SINE,113162,177.43645393329916,85.13800197018807
121,DNA,32971,226.99375208516574,62.68340502964487
121,LINE,127537,227.53552302469086,85.12138729158828
121,LTR,39573,204.73047279710914,72.19790557295775
121,RC,113,279.7433628318584,37.49685031281464
121,Retroposon,499,169.73947895791582,95.04761102337902
121,SINE,112951,177.90805747625078,85.34853957535887
122,DNA,32583,228.19016051315103,62.33589049317197
122,LINE,126805,227.94899254761248,84.7332029037792
122,LTR,40135,204.8404634359038,71.98850341601941
122,RC,134,272.15671641791045,41.09015469791621
122,Retroposon,499,160.6813627254509,93.86215895190628
122,SINE,112140,177.1138130907794,85.16769358150987
123,DNA,32549,227.80220590494332,62.81559004977721
123,LINE,127195,227.29451629387947,85.21982840090598
123,LTR,39381,204.82941012163226,72.29791734146487
123,RC,135,267.14814814814815,44.77722941795777
123,Retroposon,514,164.64591439688715,96.67066274644563
123,SINE,112365,177.72236906510034,85.4277220133182
124,DNA,32608,227.55743989205104,62.55011249456508
124,LINE,127912,227.54900243917695,85.01385264441643
124,LTR,40155,204.46327979081062,72.43830682384979
124,RC,142,265.5845070422535,44.325181689410435
124,Retroposon,486,159.34979423868313,91.99987179025133
124,SINE,111845,177.2607894854486,85.08896592954021
125,DNA,32600,226.86687116564417,62.782864251200174
125,LINE,126510,227.4185835111849,85.10046432203055
125,LTR,40070,204.6985275767407,72.19414978803232
125,RC,120,274.4916666666667,38.99187860596386
125,Retroposon,497,165.1891348088531,96.04777715090398
125,SINE,112566,177.6577474548265,85.02187174530197
126,DNA,32451,227.83809435764692,63.14809840172692
126,LINE,126947,227.23713045601707,85.41536637541888
126,LTR,40493,204.64156767836417,72.45313000176166
126,RC,122,271.55737704918033,39.224667961968606
126,Retroposon,510,162.1156862745098,95.89228203531705
126,SINE,112456,177.99191683858575,85.3335411161502
127,DNA,32174,228.2901721887238,62.412669876499336
127,LINE,127511,228.19486161978182,84.90125913343799
127,LTR,39810,204.83931173072094,71.88606511087444
127,RC,157,272.7452229299363,40.53871381709011
127,Retroposon,479,159.12734864300626,93.05249412737528
127,SINE,113190,177.77111052213093,85.54806692643284
128,DNA,32616,227.79831984302183,62.629012626640645
128,LINE,126850,227.71402443831298,84.99304105393439
128,LTR,39762,205.23670841506967,71.85766010831114
128,RC,123,267.4308943089431,39.5897829680888
128,Retroposon,480,169.47291666666666,96.33169312239035
128,SINE,112982,177.4874670301464,85.32432182231099
129,DNA,32731,227.48431150896704,62.53427295150774
129,LINE,127267,228.18053383830843,84.69559662730569
129,LTR,39808,204.9560892282958,72.62701190894212
129,RC,124,273.7903225806452,36.18841246407661
129,Retroposon,552,159.4746376811594,94.53328955988813
129,SINE,112125,177.74065551839465,85.08807893854535
130,DNA,32678,227.64241997674276,62.28285386618073
130,LINE,126701,227.36453540224625,84.696646050841
130,LTR,40506,204.98503925344394,72.27131768442221
130,RC,125,271.84,43.22636232670985
130,Retroposon,509,158.41257367387033,95.057953159105
130,SINE,112319,177.71269331101595,85.14450962682695
131,DNA,32696,227.74345485686322,62.52711721471831
131,LINE,127170,227.74453880632225,84.86056503240444
131,LTR,40166,204.36906836627995,72.41150086563844
131,RC,134,269.82835820895525,37.898238867324956
131,Retroposon,518,155.6158301158301,94.60534311717616
131,SINE,112217,177.729470579324,85.26317883944304
132,DNA,32583,227.05017954147868,62.85910881887303
132,LINE,127282,227.45166637859242,85.39168874384299
132,LTR,40261,205.75010556121308,72.57352882637782
132,RC,122,273.3606557377049,32.34168643619595
132,Retroposon,513,161.80116959064327,95.69613336051006
132,SINE,112374,177.70300069411073,85.20183039180593
133,DNA,32214,227.41801701123734,62.64035608681131
133,LINE,127013,227.40058891609522,84.85324399474064
133,LTR,40367,204.88483166943294,72.29135887058214
133,RC,117,278.14529914529913,40.99849172903573
133,Retroposon,501,164.12175648702595,95.11606076618831
133,SINE,112380,177.59640505428013,85.21586423873049
134,DNA,32626,227.2174032979832,63.0809849236267
134,LINE,127428,228.08276046080925,85.02508207827019
134,LTR,39664,205.09386345300524,72.29815616662641
134,RC,135,268.0444444444444,44.03699903434176
134,Retroposon,497,162.23340040241447,96.10723937282683
134,SINE,111869,177.96280470907936,85.3186067621176
135,DNA,32212,228.23736495715883,63.08376674181776
135,LINE,127774,227.98372908416422,84.73126501512121
135,LTR,40035,204.9476458099163,72.33637414533581
135,RC,113,277.1946902654867,39.6845656467068
135,Retroposon,529,169.89981096408317,98.13140461061757
135,SINE,111558,177.67666146757742,85.35714475970073
136,DNA,32728,228.20804815448545,62.86659010988757
136,LINE,127537,227.52820750056847,84.96764834054999
136,LTR,39798,204.65696768681843,72.11324524508231
136,RC,162,267.7901234567901,40.674321091827146
136,Retroposon,488,163.44467213114754,96.41774828696514
136,SINE,112944,177.2756764414223,84.96675998447168
137,DNA,32750,227.18021374045802,62.2934523849068
137,LINE,127348,227.50373778936458,84.92834111297299
137,LTR,39892,206.04835556001203,72.3057298087343
137,RC,124,272.63709677419354,37.41017945767102
137,Retroposon,507,159.4714003944773,95.22383404706368
137,SINE,112166,177.57661858317138,85.46037334226573
138,DNA,32446,227.52632065585897,62.480080786142054
138,LINE,127721,227.96834506463307,84.7671631631571
138,LTR,40279,205.72933786836813,72.43924117146094
138,RC,123,277.8617886178862,38.36778060652929
138,Retroposon,529,170.3610586011342,96.81852177360321
138,SINE,112169,177.4320979949897,85.09053349133058
139,DNA,32685,227.57555453571976,62.76400351077883
139,LINE,126902,227.3006256796583,85.16688592466004
139,LTR,39846,206.48664859709882,72.09376935288823
139,RC,137,279.7007299270073,37.66668356202995
139,Retroposon,510,175.7627450980392,96.12184151374674
139,SINE,111727,177.26098436367218,85.1044340437917
140,DNA,32682,227.796493482651,62.909040527993895
140,LINE,126237,228.18758367198205,84.6422378013756
140,LTR,39825,205.7994475831764,72.42767229065478
140,RC,108,272.0,41.726401625261104
140,Retroposon,508,168.3188976377953,93.83593005274439
140,SINE,112701,177.49776843151346,85.18023102238887
141,DNA,32324,227.63228560821682,62.960839893261785
141,LINE,126934,228.18448169915075,84.50576385244655
141,LTR,40260,204.79823646299056,72.00341695726551
141,RC,163,264.82208588957053,43.846346357485686
141,Retroposon,508,166.48425196850394,95.66035383222555
141,SINE,112192,177.76574978608102,85.30810722984684
142,DNA,32577,226.9774687663075,62.82442140340861
142,LINE,127654,227.85927585504567,84.90730666356944
142,LTR,40192,204.85041799363057,72.36590090971687
142,RC,128,276.09375,42.480774603784006
142,Retroposon,502,161.70318725099602,94.90318798356053
142,SINE,112898,177.745132774717,85.20236772666722
143,DNA,32891,228.16113830531148,63.24863646357838
143,LINE,126274,227.7370876031487,85.02935790132837
143,LTR,40087,204.8638461346571,72.40413621546882
143,RC,128,276.1171875,34.40376548562445
143,Retroposon,473,176.28541226215646,97.43976802029583
143,SINE,112116,177.47616754076137,85.23811067074449
144,DNA,32783,227.28667297074702,63.183219318676294
144,LINE,126414,227.89097726517633,85.05088807584819
144,LTR,39779,205.2810528168129,71.9809990942876
144,RC,136,264.04411764705884,45.780465209625035
144,Retroposon,533,161.76172607879926,94.73191896777499
144,SINE,112638,177.79785685115147,85.23751018986674
145,DNA,32776,228.0156516963632,62.83332423522067
145,LINE,126664,227.31288290279795,85.06880415016012
145,LTR,39969,204.69078535865296,72.67154793771032
145,RC,146,270.013698630137,46.24191692437374
145,Retroposon,536,169.52985074626866,97.00003387432149
145,SINE,112269,177.82824288093775,85.16432331918834
146,DNA,32383,227.27934410029954,62.80808009742673
146,LINE,126794,228.27501301323406,84.75273612799943
146,LTR,40146,205.01255417725304,72.12187725589462
146,RC,154,276.52597402597405,38.747969875927936
146,Retroposon,523,160.8891013384321,95.58110055709149
146,SINE,112465,178.33072511448006,85.49773542815603
147,DNA,32657,227.55525614722725,62.620213945225416
147,LINE,126370,227.83232571021603,84.89469097315977
147,LTR,40085,204.96739428713983,72.35282048417531
147,RC,137,269.8029197080292,40.7538166079895
147,Retroposon,476,165.37605042016807,96.75047702501982
147,SINE,112725,177.39431359503214,84.93206010648902
148,DNA,32558,227.78496836415013,62.60068432022879
148,LINE,127240,228.16802106255895,84.97678607863928
148,LTR,39487,205.2617317091701,72.29160095920696
148,RC,124,263.6774193548387,51.86342927888665
148,Retroposon,476,153.78361344537817,95.08667775299901
148,SINE,112226,177.8528059451464,85.47437310335191
149,DNA,32670,228.05791245791247,62.20775357235473
149,LINE,126913,227.63767305161804,84.96841630547796
149,LTR,40090,204.97907208780245,72.78708249021805
149,RC,130,270.11538461538464,39.65885963979542
149,Retroposon,535,157.1233644859813,94.99735223013485
149,SINE,112857,177.24436233463587,84.92480071223788
150,DNA,32402,227.06082957842108,62.919323079184686
150,LINE,127809,226.8979336353465,84.64552477896001
150,LTR,40067,205.4007537374897,72.34621134161753
150,RC,127,268.9527559055118,36.35235660844647
150,Retroposon,537,160.60893854748602,97.5525058173203
150,SINE,112920,177.67645235565,84.90498441110466
151,DNA,31884,226.9248212269477,63.203060525236026
151,LINE,126702,228.140321384035,84.81873582088294
151,LTR,39952,205.21628454144974,71.98186555580932
151,RC,138,271.28985507246375,39.455570848658226
151,Retroposon,514,162.64396887159532,96.68082840127617
151,SINE,112851,178.27744548120972,85.64199797835235
152,DNA,32756,227.46547197460006,62.52661368863297
152,LINE,126770,227.35360889800427,84.83161507886251
152,LTR,39968,205.09144815852682,72.13289292908173
152,RC,147,282.85714285714283,40.03246981458654
152,Retroposon,474,168.89029535864978,98.3220435701552
152,SINE,112008,177.99505392471966,85.42782103493549
153,DNA,32316,227.91904938730042,62.89957363290155
153,LINE,127059,227.6464949354237,85.16935101220766
153,LTR,40066,205.07824589427446,72.16335175193511
153,RC,146,268.32876712328766,40.55929358039029
153,Retroposon,503,164.09542743538768,93.11820892802024
153,SINE,112144,177.82137252104437,85.4069887152966
154,DNA,32372,227.9561349314222,62.695629262078384
154,LINE,126760,228.3924502997791,84.95879626939629
154,LTR,39867,205.3018536634309,72.34240957326752
154,RC,126,279.3412698412698,37.130649364063466
154,Retroposon,508,168.3779527559055,94.19693135194879
154,SINE,111883,177.453741855331,85.0454618350577
155,DNA,32606,227.5577501073422,63.063770558891065
155,LINE,127339,227.8156024470115,84.85799981294477
155,LTR,39895,204.4907131219451,72.53416796397498
155,RC,124,274.10483870967744,41.097213340186755
155,Retroposon,521,159.31285988483685,94.45146214953871
155,SINE,112571,177.3613186344618,85.34111543686821
156,DNA,32718,227.1604621309371,63.06110693955682
156,LINE,127092,227.57434771661474,85.0080148666866
156,LTR,40105,204.20725595312305,72.42008648352646
156,RC,148,269.72972972972974,38.24787480310482
156,Retroposon,539,172.8126159554731,93.01736500967067
156,SINE,113155,177.39675666121693,85.06413452532958
157,DNA,32599,228.3365133899813,62.65973420879359
157,LINE,126605,227.75786106393903,84.76744086938787
157,LTR,40234,204.7847840135209,72.74510097102699
157,RC,123,276.3739837398374,48.5469177764483
157,Retroposon,494,166.6821862348178,96.06272309116588
157,SINE,111901,177.21380505982967,85.20755112329384
158,DNA,32483,227.4079364590709,62.81922581043164
158,LINE,126441,227.7044234069645,84.95242092372474
158,LTR,40324,205.25639817478424,72.53910180056346
158,RC,146,272.64383561643837,42.46283463234731
158,Retroposon,470,151.2,92.61399186603342
158,SINE,112104,177.44030543067151,85.00663320988835
159,DNA,32636,227.32712342198798,62.69987518549257
159,LINE,126371,227.71163478962737,85.10954836179214
159,LTR,39772,204.6875440008046,72.22733968338835
159,RC,134,274.14179104477614,41.50582641802118
159,Retroposon,509,154.71905697445973,93.66204793969673
159,SINE,112435,177.67000489171522,85.34067052542193
160,DNA,32795,228.04567769477055,62.7581125059716
160,LINE,126617,227.7366072486317,84.72503636363714
160,LTR,40101,205.1808683075235,72.12559893304164
160,RC,124,273.73387096774195,40.96341973008785
160,Retroposon,553,163.43037974683546,93.52370162712894
160,SINE,112197,177.7400197866253,85.30383914057947
161,DNA,33232,227.3622111218103,62.22793046973895
161,LINE,127078,227.88429153748092,84.6447284859317
161,LTR,39798,205.23888135082166,72.12913760720654
161,RC,120,271.25,38.67024049576108
161,Retroposon,495,163.2020202020202,93.58366642839664
161,SINE,113100,177.79285587975244,85.32037024871087
162,DNA,32680,226.79357405140757,62.65681952804968
162,LINE,127324,227.49967013288932,84.92278068622264
162,LTR,40232,205.91725492145557,72.39541066068627
162,RC,124,282.26612903225805,38.477708014483746
162,Retroposon,511,165.54207436399219,94.22854804638501
162,SINE,112397,178.0860521188288,85.30905112990267
163,DNA,32438,227.67451754115544,61.990922355896515
163,LINE,126412,228.09385184950796,84.71147158935506
163,LTR,40327,205.46202296228333,72.19056936030049
163,RC,139,269.0863309352518,41.432528494809674
163,Retroposon,514,158.72373540856032,97.53964344631505
163,SINE,111527,177.7571440099707,85.32393019213988
164,DNA,32439,227.74379604796695,62.551681320809706
164,LINE,127266,228.30341175176403,84.74448242074966
164,LTR,39938,205.5229105112925,72.150694096057
164,RC,153,272.078431372549,42.71512710754725
164,Retroposon,497,158.28370221327967,95.96829412278242
164,SINE,112424,177.11463744396215,85.00282855937951
165,DNA,32466,227.88695866444897,63.097227046316945
165,LINE,126506,227.80917110650878,84.80338378457796
165,LTR,40650,205.59921279212793,72.20977033428113
165,RC,172,280.84302325581393,41.798573027544776
165,Retroposon,493,166.98377281947262,96.83328629689221
165,SINE,113240,177.2504062168845,85.21699044157664
166,DNA,32759,227.69922769315303,63.130999579147215
166,LINE,126687,227.46154696219818,85.02727292204086
166,LTR,40392,205.16802832244008,72.20659011863184
166,RC,122,267.2049180327869,40.42721419964652
166,Retroposon,556,165.45863309352518,94.58344920924917
166,SINE,112039,177.9884415248262,85.33100760412172
167,DNA,32646,226.89572995160202,62.672063725957706
167,LINE,127014,227.65891161604233,85.05720575382826
167,LTR,40473,205.0793368418452,71.93738445085246
167,RC,160,279.90625,38.195188976329206
167,Retroposon,520,170.46153846153845,98.64085234566502
167,SINE,113027,177.87977208985464,85.19361938059814
168,DNA,32514,227.495202066802,62.77634135075338
168,LINE,126914,227.87530926454133,84.95968355974017
168,LTR,39995,204.5415176897112,72.60013941293263
168,RC,118,272.93220338983053,40.025993421554965
168,Retroposon,492,172.8211382113821,96.94355767308228
168,SINE,112670,177.85153989526938,85.36655215451286
169,DNA,32325,227.5537200309358,62.537755207996234
169,LINE,126889,227.64506773636802,84.8985166796106
169,LTR,39908,204.72852560890047,72.21530437926803
169,RC,110,275.45454545454544,37.507729231001385
169,Retroposon,556,162.3974820143885,97.30702315994297
169,SINE,112415,177.57116932793667,85.53493828275944
170,DNA,32663,227.79515047607384,62.81449797945119
170,LINE,126452,227.51100812956696,84.92999715360453
170,LTR,40166,205.8515162077379,72.38343980002502
170,RC,114,267.7631578947368,43.20439033725237
170,Retroposon,525,168.9257142857143,95.99646920944683
170,SINE,112405,177.42870868733598,85.3562867591577
171,DNA,32560,227.87708845208846,63.02953319606256
171,LINE,126807,228.0640579778719,84.76099193938572
171,LTR,39968,205.41888510808647,71.97051708791547
171,RC,161,264.5652173913044,44.14751986994317
171,Retroposon,496,170.30443548387098,95.03345156212288
171,SINE,112692,177.4945426472154,85.13770499409317
172,DNA,32642,227.47916794314074,63.06722443014682
172,LINE,127029,228.02182966094355,84.78724439047011
172,LTR,40034,204.32729679772194,72.38700204039914
172,RC,130,268.4076923076923,37.54621688488554
172,Retroposon,523,157.1166347992352,95.2472066434447
172,SINE,112851,177.74552285757326,85.18632268233378
173,DNA,32612,227.64629584202135,62.47586140572725
173,LINE,126560,228.47616940581543,84.81901318597352
173,LTR,39712,205.13383863819502,72.01223666323307
173,RC,141,268.1985815602837,42.93475502989845
173,Retroposon,454,160.1123348017621,97.42562136354549
173,SINE,111367,178.17959539181265,85.33733221873543
174,DNA,32568,228.171702284451,63.35318758229089
174,LINE,126639,227.2603068564976,84.72839520821587
174,LTR,39731,205.42523470338023,72.29367950060355
174,RC,119,278.70588235294116,41.80694987481027
174,Retroposon,528,166.9943181818182,97.57956138992567
174,SINE,112141,177.91725595455722,85.30263441947635
175,DNA,32916,227.59299428849192,62.65196674830827
175,LINE,127063,227.89723208172325,84.92860037013355
175,LTR,40066,204.27749213797236,72.36291781338961
175,RC,127,272.6771653543307,37.447681485743516
175,Retroposon,522,166.15900383141764,92.06017733172496
175,SINE,112458,177.56148073058387,85.46299681267367
176,DNA,32299,228.13483389578624,63.14832985737206
176,LINE,126675,227.93315966054865,84.64078601301091
176,LTR,39983,205.73923917665007,71.72771187043202
176,RC,171,273.6140350877193,39.408085844365715
176,Retroposon,545,154.6440366972477,97.88822443372668
176,SINE,112012,177.87659357925938,85.26702393744105
177,DNA,32422,227.20529270248596,62.64764673037702
177,LINE,126610,227.88681778690466,84.53607457050671
177,LTR,40117,204.5694593314555,72.27828789583666
177,RC,114,266.7280701754386,38.06810266004107
177,Retroposon,468,169.43162393162393,95.02114937731903
177,SINE,112264,178.05401553481082,85.50034767860399
178,DNA,32647,228.0881857444788,62.20023776488675
178,LINE,125457,227.92431669815156,84.85165587942498
178,LTR,39739,205.9279297415637,71.90385813841009
178,RC,155,274.81935483870967,41.254125262774274
178,Retroposon,489,171.0163599182004,97.36251771114212
178,SINE,112645,177.507363842159,85.41927087414179
179,DNA,32208,228.4312903626428,62.6884956719862
179,LINE,127269,228.17840165319126,84.88535346802296
179,LTR,40230,205.3104399701715,72.37063782962039
179,RC,128,273.2109375,38.60409068830781
179,Retroposon,487,168.71868583162217,96.67832795629491
179,SINE,112463,178.42332144794287,85.51148073178236
180,DNA,32408,227.49460009874105,62.77184992019626
180,LINE,127112,228.07642866133804,84.78452159677724
180,LTR,39957,204.96561303401157,72.36040525850848
180,RC,125,269.44,38.43860559385577
180,Retroposon,453,172.33333333333334,98.82712476171781
180,SINE,112755,177.57212540463837,85.38299767443785
181,DNA,32579,227.85024095276097,62.47623577813963
181,LINE,126837,227.86164131917343,84.99580738938079
181,LTR,40652,205.37870215487553,72.56870256223148
181,RC,155,284.0064516129032,42.016355766832966
181,Retroposon,503,162.8727634194831,97.02992771553939
181,SINE,112991,177.5209175952067,85.37451069191836
182,DNA,32152,228.14145309778553,62.53485285284657
182,LINE,126985,228.1414261526952,84.78127574713
182,LTR,40418,204.5905289722401,72.08057103156023
182,RC,147,269.7142857142857,46.47287263723282
182,Retroposon,501,174.06986027944112,95.48028142761963
182,SINE,112983,176.99815901507307,85.13307882815405
183,DNA,32451,227.7621953098518,62.36757240536644
183,LINE,126161,227.05336038870968,85.35723250607649
183,LTR,40130,204.37615250436082,72.15527131898638
183,RC,129,275.1240310077519,39.181352895972445
183,Retroposon,543,173.49539594843463,97.65189554945279
183,SINE,112261,177.47216753814772,85.33849733431592
184,DNA,32828,226.86106372608748,63.21599008326216
184,LINE,126944,227.81446149483236,84.85303613390893
184,LTR,39924,204.94399358781686,72.59272557545873
184,RC,131,276.9541984732824,42.70006571591916
184,Retroposon,503,170.64811133200794,93.70214978412466
184,SINE,112816,177.34519039852503,85.3618264702082
185,DNA,32465,227.1204989989219,62.62526153516361
185,LINE,127107,227.07546397916715,85.2718525456491
185,LTR,39911,204.91964621282352,72.14045938110932
185,RC,136,279.2720588235294,40.77204688908753
185,Retroposon,521,159.4337811900192,90.84119535969475
185,SINE,111813,177.5315482099577,85.14569522843041
186,DNA,32473,228.03104117266653,62.62757378993965
186,LINE,127402,227.4228191080203,85.12852596442725
186,LTR,40020,204.81926536731635,71.74458272987935
186,RC,129,272.5736434108527,39.16745508567474
186,Retroposon,493,168.74645030425964,89.72399990414635
186,SINE,112562,177.59211812156855,85.20507638578553
187,DNA,32114,227.8085570156318,62.87264371954319
187,LINE,126457,227.5127909091628,85.01355435527981
187,LTR,40405,204.47130305655242,71.63765365371502
187,RC,162,269.6604938271605,41.89922707384665
187,Retroposon,524,167.44847328244273,99.63187594227061
187,SINE,112654,177.43851083849663,85.10663586017475
188,DNA,32860,227.28271454656118,62.986055123689916
188,LINE,126771,227.70539792223772,84.9040658666745
188,LTR,39829,204.84034246403374,72.02224266253637
188,RC,153,265.0,37.55153321848288
188,Retroposon,526,173.55133079847909,98.46054694298944
188,SINE,113009,178.09256784857843,85.51613073371271
189,DNA,32782,226.59532670367884,63.0304051144122
