level,window,percentile,group,term_id,term_name,status,fdr_published,fdr_cell
classes_count,5kb,5,LINE,GO:0007186,G protein-coupled receptor signaling pathway,lost,0.0278277530731289,0.0084397145393528
classes_count,5kb,5,LINE,GO:0009881,photoreceptor activity,gained,,0.0342737312163779
classes_count,5kb,5,LTR,GO:0000166,nucleotide binding,gained,6.778336989383424e-05,0.0037534828575426
classes_count,5kb,5,LTR,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",gained,3.284292752113761e-83,8.060852871807923e-73
classes_count,5kb,5,LTR,GO:0003682,chromatin binding,gained,2.4805691208757004e-10,6.646406306800733e-10
classes_count,5kb,5,LTR,GO:0005524,ATP binding,gained,0.002778729683784,0.0011149904266326
classes_count,5kb,5,LTR,GO:0005576,extracellular region,gained,,0.0293492752284905
classes_count,5kb,5,LTR,GO:0005615,extracellular space,gained,,0.0010888333283133
classes_count,5kb,5,LTR,GO:0005667,transcription regulator complex,gained,6.758228014648845e-18,2.159950037848124e-19
classes_count,5kb,5,LTR,GO:0005730,nucleolus,gained,0.0136107039433447,0.0398929509838562
classes_count,5kb,5,LTR,GO:0005856,cytoskeleton,gained,,0.0011777943312497
classes_count,5kb,5,LTR,GO:0006355,regulation of DNA-templated transcription,gained,6.151194225058447e-56,2.7974900359372725e-58
classes_count,5kb,5,LTR,GO:0006412,translation,gained,0.0045558431712418,0.0151154520358264
classes_count,5kb,5,LTR,GO:0007155,cell adhesion,gained,,0.0234052609823392
classes_count,5kb,5,LTR,GO:0007399,nervous system development,gained,2.1404676080245957e-28,1.778833479963842e-40
classes_count,5kb,5,LTR,GO:0008270,zinc ion binding,gained,,0.0003475164816739
classes_count,5kb,5,LTR,GO:0014069,postsynaptic density,gained,,0.0359049693224172
classes_count,5kb,5,LTR,GO:0015031,protein transport,gained,0.0001355690698718,2.9673838614455065e-05
classes_count,5kb,5,LTR,GO:0016607,nuclear speck,gained,,0.0150284512419455
classes_count,5kb,5,LTR,GO:0031012,extracellular matrix,gained,,0.0463696196138146
classes_count,5kb,5,LTR,GO:0098978,glutamatergic synapse,gained,0.0001719057409008,1.1374858193842523e-10
classes_count,5kb,5,LTR,GO:1990837,sequence-specific double-stranded DNA binding,lost,2.6748736668232187e-81,5.539324596950455e-66
classes_count,5kb,5,SINE,GO:0000166,nucleotide binding,lost,6.778336989383424e-05,0.0037534828575426
classes_count,5kb,5,SINE,GO:0000388,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11),lost,0.0220411727526337,
classes_count,5kb,5,SINE,GO:0000398,"mRNA splicing, via spliceosome",lost,0.0042786012715271,
classes_count,5kb,5,SINE,GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,gained,1.3018805426856218e-67,3.719575786977147e-57
classes_count,5kb,5,SINE,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",gained,3.284292752113761e-83,8.060852871807923e-73
classes_count,5kb,5,SINE,GO:0003700,DNA-binding transcription factor activity,gained,3.743681849598961e-72,7.498869891796576e-64
classes_count,5kb,5,SINE,GO:0004984,olfactory receptor activity,lost,0.0001052590970585,7.997013847272787e-07
classes_count,5kb,5,SINE,GO:0005524,ATP binding,lost,0.002778729683784,0.0011149904266326
classes_count,5kb,5,SINE,GO:0005737,cytoplasm,lost,1.4813491547219648e-06,1.1812870211871055e-19
classes_count,5kb,5,SINE,GO:0005762,mitochondrial large ribosomal subunit,gained,,0.0378919033593711
classes_count,5kb,5,SINE,GO:0005813,centrosome,lost,0.026064252480608,
classes_count,5kb,5,SINE,GO:0005840,ribosome,gained,,0.03136593623578
classes_count,5kb,5,SINE,GO:0005874,microtubule,lost,0.0122398927457658,
classes_count,5kb,5,SINE,GO:0006298,mismatch repair,lost,0.0093117725955097,
classes_count,5kb,5,SINE,GO:0007144,female meiosis I,lost,0.0220411727526337,
classes_count,5kb,5,SINE,GO:0007186,G protein-coupled receptor signaling pathway,gained,0.0278277530731289,0.0084397145393528
classes_count,5kb,5,SINE,GO:0007608,sensory perception of smell,lost,0.0001624455517915,3.289645299514659e-06
classes_count,5kb,5,SINE,GO:0016887,ATP hydrolysis activity,lost,0.0159681305017013,
classes_count,5kb,5,SINE,GO:0031966,mitochondrial membrane,gained,,0.03136593623578
classes_count,5kb,5,SINE,GO:0034719,SMN-Sm protein complex,lost,0.0468398697102787,
classes_count,5kb,5,SINE,GO:0042802,identical protein binding,lost,0.0071165909769053,5.874138498344974e-05
classes_count,5kb,5,SINE,GO:0050911,detection of chemical stimulus involved in sensory perception of smell,lost,0.0001064991469763,5.223584259857658e-07
classes_count,5kb,5,SINE,GO:0070062,extracellular exosome,gained,0.0001173513080423,0.0001521535388086
classes_count,5kb,5,SINE,GO:0071016,U12-type precatalytic spliceosome,lost,0.0220411727526337,
classes_count,5kb,5,SINE,GO:0080025,"phosphatidylinositol-3,5-bisphosphate binding",lost,0.0385525328230731,
classes_count,5kb,5,SINE,GO:1990837,sequence-specific double-stranded DNA binding,gained,2.6748736668232187e-81,5.539324596950455e-66
classes_count,5kb,5,SVA,GO:0005515,protein binding,lost,3.35675160427163e-05,1.571164639659646e-09
classes_count,5kb,5,SVA,GO:0005634,nucleus,lost,2.7707254311077074e-10,1.1347569919145123e-14
classes_count,5kb,5,SVA,GO:0006369,termination of RNA polymerase II transcription,lost,0.0202647454872782,
classes_count,5kb,5,SVA,GO:0006397,mRNA processing,lost,0.0202647454872782,
classes_count,5kb,5,SVA,GO:0019899,enzyme binding,lost,0.0211728942371974,
classes_count,5kb,5,TE_bottom,GO:0000118,histone deacetylase complex,gained,,0.0046184549272628
classes_count,5kb,5,TE_bottom,GO:0001222,transcription corepressor binding,gained,,0.0110242494101531
classes_count,5kb,5,TE_bottom,GO:0001223,transcription coactivator binding,lost,0.0469706299207504,
classes_count,5kb,5,TE_bottom,GO:0001525,angiogenesis,gained,,0.0095551542499111
classes_count,5kb,5,TE_bottom,GO:0001649,osteoblast differentiation,lost,0.0047247655253269,
classes_count,5kb,5,TE_bottom,GO:0001707,mesoderm formation,lost,0.0250994783874814,
classes_count,5kb,5,TE_bottom,GO:0001756,somitogenesis,lost,9.963191521239412e-05,
classes_count,5kb,5,TE_bottom,GO:0001837,epithelial to mesenchymal transition,gained,,0.0110242494101531
classes_count,5kb,5,TE_bottom,GO:0001938,positive regulation of endothelial cell proliferation,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0001942,hair follicle development,lost,0.0065787022403254,
classes_count,5kb,5,TE_bottom,GO:0001958,endochondral ossification,lost,0.039752215046129,
classes_count,5kb,5,TE_bottom,GO:0001967,suckling behavior,gained,,0.0448967162521104
classes_count,5kb,5,TE_bottom,GO:0001974,blood vessel remodeling,gained,,0.0021785900915886
classes_count,5kb,5,TE_bottom,GO:0002042,cell migration involved in sprouting angiogenesis,gained,,0.042820391965895
classes_count,5kb,5,TE_bottom,GO:0002076,osteoblast development,lost,0.0468929331990464,
classes_count,5kb,5,TE_bottom,GO:0003129,heart induction,gained,,0.0013822299215629
classes_count,5kb,5,TE_bottom,GO:0003163,sinoatrial node development,lost,0.0234832254108785,
classes_count,5kb,5,TE_bottom,GO:0003184,pulmonary valve morphogenesis,gained,,0.0013707439749241
classes_count,5kb,5,TE_bottom,GO:0003203,endocardial cushion morphogenesis,gained,,0.0002124548981097
classes_count,5kb,5,TE_bottom,GO:0003281,ventricular septum development,gained,,0.0150199785245502
classes_count,5kb,5,TE_bottom,GO:0003337,mesenchymal to epithelial transition involved in metanephros morphogenesis,gained,,0.0059841893452946
classes_count,5kb,5,TE_bottom,GO:0003344,pericardium morphogenesis,gained,,0.0006017727180521
classes_count,5kb,5,TE_bottom,GO:0003680,minor groove of adenine-thymine-rich DNA binding,gained,,0.0301659204622607
classes_count,5kb,5,TE_bottom,GO:0003714,transcription corepressor activity,gained,,0.0003986850536284
classes_count,5kb,5,TE_bottom,GO:0003824,catalytic activity,gained,,0.0442419256157359
classes_count,5kb,5,TE_bottom,GO:0004714,transmembrane receptor protein tyrosine kinase activity,gained,,0.0034447184872155
classes_count,5kb,5,TE_bottom,GO:0004879,nuclear receptor activity,lost,0.0151773219768263,
classes_count,5kb,5,TE_bottom,GO:0004930,G protein-coupled receptor activity,lost,0.0034429397926436,0.0230091020714274
classes_count,5kb,5,TE_bottom,GO:0004970,glutamate-gated receptor activity,gained,,0.0047425734822034
classes_count,5kb,5,TE_bottom,GO:0005004,GPI-linked ephrin receptor activity,gained,,0.0006017727180521
classes_count,5kb,5,TE_bottom,GO:0005158,insulin receptor binding,lost,0.0417273221451055,
classes_count,5kb,5,TE_bottom,GO:0005515,protein binding,lost,3.35675160427163e-05,1.571164639659646e-09
classes_count,5kb,5,TE_bottom,GO:0005524,ATP binding,lost,0.002778729683784,0.0011149904266326
classes_count,5kb,5,TE_bottom,GO:0005737,cytoplasm,lost,1.4813491547219648e-06,1.1812870211871055e-19
classes_count,5kb,5,TE_bottom,GO:0005789,endoplasmic reticulum membrane,lost,0.0002475970449587,
classes_count,5kb,5,TE_bottom,GO:0005794,Golgi apparatus,lost,0.0018554412663433,0.0376432519220843
classes_count,5kb,5,TE_bottom,GO:0006325,chromatin organization,gained,,0.0042942217304153
classes_count,5kb,5,TE_bottom,GO:0006338,chromatin remodeling,gained,,1.2397293327876098e-05
classes_count,5kb,5,TE_bottom,GO:0006351,DNA-templated transcription,gained,,0.0342311855095182
classes_count,5kb,5,TE_bottom,GO:0006511,ubiquitin-dependent protein catabolic process,lost,0.0260075757333284,
classes_count,5kb,5,TE_bottom,GO:0006886,intracellular protein transport,gained,,0.0088613609547143
classes_count,5kb,5,TE_bottom,GO:0006955,immune response,lost,0.0160350390481683,
classes_count,5kb,5,TE_bottom,GO:0007155,cell adhesion,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,gained,,0.0008557069609585
classes_count,5kb,5,TE_bottom,GO:0007186,G protein-coupled receptor signaling pathway,lost,0.0278277530731289,0.0084397145393528
classes_count,5kb,5,TE_bottom,GO:0007268,chemical synaptic transmission,gained,,0.0059841893452946
classes_count,5kb,5,TE_bottom,GO:0007413,axonal fasciculation,lost,0.0213481629496517,
classes_count,5kb,5,TE_bottom,GO:0007517,muscle organ development,lost,0.0035271081985243,
classes_count,5kb,5,TE_bottom,GO:0007628,adult walking behavior,gained,,0.0123352202897462
classes_count,5kb,5,TE_bottom,GO:0008076,voltage-gated potassium channel complex,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0008083,growth factor activity,gained,,0.0111544900729874
classes_count,5kb,5,TE_bottom,GO:0008289,lipid binding,lost,0.0245664261333246,
classes_count,5kb,5,TE_bottom,GO:0008301,"DNA binding, bending",gained,,0.0057871653696097
classes_count,5kb,5,TE_bottom,GO:0008328,ionotropic glutamate receptor complex,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0008584,male gonad development,gained,,0.0037061838356995
classes_count,5kb,5,TE_bottom,GO:0008589,regulation of smoothened signaling pathway,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0008595,"anterior/posterior axis specification, embryo",lost,0.0136107039433447,
classes_count,5kb,5,TE_bottom,GO:0009409,response to cold,lost,0.0469706299207504,
classes_count,5kb,5,TE_bottom,GO:0009410,response to xenobiotic stimulus,gained,,0.0005004544456265
classes_count,5kb,5,TE_bottom,GO:0009791,post-embryonic development,gained,,0.0109451629701396
classes_count,5kb,5,TE_bottom,GO:0009792,embryo development ending in birth or egg hatching,lost,0.033494061005535,
classes_count,5kb,5,TE_bottom,GO:0010001,glial cell differentiation,gained,,0.0227444527205925
classes_count,5kb,5,TE_bottom,GO:0010159,specification of animal organ position,gained,,0.0079806167520637
classes_count,5kb,5,TE_bottom,GO:0010667,negative regulation of cardiac muscle cell apoptotic process,gained,,0.042820391965895
classes_count,5kb,5,TE_bottom,GO:0010719,negative regulation of epithelial to mesenchymal transition,gained,,0.0014181842064415
classes_count,5kb,5,TE_bottom,GO:0010975,regulation of neuron projection development,gained,,0.0111544900729874
classes_count,5kb,5,TE_bottom,GO:0014031,mesenchymal cell development,gained,,0.0111544900729874
classes_count,5kb,5,TE_bottom,GO:0014069,postsynaptic density,gained,,0.0359049693224172
classes_count,5kb,5,TE_bottom,GO:0016199,axon midline choice point recognition,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0016331,morphogenesis of embryonic epithelium,gained,,0.0155757208744036
classes_count,5kb,5,TE_bottom,GO:0016363,nuclear matrix,gained,,0.0334784807596779
classes_count,5kb,5,TE_bottom,GO:0016533,protein kinase 5 complex,lost,0.0098584089290199,
classes_count,5kb,5,TE_bottom,GO:0016567,protein ubiquitination,lost,0.0003633384566401,
classes_count,5kb,5,TE_bottom,GO:0016740,transferase activity,lost,0.0001914625480105,
classes_count,5kb,5,TE_bottom,GO:0016787,hydrolase activity,lost,0.0073841602471755,
classes_count,5kb,5,TE_bottom,GO:0021510,spinal cord development,lost,0.039752215046129,
classes_count,5kb,5,TE_bottom,GO:0021516,dorsal spinal cord development,lost,0.0234832254108785,
classes_count,5kb,5,TE_bottom,GO:0021517,ventral spinal cord development,gained,,0.0301659204622607
classes_count,5kb,5,TE_bottom,GO:0021533,cell differentiation in hindbrain,lost,0.0098584089290199,
classes_count,5kb,5,TE_bottom,GO:0021542,dentate gyrus development,lost,0.0189569271852171,
classes_count,5kb,5,TE_bottom,GO:0021553,olfactory nerve development,gained,,0.0079806167520637
classes_count,5kb,5,TE_bottom,GO:0021559,trigeminal nerve development,lost,0.0136107039433447,
classes_count,5kb,5,TE_bottom,GO:0021569,rhombomere 3 development,lost,0.0098584089290199,
classes_count,5kb,5,TE_bottom,GO:0021707,cerebellar granule cell differentiation,lost,0.0234832254108785,
classes_count,5kb,5,TE_bottom,GO:0021797,forebrain anterior/posterior pattern specification,lost,0.0280863131788071,
classes_count,5kb,5,TE_bottom,GO:0021798,forebrain dorsal/ventral pattern formation,lost,0.0136107039433447,
classes_count,5kb,5,TE_bottom,GO:0021799,cerebral cortex radially oriented cell migration,gained,,0.0109927519158825
classes_count,5kb,5,TE_bottom,GO:0021819,layer formation in cerebral cortex,lost,0.0047949879810881,
classes_count,5kb,5,TE_bottom,GO:0021904,dorsal/ventral neural tube patterning,gained,,0.0016930774847638
classes_count,5kb,5,TE_bottom,GO:0021915,neural tube development,gained,,0.017780131896996
classes_count,5kb,5,TE_bottom,GO:0022407,regulation of cell-cell adhesion,lost,0.0267581796712853,
classes_count,5kb,5,TE_bottom,GO:0022849,glutamate-gated calcium ion channel activity,gained,,0.0301659204622607
classes_count,5kb,5,TE_bottom,GO:0030020,extracellular matrix structural constituent conferring tensile strength,gained,,0.044128721936346
classes_count,5kb,5,TE_bottom,GO:0030177,positive regulation of Wnt signaling pathway,gained,,0.0061650661988095
classes_count,5kb,5,TE_bottom,GO:0030325,adrenal gland development,gained,,0.0079806167520637
classes_count,5kb,5,TE_bottom,GO:0030335,positive regulation of cell migration,gained,,0.0055747164280448
classes_count,5kb,5,TE_bottom,GO:0030425,dendrite,gained,,5.143726784830512e-05
classes_count,5kb,5,TE_bottom,GO:0030501,positive regulation of bone mineralization,gained,,0.0026950679158224
classes_count,5kb,5,TE_bottom,GO:0030858,positive regulation of epithelial cell differentiation,gained,,0.0195693545090654
classes_count,5kb,5,TE_bottom,GO:0030917,midbrain-hindbrain boundary development,lost,0.0280863131788071,
classes_count,5kb,5,TE_bottom,GO:0031267,small GTPase binding,lost,0.0240772238176159,
classes_count,5kb,5,TE_bottom,GO:0031490,chromatin DNA binding,lost,0.0216150010299977,
classes_count,5kb,5,TE_bottom,GO:0031901,early endosome membrane,lost,0.0245664261333246,
classes_count,5kb,5,TE_bottom,GO:0032024,positive regulation of insulin secretion,gained,,0.0444887226753315
classes_count,5kb,5,TE_bottom,GO:0032331,negative regulation of chondrocyte differentiation,gained,,0.0037953741099922
classes_count,5kb,5,TE_bottom,GO:0032425,positive regulation of mismatch repair,gained,,0.0079806167520637
classes_count,5kb,5,TE_bottom,GO:0032808,lacrimal gland development,gained,,0.0111544900729874
classes_count,5kb,5,TE_bottom,GO:0032993,protein-DNA complex,gained,,0.003238638078341
classes_count,5kb,5,TE_bottom,GO:0035235,ionotropic glutamate receptor signaling pathway,gained,,0.0344301796024886
classes_count,5kb,5,TE_bottom,GO:0035249,"synaptic transmission, glutamatergic",gained,,0.0111544900729874
classes_count,5kb,5,TE_bottom,GO:0035264,multicellular organism growth,gained,,6.30047273554425e-05
classes_count,5kb,5,TE_bottom,GO:0035265,organ growth,gained,,0.0294577882277832
classes_count,5kb,5,TE_bottom,GO:0035924,cellular response to vascular endothelial growth factor stimulus,gained,,0.0192427206750004
classes_count,5kb,5,TE_bottom,GO:0035993,deltoid tuberosity development,gained,,0.0079806167520637
classes_count,5kb,5,TE_bottom,GO:0038130,ERBB4 signaling pathway,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0042297,vocal learning,lost,0.0136107039433447,
classes_count,5kb,5,TE_bottom,GO:0042421,norepinephrine biosynthetic process,lost,0.0366234569526529,
classes_count,5kb,5,TE_bottom,GO:0042981,regulation of apoptotic process,gained,,0.0088613609547143
classes_count,5kb,5,TE_bottom,GO:0043005,neuron projection,gained,,0.0246053525314212
classes_count,5kb,5,TE_bottom,GO:0043025,neuronal cell body,gained,,0.0172735340615749
classes_count,5kb,5,TE_bottom,GO:0043065,positive regulation of apoptotic process,gained,,0.0070517051383552
classes_count,5kb,5,TE_bottom,GO:0043066,negative regulation of apoptotic process,gained,,0.0011037416626754
classes_count,5kb,5,TE_bottom,GO:0043068,positive regulation of programmed cell death,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0043113,receptor clustering,lost,0.0045936458988976,
classes_count,5kb,5,TE_bottom,GO:0043371,"negative regulation of CD4-positive, alpha-beta T cell differentiation",gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0043583,ear development,gained,,0.0006017727180521
classes_count,5kb,5,TE_bottom,GO:0043587,tongue morphogenesis,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0044344,cellular response to fibroblast growth factor stimulus,gained,,0.0047425734822034
classes_count,5kb,5,TE_bottom,GO:0045202,synapse,gained,0.0036464591517185,0.0004479478818043
classes_count,5kb,5,TE_bottom,GO:0045499,chemorepellent activity,gained,,0.0005839251243412
classes_count,5kb,5,TE_bottom,GO:0045595,regulation of cell differentiation,gained,,0.000185422488447
classes_count,5kb,5,TE_bottom,GO:0045599,negative regulation of fat cell differentiation,gained,,0.0095551542499111
classes_count,5kb,5,TE_bottom,GO:0045664,regulation of neuron differentiation,lost,0.0275896864268959,
classes_count,5kb,5,TE_bottom,GO:0045668,negative regulation of osteoblast differentiation,lost,0.0151773219768263,
classes_count,5kb,5,TE_bottom,GO:0045669,positive regulation of osteoblast differentiation,gained,,0.0314686999444343
classes_count,5kb,5,TE_bottom,GO:0045778,positive regulation of ossification,gained,,0.0003219293867299
classes_count,5kb,5,TE_bottom,GO:0045786,negative regulation of cell cycle,lost,0.0254689346499395,
classes_count,5kb,5,TE_bottom,GO:0045843,negative regulation of striated muscle tissue development,gained,,0.0059841893452946
classes_count,5kb,5,TE_bottom,GO:0045880,positive regulation of smoothened signaling pathway,gained,,0.0326641191873874
classes_count,5kb,5,TE_bottom,GO:0046332,SMAD binding,gained,,0.0095551542499111
classes_count,5kb,5,TE_bottom,GO:0046546,development of primary male sexual characteristics,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0048018,receptor ligand activity,gained,,0.0322510272441408
classes_count,5kb,5,TE_bottom,GO:0048103,somatic stem cell division,gained,,0.0047425734822034
classes_count,5kb,5,TE_bottom,GO:0048286,lung alveolus development,gained,,0.0082098473392321
classes_count,5kb,5,TE_bottom,GO:0048341,paraxial mesoderm formation,lost,0.0073841602471755,
classes_count,5kb,5,TE_bottom,GO:0048469,cell maturation,lost,0.0186031110957942,
classes_count,5kb,5,TE_bottom,GO:0048644,muscle organ morphogenesis,gained,,0.0047425734822034
classes_count,5kb,5,TE_bottom,GO:0048645,animal organ formation,gained,,0.0059841893452946
classes_count,5kb,5,TE_bottom,GO:0048660,regulation of smooth muscle cell proliferation,gained,,0.0448967162521104
classes_count,5kb,5,TE_bottom,GO:0048664,neuron fate determination,lost,0.0073841602471755,
classes_count,5kb,5,TE_bottom,GO:0048672,positive regulation of collateral sprouting,gained,,0.0301659204622607
classes_count,5kb,5,TE_bottom,GO:0048699,generation of neurons,lost,0.0213481629496517,
classes_count,5kb,5,TE_bottom,GO:0048711,positive regulation of astrocyte differentiation,gained,,0.0448967162521104
classes_count,5kb,5,TE_bottom,GO:0048745,smooth muscle tissue development,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0048762,mesenchymal cell differentiation,gained,,0.0016930774847638
classes_count,5kb,5,TE_bottom,GO:0048787,presynaptic active zone membrane,gained,,0.0040372738004006
classes_count,5kb,5,TE_bottom,GO:0048843,negative regulation of axon extension involved in axon guidance,lost,0.0366234569526529,
classes_count,5kb,5,TE_bottom,GO:0048844,artery morphogenesis,lost,0.003520424631273,
classes_count,5kb,5,TE_bottom,GO:0048846,axon extension involved in axon guidance,gained,,0.0195693545090654
classes_count,5kb,5,TE_bottom,GO:0048863,stem cell differentiation,gained,,0.0061650661988095
classes_count,5kb,5,TE_bottom,GO:0050680,negative regulation of epithelial cell proliferation,gained,,0.0188790925764891
classes_count,5kb,5,TE_bottom,GO:0050772,positive regulation of axonogenesis,gained,,0.0007420985444181
classes_count,5kb,5,TE_bottom,GO:0050808,synapse organization,gained,,0.0156525144167521
classes_count,5kb,5,TE_bottom,GO:0050919,negative chemotaxis,gained,,0.0003224246534513
classes_count,5kb,5,TE_bottom,GO:0051321,meiotic cell cycle,gained,,0.0418987603001661
classes_count,5kb,5,TE_bottom,GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,gained,,0.0418978537284624
classes_count,5kb,5,TE_bottom,GO:0051963,regulation of synapse assembly,gained,,6.690700768344066e-05
classes_count,5kb,5,TE_bottom,GO:0055007,cardiac muscle cell differentiation,gained,,0.0274147190446095
classes_count,5kb,5,TE_bottom,GO:0055008,cardiac muscle tissue morphogenesis,gained,,0.0155757208744036
classes_count,5kb,5,TE_bottom,GO:0055009,atrial cardiac muscle tissue morphogenesis,lost,0.0136107039433447,
classes_count,5kb,5,TE_bottom,GO:0055010,ventricular cardiac muscle tissue morphogenesis,gained,,0.042820391965895
classes_count,5kb,5,TE_bottom,GO:0060023,soft palate development,lost,0.0073841602471755,
classes_count,5kb,5,TE_bottom,GO:0060041,retina development in camera-type eye,lost,0.00853556338917,
classes_count,5kb,5,TE_bottom,GO:0060076,excitatory synapse,gained,,0.0123352202897462
classes_count,5kb,5,TE_bottom,GO:0060173,limb development,gained,,0.0101949730886827
classes_count,5kb,5,TE_bottom,GO:0060174,limb bud formation,gained,,0.0301659204622607
classes_count,5kb,5,TE_bottom,GO:0060231,mesenchymal to epithelial transition,gained,,0.0005998948198922
classes_count,5kb,5,TE_bottom,GO:0060291,long-term synaptic potentiation,gained,,0.0301659204622607
classes_count,5kb,5,TE_bottom,GO:0060348,bone development,gained,,0.0383540946387875
classes_count,5kb,5,TE_bottom,GO:0060379,cardiac muscle cell myoblast differentiation,gained,,0.0448967162521104
classes_count,5kb,5,TE_bottom,GO:0060384,innervation,gained,,1.911915040541362e-05
classes_count,5kb,5,TE_bottom,GO:0060385,axonogenesis involved in innervation,gained,,0.0448967162521104
classes_count,5kb,5,TE_bottom,GO:0060421,positive regulation of heart growth,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0060429,epithelium development,gained,,0.0079233822772845
classes_count,5kb,5,TE_bottom,GO:0060438,trachea development,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0060442,branching involved in prostate gland morphogenesis,gained,,0.0059841893452946
classes_count,5kb,5,TE_bottom,GO:0060449,bud elongation involved in lung branching,gained,,1.861706412801891e-05
classes_count,5kb,5,TE_bottom,GO:0060463,lung lobe morphogenesis,gained,,0.0195693545090654
classes_count,5kb,5,TE_bottom,GO:0060484,lung-associated mesenchyme development,gained,,0.0301659204622607
classes_count,5kb,5,TE_bottom,GO:0060638,mesenchymal-epithelial cell signaling,gained,,0.0059841893452946
classes_count,5kb,5,TE_bottom,GO:0060664,epithelial cell proliferation involved in salivary gland morphogenesis,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0060686,negative regulation of prostatic bud formation,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0060956,endocardial cell differentiation,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0061029,eyelid development in camera-type eye,lost,0.0261375232597607,
classes_count,5kb,5,TE_bottom,GO:0061030,epithelial cell differentiation involved in mammary gland alveolus development,lost,0.0280863131788071,
classes_count,5kb,5,TE_bottom,GO:0061036,positive regulation of cartilage development,gained,,8.64756196079038e-05
classes_count,5kb,5,TE_bottom,GO:0061053,somite development,lost,0.0468929331990464,
classes_count,5kb,5,TE_bottom,GO:0061551,trigeminal ganglion development,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0070848,response to growth factor,gained,,0.0155757208744036
classes_count,5kb,5,TE_bottom,GO:0071320,cellular response to cAMP,gained,,0.0214738076460274
classes_count,5kb,5,TE_bottom,GO:0071372,cellular response to follicle-stimulating hormone stimulus,lost,0.0136107039433447,
classes_count,5kb,5,TE_bottom,GO:0071599,otic vesicle development,gained,,0.0111544900729874
classes_count,5kb,5,TE_bottom,GO:0071625,vocalization behavior,lost,0.0163439841004863,
classes_count,5kb,5,TE_bottom,GO:0072108,positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0072179,nephric duct formation,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0072189,ureter development,lost,0.0136107039433447,
classes_count,5kb,5,TE_bottom,GO:0072197,ureter morphogenesis,gained,,0.0006017727180521
classes_count,5kb,5,TE_bottom,GO:0072207,metanephric epithelium development,gained,,0.0025286165020715
classes_count,5kb,5,TE_bottom,GO:0072284,metanephric S-shaped body morphogenesis,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0072289,metanephric nephron tubule formation,gained,,0.0234052609823392
classes_count,5kb,5,TE_bottom,GO:0072307,regulation of metanephric nephron tubule epithelial cell differentiation,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0072553,terminal button organization,gained,,0.0494574617013489
classes_count,5kb,5,TE_bottom,GO:0086013,membrane repolarization during cardiac muscle cell action potential,gained,,0.0448967162521104
classes_count,5kb,5,TE_bottom,GO:0090102,cochlea development,gained,,0.0150199785245502
classes_count,5kb,5,TE_bottom,GO:0090336,positive regulation of brown fat cell differentiation,lost,0.0129041267167198,
classes_count,5kb,5,TE_bottom,GO:0097116,gephyrin clustering involved in postsynaptic density assembly,lost,0.0073841602471755,
classes_count,5kb,5,TE_bottom,GO:0097119,postsynaptic density protein 95 clustering,lost,0.0073841602471755,
classes_count,5kb,5,TE_bottom,GO:0097150,neuronal stem cell population maintenance,lost,0.0417273221451055,
classes_count,5kb,5,TE_bottom,GO:0097490,sympathetic neuron projection extension,gained,,0.0059841893452946
classes_count,5kb,5,TE_bottom,GO:0098685,Schaffer collateral - CA1 synapse,gained,,0.0002473106744505
classes_count,5kb,5,TE_bottom,GO:0099505,regulation of presynaptic membrane potential,gained,,0.0047425734822034
classes_count,5kb,5,TE_bottom,GO:0099507,ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential,gained,,0.0057871653696097
