subfamily_name,subfamily_name,class_name,Observed_TEs_number,Total_TEs_number,Observed_Odds_Ratio,Enrichment_p_value,Enrichment_p_value_adjusted,Average_divergence_genes,Average_divergence_all,Observed_TEs_number_log,Total_TEs_number_log,Random_Odds_Ratio_Mean,Random_Odds_Ratio_SD,Random_Odds_Ratio_Quantile_Of_Observed,p_raw_empirical,p_raw_empirical_clamped,p_adjusted_empirical_bh
MER58D,MER58D,DNA,91,742,1.4608578901485074,0.0011151766227473685,0.00261198131106607,186.98901098901098,197.70350404312669,1.9590413923210936,2.870403905279027,1.5567947175836203,0.24867941666228824,0.614,0.772,0.772,0.8379829059829059
MamTip2,MamTip2,DNA,574,3892,1.8079376164546659,2.4095758552467366e-34,2.4590582165598395e-33,288.2177700348432,294.55704008221994,2.7589118923979736,3.5901728315963144,1.5346593557192554,0.10667394729048564,0.006,0.012,0.012,0.028875789473684237
LTR33A,LTR33A,LTR,171,1721,1.152953970872367,0.07994169223307163,0.12779490101035088,262.37426900584796,269.86809994189423,2.2329961103921536,3.2357808703275603,1.5914926363468007,0.16381582803907122,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
MER41A,MER41A,LTR,294,1971,1.8321541127788643,4.195314248352103e-19,2.8543120153966985e-18,92.98639455782313,90.30542871638762,2.4683473304121573,3.2946866242794433,1.6781155173672546,0.1558452911766345,0.146,0.292,0.292,0.407019512195122
LTR8B,LTR8B,LTR,120,1148,1.2199321782715236,0.041424591507138994,0.07056379745552888,177.71666666666667,174.7822299651568,2.0791812460476247,3.059941888061955,1.6595036862106314,0.19161844767494574,0.99,0.020000000000000018,0.020000000000000018,0.04508875739644974
MER5C,MER5C,DNA,157,1140,1.669143809077196,2.2036981532628748e-08,8.509550639119816e-08,220.78980891719746,227.32631578947368,2.1958996524092336,3.0569048513364727,1.5448288738237799,0.19519308940307836,0.256,0.512,0.512,0.6319827213822894
MER2,MER2,DNA,889,7683,1.367489878395898,3.13904778641565e-17,1.9606183715153486e-16,176.96512935883015,181.06156449303657,2.9489017609702137,3.885530833188092,1.556752660939844,0.07618595118296285,0.992,0.016000000000000014,0.016000000000000014,0.03709533468559841
MER4E,MER4E,LTR,88,548,1.9992745223845938,3.453318492493807e-08,1.3113432016346914e-07,101.75,104.85583941605839,1.9444826721501687,2.738780558484369,1.7042464084115605,0.30377223177096513,0.15,0.3,0.3,0.4166464155528554
Tigger13a,Tigger13a,DNA,229,2412,1.0962997112135209,0.18219114013734103,0.2559840770634333,265.32751091703057,270.42537313432837,2.359835482339888,3.3823773034681137,1.628498974829178,0.14700011496308665,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR16D2,LTR16D2,LTR,18,197,1.0509135616928318,0.8006727355655083,0.8577028460650197,287.94444444444446,298.8680203045685,1.255272505103306,2.294466226161593,1.5844449273682017,0.5017791228646996,0.856,0.28800000000000003,0.28800000000000003,0.4034117647058824
ORSL,ORSL,DNA,192,995,2.4988108794494703,3.773979412171014e-25,3.0377876535996263e-24,193.16145833333334,202.95979899497488,2.2833012287035497,2.9978230807457256,1.5296354428823284,0.21024456149951948,0.0,0.0,0.003992015968063872,0.010707259953161602
MARNA,MARNA,DNA,312,2908,1.2560228153659267,0.0002040342602424222,0.0005170979145389991,274.31089743589746,277.44360385144427,2.494154594018443,3.463594402187,1.5939038446162062,0.1291966658384234,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
LTR16B1,LTR16B1,LTR,75,1016,0.8329503920776795,0.13348779577737294,0.1978943587205412,262.26666666666665,270.59448818897636,1.8750612633917,3.0068937079479006,1.6196118503825978,0.2206964466425794,1.0,0.0,0.003992015968063872,0.010707259953161602
L1MA6,L1MA6,LINE,355,3255,1.27931649572818,2.067596087045179e-05,5.8641745099072945e-05,161.21971830985916,162.50046082949308,2.550228353055094,3.512550992904211,2.6655184446710365,0.19028932256405495,1.0,0.0,0.003992015968063872,0.010707259953161602
MLT1G1,MLT1G1,LTR,254,2547,1.1576498985779284,0.02948454500744211,0.05276631940723515,255.59055118110237,259.3494307027876,2.404833716619938,3.406028944963615,1.625872849016146,0.14436478914601994,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR84b,LTR84b,LTR,103,818,1.505493064204158,0.00019485885623908366,0.0004960438144349056,276.94174757281553,282.43887530562347,2.012837224705172,2.912753303671323,1.626308787057419,0.2417773983132289,0.664,0.6719999999999999,0.6719999999999999,0.7627567030784508
LTR1C,LTR1C,LTR,6,57,1.2295001811394248,0.6352381934171429,0.7160525197986137,129.66666666666666,135.5438596491228,0.7781512503836436,1.7558748556724915,1.6722490772149303,1.0006267281039254,0.544,0.9119999999999999,0.9119999999999999,0.9374244604316547
LTR5A,LTR5A,LTR,71,341,2.7481610346898453,7.0854314177331045e-12,3.417151101463687e-11,55.7887323943662,60.18768328445748,1.8512583487190752,2.5327543789924976,1.7286839994542564,0.39384534795170717,0.014,0.028,0.028,0.05993258426966297
MST-int,MST-int,LTR,47,603,0.883426815026011,0.4703825780299937,0.5600492569669613,185.9787234042553,190.44610281923715,1.6720978579357175,2.780317312140151,1.7898424876675219,0.3084269518229286,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR91,LTR91,LTR,81,1102,0.8290997250877761,0.10932329127847595,0.16705417370494388,275.30864197530866,282.45372050816695,1.9084850188786497,3.042181594515766,1.6467638361454824,0.209565535552955,1.0,0.0,0.003992015968063872,0.010707259953161602
SVA_C,SVA_C,Retroposon,82,554,1.815596903991177,3.602163423472421e-06,1.1188241285404829e-05,115.15853658536585,88.10469314079423,1.9138138523837167,2.74350976472843,1.7663992865496179,0.31155802761482154,0.4,0.8,0.8,0.8569821930646673
LTR40a,LTR40a,LTR,104,1564,0.7444369952834164,0.0030757472049171035,0.006721948480344645,227.28846153846155,239.65728900255755,2.0170333392987803,3.1942367487238292,1.6294808614839558,0.16779495883452203,1.0,0.0,0.003992015968063872,0.010707259953161602
L1PA2,L1PA2,LINE,347,4646,0.8435473161293304,0.0019803671868766793,0.004464614782248608,24.35158501440922,23.108265174343522,2.5403294747908736,3.6670792054642165,2.5164764006337736,0.1414909871300899,1.0,0.0,0.003992015968063872,0.010707259953161602
X12_LINE,X12_LINE,LINE,18,132,1.6501187003579119,0.061676682315485815,0.10085328739141673,258.8888888888889,265.6287878787879,1.255272505103306,2.12057393120585,1.5802882263080282,0.6122515472605,0.38,0.76,0.76,0.8312727272727273
MER105,MER105,DNA,104,676,1.9001369796370584,2.4431638730759623e-08,9.402479147898401e-08,200.78846153846155,210.9319526627219,2.0170333392987803,2.829946695941636,1.5391041794601996,0.2601391904385277,0.092,0.184,0.184,0.28575
LTR19B,LTR19B,LTR,35,233,1.84735517148758,0.0015728928051948797,0.0035813077217883415,71.97142857142858,89.10729613733906,1.5440680443502757,2.367355921026019,1.6866497992063096,0.48559107841005444,0.288,0.576,0.576,0.6808355739400206
Charlie16a,Charlie16a,DNA,213,1330,1.9928477497801127,1.2846936169135579e-17,8.203378794034618e-17,245.07042253521126,262.45112781954884,2.3283796034387376,3.123851640967086,1.5480024452680832,0.18685860769997867,0.01,0.02,0.02,0.04508875739644974
FordPrefect,FordPrefect,DNA,57,719,0.8998380988338699,0.5085317019674652,0.5986114679184478,248.0,266.87065368567454,1.7558748556724915,2.8567288903828825,1.7951119003157763,0.29282295865450814,1.0,0.0,0.003992015968063872,0.010707259953161602
HERVP71A-int,HERVP71A-int,LTR,9,51,2.23944679026683,0.04059962240603339,0.0694691143863715,139.66666666666666,132.68627450980392,0.9542425094393249,1.7075701760979363,3.1632967755319186,1.8713465077298468,0.58,0.8400000000000001,0.8400000000000001,0.885719557195572
LTR71B,LTR71B,LTR,42,164,3.5978000963692245,1.5762510492662553e-10,6.95619671548776e-10,123.07142857142857,109.9329268292683,1.6232492903979006,2.214843848047698,1.741517798639476,0.5816591979035405,0.002,0.004,0.004,0.010707259953161602
LTR16D1,LTR16D1,LTR,9,144,0.696716756419538,0.3743892274998146,0.4661512930634947,262.55555555555554,290.27777777777777,0.9542425094393249,2.1583624920952498,1.6080142270119084,0.5846941820814596,0.964,0.07200000000000006,0.07200000000000006,0.13230868167202586
Charlie18a,Charlie18a,DNA,371,2257,2.0557961394094577,1.1847097875529987e-31,1.1573703309171603e-30,248.60377358490567,250.06025697828977,2.569373909615046,3.353531559077762,1.5488436182267744,0.1468413738944678,0.004,0.008,0.008,0.020052631578947388
MER51E,MER51E,LTR,40,169,3.2405434289584036,5.037286927747058e-09,2.0636627091092784e-08,139.1,134.76923076923077,1.6020599913279625,2.2278867046136734,1.6414106152082277,0.5754991202740616,0.01,0.02,0.02,0.04508875739644974
L1P1,L1P1,LINE,235,2833,0.9453142721632598,0.4245891473020505,0.5148122722010084,69.66382978723404,57.64772326156018,2.3710678622717363,3.452246574520437,2.623755543266186,0.18380932130582078,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR86A1,LTR86A1,LTR,30,398,0.8519634209166467,0.4768254274655358,0.5665399829450181,265.43333333333334,287.5100502512563,1.4771212547196624,2.5998830720736876,1.581786844500595,0.3545462527505725,0.988,0.02400000000000002,0.02400000000000002,0.052351145038167984
LTR75_1,LTR75_1,LTR,21,92,3.0910675053959915,3.626116581492443e-05,9.9631039727064e-05,198.0952380952381,184.44565217391303,1.3222192947339193,1.9637878273455553,1.7082403897379703,0.8070100886779716,0.04,0.08,0.08,0.14607028753993623
MER72,MER72,LTR,67,565,1.4060248996833637,0.011110704773591471,0.022009593684948096,160.73134328358208,169.02477876106195,1.8260748027008264,2.7520484478194387,1.6372634124906733,0.2986520991525119,0.76,0.48,0.48,0.6048952590959206
SVA_B,SVA_B,Retroposon,150,866,2.189403901872646,1.0992977791666272e-15,6.345946270643712e-15,173.56666666666666,141.8799076212471,2.1760912590556813,2.937517892017347,1.7503587973933667,0.25981101491012354,0.056,0.112,0.112,0.19279518072289173
Charlie32a,Charlie32a,DNA,40,274,1.7864533628533605,0.0012526971263991703,0.0029043261977165346,259.275,262.58029197080293,1.6020599913279625,2.437750562820388,1.537139550365776,0.4012017169895115,0.25,0.5,0.5,0.621195652173913
SVA_F,SVA_F,Retroposon,122,673,2.313960085389695,1.8107408224592967e-14,9.493930092068698e-14,117.68852459016394,111.592867756315,2.0863598306747484,2.828015064223977,1.8052159065484297,0.29263853789689687,0.046,0.092,0.092,0.16379439252336464
AluYj4,AluYj4,SINE,175,1194,1.7947811899295358,2.603812261970529e-11,1.2098200875741116e-10,100.01714285714286,104.17420435510888,2.2430380486862944,3.0770043267933502,1.5298346100061018,0.19816804381723374,0.086,0.172,0.172,0.27191701244813277
MLT2C2,MLT2C2,LTR,91,968,1.0843995563753102,0.45906619936353105,0.5471456369890678,173.86813186813185,178.86776859504133,1.9590413923210936,2.9858753573083936,1.5954414246208555,0.21803207977332648,0.994,0.01200000000000001,0.01200000000000001,0.028875789473684237
LTR21B,LTR21B,LTR,7,27,3.657763092181451,0.007176141287863276,0.014778972057707613,163.42857142857142,147.85185185185185,0.8450980400142568,1.4313637641589874,2.1190443267896435,2.65136547297608,0.1,0.2,0.2,0.30318302387267904
HERVFH21-int,HERVFH21-int,LTR,12,58,2.7262830752309926,0.0038855063892593205,0.008301184678361502,195.91666666666666,178.31034482758622,1.0791812460476249,1.7634279935629373,2.924880238861817,1.7416845514523285,0.42,0.84,0.84,0.885719557195572
LTR14A,LTR14A,LTR,17,112,1.8701345326919865,0.027164992295014977,0.049129092077851454,74.29411764705883,69.83035714285714,1.2304489213782739,2.0492180226701815,1.8687526398746095,0.7053042806817924,0.4,0.8,0.8,0.8569821930646673
Tigger5b,Tigger5b,DNA,198,2018,1.1369499877076281,0.08987822123034189,0.14092017402782,183.15656565656565,194.1209117938553,2.296665190261531,3.3049211619008916,1.5645138695567222,0.15734725677755373,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
LTR12,LTR12,LTR,57,639,1.0235272133648903,0.833613258922232,0.8822406990260289,97.33333333333333,96.7809076682316,1.7558748556724915,2.8055008581584002,1.735798768218651,0.3043578376794388,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
MER101,MER101,LTR,49,281,2.2072710075492927,3.657969122136348e-06,1.1300158666491475e-05,168.08163265306123,177.82918149466192,1.6901960800285136,2.44870631990508,1.6019127678760647,0.40083234359722725,0.078,0.156,0.156,0.25509012875536485
X7C_LINE,X7C_LINE,LINE,83,548,1.8654032191722554,1.0165250385491612e-06,3.3580581475771424e-06,275.8192771084337,277.4689781021898,1.919078092376074,2.738780558484369,1.5230099365423297,0.28295117311061324,0.118,0.236,0.236,0.34319083969465647
LTR36,LTR36,LTR,45,337,1.6105611192510172,0.0048584471177272074,0.010170705229967396,173.86666666666667,176.66172106824925,1.6532125137753437,2.5276299008713385,1.6032378733547965,0.35443469596179844,0.46,0.92,0.92,0.9397319034852547
MER130,MER130,DNA,19,159,1.4183163037464663,0.1583917708220166,0.22950948542119068,260.05263157894734,276.0817610062893,1.2787536009528289,2.2013971243204513,1.727372320904979,0.5789913755656949,0.666,0.6679999999999999,0.6679999999999999,0.7589701789264413
MER126,MER126,DNA,23,276,0.9500683136624257,0.9150946678415015,0.9442663642997035,236.91304347826087,251.22101449275362,1.3617278360175928,2.4409090820652177,1.5501156349149665,0.3936801482982252,0.95,0.10000000000000009,0.10000000000000009,0.17611710323574745
MLT1M,MLT1M,LTR,218,1852,1.3942866231303808,1.012639561336589e-05,2.975442207217792e-05,270.3165137614679,275.42656587473004,2.3384564936046046,3.2676409823459154,1.6148479098860171,0.15482183057986817,0.918,0.16399999999999992,0.16399999999999992,0.26401690140845074
AluYk12,AluYk12,SINE,120,665,2.3010834718694806,3.916517562176664e-14,2.0256016169990619e-13,143.375,140.6406015037594,2.0791812460476247,2.8228216453031045,1.5357396736854307,0.2595212689332153,0.006,0.012,0.012,0.028875789473684237
LTR71A,LTR71A,LTR,8,127,0.7025715204488899,0.43059421332107023,0.5208139532550088,135.125,104.77165354330708,0.9030899869919435,2.103803720955957,1.7724853904459996,0.6784727475142357,0.978,0.04400000000000004,0.04400000000000004,0.08901238938053105
Tigger14a,Tigger14a,DNA,137,1325,1.205179358345215,0.04091415580742071,0.06984574121998124,251.42335766423358,262.53056603773587,2.1367205671564067,3.1222158782728267,1.5356776224455877,0.18236466726634856,0.968,0.06400000000000006,0.06400000000000006,0.12071287128712882
X24_LINE,X24_LINE,LINE,32,346,1.0650447461620156,0.7033095139263512,0.7734415764919628,306.25,295.52312138728325,1.505149978319906,2.5390760987927767,1.5296721446524457,0.3710971458994036,0.908,0.18399999999999994,0.18399999999999994,0.28575
Charlie7a,Charlie7a,DNA,150,1368,1.287038519819081,0.004662263282634176,0.009832042310056945,239.66,239.91154970760235,2.1760912590556813,3.1360860973840974,1.5369287341255706,0.17508995775945507,0.928,0.1439999999999999,0.1439999999999999,0.23958078602620086
MamRep137,MamRep137,DNA,226,2093,1.2650617295547555,0.0011336284473803073,0.0026497695610545836,281.8893805309734,284.8117534639274,2.3541084391474008,3.3207692283386865,1.5697685233176375,0.15523898329258995,0.986,0.028000000000000025,0.028000000000000025,0.05993258426966297
Charlie29a,Charlie29a,DNA,125,908,1.6683833683112244,5.0845774870336e-07,1.724531770824749e-06,266.608,277.3237885462555,2.0969100130080562,2.958085848521085,1.6323499477447505,0.22053408901001947,0.428,0.856,0.856,0.8967992667277727
MER4-int,MER4-int,LTR,133,713,2.3964661116593167,1.2528666627023132e-16,7.536982081414441e-16,152.72932330827066,149.0617110799439,2.123851640967086,2.8530895298518657,2.805966083958724,0.40257783253639,0.842,0.31600000000000006,0.31600000000000006,0.43256047904191625
MLT2F,MLT2F,LTR,121,1460,0.9443920074717,0.5781117749815817,0.6594628331376726,244.5785123966942,255.9931506849315,2.08278537031645,3.164352855784437,1.6507214656092697,0.17991367200310762,1.0,0.0,0.003992015968063872,0.010707259953161602
Charlie17a,Charlie17a,DNA,166,1188,1.6974806096975599,2.7275585217467404e-09,1.1336725055841907e-08,287.4578313253012,293.489898989899,2.220108088040055,3.074816440645175,1.5081268745395355,0.1850835840104591,0.156,0.312,0.312,0.4291407942238268
MER94B,MER94B,DNA,125,677,2.366565730896489,2.172630127124131e-15,1.2054933181081951e-14,248.424,252.65288035450516,2.0969100130080562,2.8305886686851442,1.5298315019275706,0.24082724536174704,0.002,0.004,0.004,0.010707259953161602
Eulor2A,Eulor2A,DNA,4,67,0.6635397726239586,0.6621501088589132,0.7394973966786076,268.75,266.34328358208955,0.6020599913279624,1.8260748027008264,1.6868027798522265,0.9539702976527483,0.872,0.256,0.256,0.36439352428393523
X9_LINE,X9_LINE,LINE,59,385,1.891393868969584,2.691835339085685e-05,7.522659639547526e-05,243.01694915254237,255.95324675324676,1.7708520116421442,2.5854607295085006,1.666148588423282,0.361748384313609,0.25,0.5,0.5,0.621195652173913
Penelope1_Vert,Penelope1_Vert,LINE,120,779,1.9030203974473787,1.6643016711359931e-09,6.968120183547399e-09,235.64166666666668,236.48652118100128,2.0791812460476247,2.8915374576725643,1.6673536580263417,0.25531636010327047,0.146,0.292,0.292,0.407019512195122
LTR86A2,LTR86A2,LTR,11,255,0.47114041495684267,0.010236963996013013,0.02042033132188983,239.8181818181818,279.99607843137255,1.041392685158225,2.406540180433955,1.592021458610702,0.43084556531758006,1.0,0.0,0.003992015968063872,0.010707259953161602
MER102b,MER102b,DNA,490,2759,2.256885573619311,1.933947166385872e-50,2.5703507106733158e-49,270.1530612244898,277.2866980790141,2.690196080028514,3.4407517004791854,1.5421032293682337,0.12624115248551251,0.0,0.0,0.003992015968063872,0.010707259953161602
X5B_LINE,X5B_LINE,LINE,18,81,2.9859291303636546,0.00018226680410308492,0.00046815945413444056,232.5,250.44444444444446,1.255272505103306,1.9084850188786497,1.5541860011921427,0.77105230020161,0.034,0.068,0.068,0.12720785597381354
X20_LINE,X20_LINE,LINE,11,185,0.6606796786087723,0.2389843338719828,0.3183672419763128,250.0909090909091,260.84864864864863,1.041392685158225,2.2671717284030137,1.5369564865577832,0.45967703219263706,0.988,0.02400000000000002,0.02400000000000002,0.052351145038167984
Mam_R4,Mam_R4,LINE,69,503,1.6615251752079607,0.00019281485770833627,0.0004919361213406884,286.17391304347825,291.05566600397617,1.8388490907372552,2.7015679850559273,2.187763193307156,0.4073618241531363,0.906,0.18799999999999994,0.18799999999999994,0.28960107816711594
Ricksha_c,Ricksha_c,DNA,76,1005,0.8549591777524165,0.19888287663875984,0.27454484057741846,164.53947368421052,175.20995024875623,1.8808135922807914,3.002166061756508,1.8644974900946467,0.2438051958626769,1.0,0.0,0.003992015968063872,0.010707259953161602
X9a_DNA,X9a_DNA,DNA,52,621,0.9550774568461436,0.8310449878644691,0.8811543795260558,250.19230769230768,267.85990338164254,1.7160033436347992,2.79309160017658,1.581839539008526,0.27455053792195605,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
CR1-16_AMi,CR1-16_AMi,LINE,21,319,0.7364623334644161,0.1969542730122862,0.27221128664213196,266.4761904761905,266.564263322884,1.3222192947339193,2.503790683057181,1.6461705379559164,0.40435437959970444,1.0,0.0,0.003992015968063872,0.010707259953161602
MER96B,MER96B,DNA,360,1879,2.476809417579355,6.796286083510238e-45,8.443646732013262e-44,186.65,192.17243214475786,2.5563025007672873,3.2739267801005254,1.5635548061434306,0.1470173858478912,0.0,0.0,0.003992015968063872,0.010707259953161602
LTR1F,LTR1F,LTR,3,117,0.2750197682394487,0.013057238335821536,0.025511834902297463,147.0,141.87179487179486,0.47712125471966244,2.0681858617461617,1.6624665337839155,0.6718176551077499,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
Charlie24,Charlie24,DNA,199,1271,1.940018922071859,1.488761205584738e-15,8.424029990016611e-15,230.87939698492463,242.1974822974036,2.298853076409707,3.104145550554008,1.901471062855976,0.22143185913647176,0.406,0.812,0.812,0.864972972972973
AluYh7,AluYh7,SINE,123,880,1.6980748650635134,3.223553305839631e-07,1.1229872140631926e-06,105.41463414634147,115.1534090909091,2.089905111439398,2.9444826721501687,1.544152498218569,0.22113682864301037,0.244,0.488,0.488,0.6109353778751369
MER75B,MER75B,DNA,5,92,0.6006178947733688,0.35403617144749233,0.44664828252150524,70.6,85.67391304347827,0.6989700043360189,1.9637878273455553,1.548878380248619,0.7194764838379615,0.914,0.17199999999999993,0.17199999999999993,0.27191701244813277
Kanga11a,Kanga11a,DNA,71,763,1.072259204199719,0.5637785039428349,0.6453444318462855,247.73239436619718,259.23066841415465,1.8512583487190752,2.8825245379548803,1.6477937761112311,0.25464165140321104,0.994,0.01200000000000001,0.01200000000000001,0.028875789473684237
Tigger3b,Tigger3b,DNA,401,4166,1.1130815344770923,0.04230317366947123,0.07184625186360417,148.62593516209478,148.90710513682188,2.603144372620182,3.619719265611727,1.7208619883477934,0.10844753129518016,1.0,0.0,0.003992015968063872,0.010707259953161602
Zaphod,Zaphod,DNA,176,1606,1.2862465231138707,0.0022583466335255823,0.005051448536437848,229.52272727272728,232.1681195516812,2.24551266781415,3.205745540942662,2.240722565114511,0.2225907249993438,1.0,0.0,0.003992015968063872,0.010707259953161602
Charlie30a,Charlie30a,DNA,44,414,1.242792109118272,0.19062915837966704,0.26507193190749323,254.45454545454547,260.77777777777777,1.6434526764861874,2.617000341120899,1.6409641884249049,0.3484818274450053,0.908,0.18399999999999994,0.18399999999999994,0.28575
MER84-int,MER84-int,LTR,9,54,2.0901503353783824,0.05030466858308069,0.0836946669439028,276.8888888888889,251.03703703703704,0.9542425094393249,1.7323937598229686,2.497432313324685,1.3445061272221173,0.49,0.98,0.98,0.9851715039577836
MER84,MER84,LTR,31,261,1.4085795960801197,0.07864707196018192,0.12625506074506732,132.06451612903226,134.71264367816093,1.4913616938342726,2.416640507338281,1.6531921946994184,0.4368336840082866,0.66,0.6799999999999999,0.6799999999999999,0.7680237154150197
MARE8,MARE8,DNA,43,218,2.5678991868408843,4.224455707569833e-07,1.4543833957085297e-06,255.37209302325581,260.2522935779817,1.6334684555795866,2.3384564936046046,1.5466853373687164,0.474795996208648,0.032,0.064,0.064,0.12071287128712882
MARE4,MARE4,DNA,46,352,1.5710280992586771,0.005999611111437567,0.012490993625451984,225.8913043478261,245.2556818181818,1.662757831681574,2.546542663478131,1.54993995807265,0.35210125460835096,0.442,0.884,0.884,0.9144
L1MA3,L1MA3,LINE,487,4468,1.2784521381371305,7.022937849961327e-07,2.340296782071661e-06,109.40451745379877,119.91562220232767,2.6875289612146345,3.6501131644435714,2.7392494626686323,0.1661000487418953,1.0,0.0,0.003992015968063872,0.010707259953161602
Charlie10,Charlie10,DNA,86,922,1.075077330793183,0.5208919011620471,0.6062927118413644,231.97674418604652,240.73318872017353,1.9344984512435677,2.9647309210536292,1.9753219135394693,0.2559992258967999,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR9D,LTR9D,LTR,79,796,1.151477544987695,0.2327784760313727,0.3122838005913838,164.54430379746836,152.93341708542712,1.8976270912904414,2.900913067737669,1.6648056981812578,0.2519481423764678,0.986,0.028000000000000025,0.028000000000000025,0.05993258426966297
Charlie26a,Charlie26a,DNA,65,477,1.6487837648221835,0.0004474040327408983,0.0011092902590517284,250.3846153846154,243.96226415094338,1.8129133566428555,2.678518379040114,1.5570872068852364,0.2844291736778593,0.332,0.664,0.664,0.7551761194029851
Charlie21a,Charlie21a,DNA,60,506,1.4059307840888953,0.017774351550633137,0.03350744974600688,235.7,250.0810276679842,1.7781512503836436,2.7041505168397992,1.7261364964194412,0.30765105717549696,0.836,0.32800000000000007,0.32800000000000007,0.44367337278106517
MamGypLTR2c,MamGypLTR2c,LTR,62,763,0.9243175188475415,0.6078558351322179,0.6906354071134443,266.88709677419354,272.84010484927916,1.792391689498254,2.8825245379548803,1.6770288788737235,0.25874080527691246,1.0,0.0,0.003992015968063872,0.010707259953161602
LTR103b_Mam,LTR103b_Mam,LTR,43,556,0.8759888972887105,0.4523946754794088,0.5414524754690726,289.30232558139534,279.0161870503597,1.6334684555795866,2.7450747915820575,1.6018563293116799,0.2991881202755312,0.996,0.008000000000000007,0.008000000000000007,0.020052631578947388
EuthAT-2,EuthAT-2,DNA,93,864,1.2605965730613076,0.04017959003339229,0.06895686397622731,235.93548387096774,237.3275462962963,1.968482948553935,2.936513742478893,1.9922332481242406,0.2788243045495975,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
LTR29,LTR29,LTR,76,497,1.8865967172246703,2.1595042019860227e-06,6.837432971939124e-06,146.46052631578948,163.79678068410462,1.8808135922807914,2.6963563887333324,1.647052869415579,0.30217194920721197,0.196,0.392,0.392,0.5138256880733946
MamGypLTR1b,MamGypLTR1b,LTR,89,950,1.0802751519181786,0.49020064926044016,0.5800200228826947,270.96629213483146,281.75894736842105,1.9493900066449128,2.9777236052888476,1.628506147783937,0.23807813913715573,0.994,0.01200000000000001,0.01200000000000001,0.028875789473684237
Charlie10b,Charlie10b,DNA,17,267,0.710651083706156,0.1931482131446745,0.26781992919873754,226.11764705882354,247.67790262172284,1.2304489213782739,2.4265112613645754,1.5440258346474405,0.4163833936771459,0.992,0.016000000000000014,0.016000000000000014,0.03709533468559841
Tigger16b,Tigger16b,DNA,152,1322,1.3577046676686442,0.0006328908700865761,0.0015326149671799926,256.4868421052632,268.589258698941,2.1818435879447726,3.1212314551496214,1.5486899203293505,0.18213701038142377,0.842,0.31600000000000006,0.31600000000000006,0.43256047904191625
LTR86C,LTR86C,LTR,11,211,0.5747913151367836,0.08602983793788505,0.13600567740387637,279.6363636363636,285.8957345971564,1.041392685158225,2.3242824552976926,1.6137713974013363,0.48437964635279773,0.994,0.01200000000000001,0.01200000000000001,0.028875789473684237
L1M,L1M,LINE,148,784,2.4319366613520947,7.405700315514221e-19,4.9792443886075026e-18,208.1891891891892,194.0625,2.1702617153949575,2.8943160626844384,2.6546823271071163,0.3562159846412435,0.694,0.6120000000000001,0.6120000000000001,0.7130642201834864
Charlie2b,Charlie2b,DNA,321,2132,1.8523981505585303,2.5055098558870554e-21,1.7677763983203112e-20,235.26168224299064,239.63227016885554,2.506505032404872,3.3287872003545345,1.999846684231919,0.17808875314540665,0.794,0.4119999999999999,0.4119999999999999,0.5321084745762711
MER104,MER104,DNA,288,2077,1.6824023043990146,1.3327157231897845e-14,7.118196596289363e-14,242.19791666666666,240.0,2.459392487759231,3.317436496535099,1.517313493818807,0.13895444330222248,0.104,0.208,0.208,0.3115910878112713
MER5C1,MER5C1,DNA,54,522,1.205855982759298,0.18764837394347328,0.26188289550352867,254.92592592592592,246.088122605364,1.7323937598229686,2.717670503002262,1.569650146853781,0.3155592027346639,0.876,0.248,0.248,0.35700755667506295
Charlie23a,Charlie23a,DNA,146,1378,1.2384820422796101,0.016936511559003255,0.032050385284670066,263.8082191780822,265.30478955007254,2.164352855784437,3.139249217571607,1.5412389367126367,0.17644682011067644,0.958,0.08400000000000007,0.08400000000000007,0.1519177215189875
Tigger9a,Tigger9a,DNA,57,819,0.7817490820079942,0.07269304112083053,0.11702555774804126,251.94736842105263,256.0659340659341,1.7558748556724915,2.9132839017604186,1.6187639850048348,0.2299815759144463,1.0,0.0,0.003992015968063872,0.010707259953161602
Charlie17,Charlie17,DNA,16,260,0.6852951616146785,0.1534975732569137,0.22321593668276385,224.5,237.88076923076923,1.2041199826559248,2.4149733479708178,2.016631543260791,0.5175787575102109,0.998,0.0040000000000000036,0.0040000000000000036,0.010707259953161602
L1MCb,L1MCb,LINE,128,1222,1.2227571354284807,0.03329168760483219,0.05890464231009783,217.2109375,225.25777414075287,2.1072099696478683,3.0870712059065353,2.722525453555181,0.3053506922355333,1.0,0.0,0.003992015968063872,0.010707259953161602
