subfamily_name,subfamily_name,subfamily_name.1,class_name,Observed_TEs_number,Total_TEs_number,Observed_Odds_Ratio,Enrichment_p_value,Enrichment_p_value_adjusted,Average_divergence_genes,Average_divergence_all,Observed_TEs_number_log,Total_TEs_number_log,Random_Odds_Ratio_Mean,Random_Odds_Ratio_SD,Random_Odds_Ratio_Quantile_Of_Observed,p_raw_empirical,p_raw_empirical_clamped,p_adjusted_empirical_bh,Status,OR_Observed_to_Random,Enrichment_p_value_adjusted_log,avg_weight,total_weight,node_degree,gene_number
Charlie2b,Charlie2b,Charlie2b,DNA,321,2132,1.8523981505585303,2.5055098558870557e-21,1.7677763983203112e-20,235.26168224299064,239.63227016885557,2.506505032404872,3.3287872003545345,1.999846684231919,0.1780887531454066,0.794,0.4119999999999999,0.4119999999999999,0.5321084745762711,Non-Significant,0.9262700811837388,-19.752572668687716,0.006587973714192391,3.2215191462400794,489.0,190.0
MER104,MER104,MER104,DNA,288,2077,1.6824023043990146,1.3327157231897844e-14,7.118196596289364e-14,242.19791666666663,240.0,2.459392487759231,3.317436496535099,1.517313493818807,0.1389544433022224,0.104,0.208,0.208,0.3115910878112713,Non-Significant,1.1088033628203677,-13.147630021459376,0.006313680537299806,3.100017143814205,491.0,249.0
MER5C1,MER5C1,MER5C1,DNA,54,522,1.205855982759298,0.1876483739434732,0.2618828955035286,254.92592592592592,246.088122605364,1.7323937598229686,2.717670503002262,1.569650146853781,0.3155592027346639,0.876,0.248,0.248,0.3570075566750629,Non-Significant,0.7682323256404143,-0.5818928659543597,0.0053390519177501,1.2867115121777741,241.0,48.0
Charlie23a,Charlie23a,Charlie23a,DNA,146,1378,1.23848204227961,0.0169365115590032,0.03205038528467,263.8082191780822,265.30478955007254,2.164352855784437,3.139249217571607,1.541238936712637,0.1764468201106764,0.958,0.084,0.084,0.1519177215189875,Non-Significant,0.8035626487098828,-1.4941667453651202,0.005776349907755384,2.3220926629176644,402.0,132.0
Tigger9a,Tigger9a,Tigger9a,DNA,57,819,0.7817490820079942,0.0726930411208305,0.1170255577480412,251.94736842105263,256.0659340659341,1.7558748556724917,2.913283901760418,1.6187639850048348,0.2299815759144463,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.4829296236199988,-0.9317192803323779,0.005349183554229495,1.2677565023523905,237.0,41.0
Charlie17,Charlie17,Charlie17,DNA,16,260,0.6852951616146785,0.1534975732569137,0.2232159366827638,224.5,237.88076923076923,1.2041199826559248,2.4149733479708178,2.016631543260791,0.5175787575102109,0.998,0.004,0.004,0.0107072599531616,Significant,0.3398217011455603,-0.6512748018209039,0.006424119340674069,0.44326423450651076,69.0,9.0
L1MCb,L1MCb,L1MCb,LINE,128,1222,1.2227571354284807,0.0332916876048321,0.0589046423100978,217.2109375,225.25777414075287,2.1072099696478683,3.0870712059065357,2.722525453555181,0.3053506922355333,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.4491260619186338,-1.229850476856184,0.006388302466338131,2.402001727343137,376.0,106.0
Charlie4,Charlie4,Charlie4,DNA,138,624,2.9674983359272225,3.645748061004124e-24,2.854171255977886e-23,221.44202898550725,220.73076923076923,2.1398790864012365,2.795184589682424,2.053515653442448,0.3238907687672369,0.002,0.004,0.004,0.0107072599531616,Significant,1.445081916445391,-22.54451997190294,0.00585457904482179,1.727100818222428,295.0,94.0
ERVL-B4-int,ERVL-B4-int,ERVL-B4-int,LTR,135,1035,1.567613005981899,3.466882952169408e-06,1.079740385375922e-05,206.2962962962963,200.11014492753625,2.130333768495006,3.014940349792937,2.582286857749266,0.3268912184425828,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.6070638516699256,-4.966680654468955,0.005951675514390085,2.1902165892955514,368.0,105.0
HERV9-int,HERV9-int,HERV9-int,LTR,14,117,1.4204905163201722,0.2480493237689534,0.3292919594284713,111.07142857142856,86.62393162393163,1.146128035678238,2.0681858617461617,3.205253423772468,1.2070942293648157,0.974,0.052,0.052,0.1019485420240138,Non-Significant,0.44317572700641744,-0.4824188736563857,0.010109101848024873,0.9603646755623629,95.0,12.0
MER51B,MER51B,MER51B,LTR,93,551,2.1220962112597954,9.55886726587974e-10,4.061630217435146e-09,104.0537634408602,106.5825771324864,1.968482948553935,2.741151598851785,1.7284376431687671,0.2907147286269028,0.094,0.188,0.188,0.2896010781671159,Non-Significant,1.2277539890703426,-8.39129961855743,0.006630032759899246,2.015529959009371,304.0,74.0
LTR47A,LTR47A,LTR47A,LTR,68,533,1.5282820712583562,0.0020460691959574,0.004594611180706,156.63235294117646,154.9718574108818,1.8325089127062364,2.7267272090265724,1.5833287225405193,0.2974684029215841,0.53,0.94,0.94,0.9541918294849022,Non-Significant,0.9652335926845069,-2.337751234923925,0.0067967210028270055,1.7875376237435023,263.0,55.0
LTR82A,LTR82A,LTR82A,LTR,66,706,1.077733766941936,0.548484924208075,0.6320009144985025,229.1818181818182,251.60339943342777,1.8195439355418688,2.848804701051804,1.6754318920953402,0.2648897755039908,0.996,0.008,0.008,0.0200526315789473,Significant,0.6432572831081144,-0.1992822932977321,0.005860437547294636,1.5295741998439,261.0,57.0
LTR21A,LTR21A,LTR21A,LTR,14,78,2.2861019560407927,0.0080725151409457,0.0164179444948416,146.85714285714286,142.35897435897436,1.146128035678238,1.8920946026904804,1.8296017745743456,0.8986368496966392,0.244,0.488,0.488,0.6109353778751369,Non-Significant,1.249507946379562,-1.784681216913751,0.015096018909780278,0.7849929833085745,52.0,12.0
LTR77,LTR77,LTR77,LTR,9,94,1.1065501619956686,0.7146871695956011,0.7802172252605273,123.44444444444444,146.4787234042553,0.9542425094393248,1.9731278535996983,1.6603435316442314,0.7505571138307364,0.714,0.5720000000000001,0.5720000000000001,0.6775088082901555,Non-Significant,0.6664585616808206,-0.10778446577375757,0.012686008707971829,0.6977304789384506,55.0,8.0
LTR61,LTR61,LTR61,LTR,44,119,6.131108374046218,2.733628695565816e-17,1.7167789005668835e-16,130.5909090909091,126.70588235294116,1.6434526764861874,2.075546961392531,1.9006814433893453,0.7549335945198132,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,3.225742217545442,-15.76528563288027,0.008041664704780637,1.1821247116027536,147.0,39.0
MER106B,MER106B,MER106B,DNA,125,810,1.90707185749764,7.098527955536797e-10,3.050232125255097e-09,189.648,195.59259259259255,2.096910013008056,2.908485018878649,1.6629273180503312,0.2441537963152804,0.144,0.288,0.288,0.4034117647058824,Non-Significant,1.146816121665228,-8.515667109216686,0.005959241934900151,2.085734677215053,350.0,94.0
MER52D,MER52D,MER52D,LTR,56,716,0.8867304067220131,0.4269239506901653,0.5169216902954016,187.7142857142857,198.08519553072625,1.7481880270062005,2.854913022307856,1.826172212944899,0.2905876324343737,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.4855677906149196,-0.28657524423399694,0.00621239576724507,1.2176295703800337,196.0,46.0
Charlie7,Charlie7,Charlie7,DNA,353,3021,1.3827273622171723,4.018326830724164e-08,1.5158242797088184e-07,245.3484419263456,250.14630916914928,2.5477747053878224,3.4801507252732806,1.9582367328194643,0.1503978217921281,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.7061083775230408,-6.819351140904478,0.0059061386920441685,2.740448353108494,464.0,211.0
LTR56,LTR56,LTR56,LTR,135,755,2.275567490702074,2.053528366493001e-15,1.1505798641674022e-14,170.03703703703704,175.22384105960265,2.130333768495006,2.8779469516291885,1.589211816719096,0.2429583187470337,0.004,0.008,0.008,0.0200526315789473,Significant,1.4318843257785165,-13.939083230655996,0.006823817112658889,2.5589314172470834,375.0,104.0
MER4C,MER4C,MER4C,LTR,83,490,2.131234679603116,7.754457454316026e-09,3.12089608108564e-08,131.3132530120482,124.73673469387757,1.919078092376074,2.690196080028514,1.7077380532124642,0.3325545864765226,0.088,0.176,0.176,0.2759506172839506,Non-Significant,1.2479868769065625,-7.505720692136478,0.006660932754938107,1.8584002386277318,279.0,67.0
MER41E,MER41E,MER41E,LTR,53,281,2.4293416349596466,1.1005656166390605e-07,4.018998401975865e-07,144.2075471698113,140.66192170818505,1.7242758696007892,2.44870631990508,1.632159112986046,0.4090690105035799,0.032,0.064,0.064,0.1207128712871288,Non-Significant,1.4884220635297927,-6.395882166491021,0.008294957429629888,1.9410200385333938,234.0,43.0
AluYe6,AluYe6,AluYe6,SINE,74,341,2.8964634771371536,2.896099808766618e-13,1.4455205595721589e-12,100.29729729729728,104.158357771261,1.869231719730976,2.5327543789924976,1.5438556593477912,0.3830000193099723,0.004,0.008,0.008,0.0200526315789473,Significant,1.8761232370393859,-11.839975726999038,0.004645016112940632,1.0497736415245829,226.0,63.0
MER110A,MER110A,MER110A,LTR,39,442,1.0113630496947066,0.9328032278732205,0.9588076344056574,227.0,234.8099547511312,1.591064607026499,2.645422269349092,1.6218964180580373,0.3036318271703109,0.984,0.032,0.032,0.0673591160220995,Non-Significant,0.6235682121461571,-0.01826851660015932,0.006178300109006151,1.2047685212561994,195.0,36.0
MER11D,MER11D,MER11D,LTR,28,232,1.4344169167758716,0.0800751066276601,0.127829395077396,52.392857142857146,50.625,1.4471580313422192,2.3654879848909,1.7325259841067568,0.4756387980364858,0.688,0.6240000000000001,0.6240000000000001,0.7233590263691685,Non-Significant,0.8279338549230578,-0.8933692662717057,0.0065579589871822734,0.8722085452952424,133.0,23.0
Tigger10,Tigger10,Tigger10,DNA,162,1178,1.666360379276384,1.1650747306123636e-08,4.6400014532750236e-08,265.6975308641975,271.1578947368421,2.2095150145426308,3.0711452904510828,1.8675565920751764,0.230088332851473,0.8,0.3999999999999999,0.3999999999999999,0.5225142857142856,Non-Significant,0.8922676755004094,-7.333481883421579,0.00598040121874005,2.248630858246259,376.0,113.0
hAT-N1a_Mam,hAT-N1a_Mam,hAT-N1a_Mam,DNA,52,457,1.3418249488186111,0.0559740244155986,0.091790975476369,255.80769230769232,257.5207877461707,1.7160033436347992,2.6599162000698504,1.5557998242273166,0.3193807854197801,0.732,0.536,0.536,0.6538399146211313,Non-Significant,0.8624663198461439,-1.0372000148060938,0.005626377449513727,1.2265502839939924,218.0,45.0
MamGypLTR3a,MamGypLTR3a,MamGypLTR3a,LTR,71,919,0.8750039252600222,0.3201940431866709,0.4084618207169251,277.53521126760563,295.5810663764962,1.8512583487190752,2.9633155113861114,1.6665895739642826,0.2276668051413651,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5250266405895413,-0.38884853111898554,0.0054544880630613655,1.6254374427922869,298.0,63.0
Eutr10,Eutr10,Eutr10,LTR,48,628,0.8648897552139175,0.358608242379264,0.4514198469598003,266.6875,285.23248407643314,1.6812412373755872,2.797959643737196,1.6347313379821895,0.2721282586939558,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5290714964096079,-0.3454193508062368,0.00511287750574449,1.0685913987005984,209.0,40.0
LTR26E,LTR26E,LTR26E,LTR,23,82,4.0740220296093295,3.484393294669724e-07,1.2068671320628768e-06,205.30434782608697,189.4878048780488,1.3617278360175928,1.9138138523837167,1.595362443474392,0.7404576331689806,0.002,0.004,0.004,0.0107072599531616,Significant,2.5536654985665166,-5.9183405401662785,0.006107295991655369,0.6473733751154691,106.0,18.0
MER124,MER124,MER124,DNA,50,746,0.7507723318611729,0.051417390245025,0.0854216236192785,266.94,260.9959785522788,1.6989700043360187,2.8727388274726686,1.5670364406196218,0.2477923855991324,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.4791033012380427,-1.0684321781422539,0.005765448718816408,1.2626332694207933,219.0,45.0
MamRep488,MamRep488,MamRep488,DNA,110,518,2.817605304617336,3.125259096215703e-18,2.0768436901014818e-17,251.43636363636364,254.6911196911197,2.041392685158225,2.714329759745233,1.5305023248917364,0.2815215044985901,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,1.8409676736797156,-16.68259618862664,0.005664137563749057,1.7275619569434624,305.0,90.0
Zaphod2,Zaphod2,Zaphod2,DNA,130,592,2.9406885773241696,1.3774281446795357e-22,1.0092310060055828e-21,226.30769230769232,227.51351351351352,2.113943352306837,2.77232170672292,2.12548870742968,0.3492457469085826,0.018,0.036,0.036,0.0748145454545455,Non-Significant,1.3835352627586048,-20.99600941537773,0.005960246863852528,1.8536367746581364,311.0,98.0
CR1-3_Croc,CR1-3_Croc,CR1-3_Croc,LINE,136,875,1.923278138577653,6.656393521240201e-11,3.0555252187861635e-10,279.2720588235294,290.75314285714285,2.133538908370217,2.942008053022313,2.114575251245802,0.2915537067342952,0.726,0.548,0.548,0.6648429926238146,Non-Significant,0.9095340245964545,-9.51491412747861,0.005413684876071038,1.72155179059059,318.0,115.0
MER57B2,MER57B2,MER57B2,LTR,99,932,1.242046184267557,0.0482175818058126,0.0806920878536513,148.66666666666666,151.34442060085837,1.99563519459755,2.9694159123539814,1.6969705544286129,0.2424368113665932,0.986,0.028,0.028,0.0599325842696629,Non-Significant,0.7319197030414982,-1.0931690473096476,0.006083300111717069,2.031822237313501,334.0,83.0
LTR85b,LTR85b,LTR85b,LTR,64,902,0.7981480382122327,0.0869401901018763,0.1368769108628715,276.03125,279.2527716186253,1.806179973983887,2.9552065375419416,1.6325826419350449,0.241242667813788,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.48888675997817477,-0.8636698048283507,0.005447998535210102,1.4873036001123578,273.0,56.0
LTR9,LTR9,LTR9,LTR,64,588,1.2764277287040342,0.0677136895980776,0.1097826201568833,133.171875,133.09013605442178,1.806179973983887,2.7693773260761385,1.7209638429882177,0.2818626735328854,0.932,0.1359999999999999,0.1359999999999999,0.2289366715758468,Non-Significant,0.7416935189571982,-0.9594664082228608,0.006224351716632232,1.8112863495399796,291.0,56.0
LTR2,LTR2,LTR2,LTR,108,730,1.8146002614992196,8.638197144581939e-08,3.195294283578368e-07,81.86111111111111,82.96986301369863,2.03342375548695,2.863322860120456,1.7686807029761678,0.2831570482881295,0.398,0.796,0.796,0.8569821930646673,Non-Significant,1.0259626050342399,-6.495489137552959,0.006642815648242615,2.105772560492909,317.0,85.0
Charlie30b,Charlie30b,Charlie30b,DNA,86,601,1.74517427174527,6.542836839071769e-06,1.968016449226061e-05,251.54651162790697,256.00499168053244,1.934498451243568,2.77887447200274,1.6846692278822717,0.2691242462783123,0.362,0.724,0.724,0.8034291262135922,Non-Significant,1.035915088173752,-4.705971275936052,0.005124187085786148,1.4193998227627629,277.0,69.0
MER57C1,MER57C1,MER57C1,LTR,32,147,2.9080354233615613,1.193394582431817e-06,3.86416432781747e-06,176.59375,190.96598639455783,1.505149978319906,2.167317334748176,1.7516925705505006,0.5719111428848771,0.032,0.064,0.064,0.1207128712871288,Non-Significant,1.6601288789206083,-5.412944413015639,0.006768241975056357,1.0152362962584536,150.0,28.0
MER21-int,MER21-int,MER21-int,LTR,48,339,1.7238354260494189,0.000979159132471,0.0023171405557233,198.5,203.25958702064895,1.6812412373755872,2.530199698203082,2.3598115810357467,0.5135989749170843,0.896,0.2079999999999999,0.2079999999999999,0.3115910878112713,Non-Significant,0.7304970616733769,-2.6350476214868492,0.0077216187693204905,1.289510334476522,167.0,38.0
Tigger4,Tigger4,Tigger4,DNA,158,1220,1.5548202245299598,1.008853901856318e-06,3.342376840063105e-06,150.5253164556962,149.09754098360656,2.198657086954422,3.0863598306747484,1.977437413606482,0.2355789032279103,0.964,0.072,0.072,0.1323086816720258,Non-Significant,0.786280371672676,-5.475944586658777,0.005555446459708826,1.722188402509736,310.0,82.0
MER97b,MER97b,MER97b,DNA,27,247,1.282592257166714,0.2149581919569764,0.292838809191277,228.5185185185185,227.2672064777328,1.4313637641589874,2.392696953259666,1.7179903955223004,0.4586678043959488,0.796,0.4079999999999999,0.4079999999999999,0.5299363636363635,Non-Significant,0.7465654409417014,-0.5333713678434294,0.006243265697605504,0.8178678063863211,131.0,21.0
ORSL-2a,ORSL-2a,ORSL-2a,DNA,59,343,2.171107078825965,6.863729939536927e-07,2.293930795582078e-06,253.135593220339,252.55685131195332,1.7708520116421442,2.5352941200427703,1.5663831787463314,0.3491287923425655,0.042,0.084,0.084,0.1519177215189875,Non-Significant,1.386063836923753,-5.639419688243897,0.0046868362464935805,1.0404776467215748,222.0,48.0
Kanga1d,Kanga1d,Kanga1d,DNA,45,508,1.0157317895358366,0.875282817993109,0.9136513798777384,238.64444444444445,230.04330708661416,1.6532125137753435,2.7058637122839198,1.5937824061051529,0.304650417265061,0.992,0.016,0.016,0.0370953346855984,Significant,0.6373089486023739,-0.03921948553217135,0.005650463589071827,1.401314970089813,248.0,42.0
LTR83,LTR83,LTR83,LTR,52,473,1.290829219038799,0.0868002099191073,0.1368769108628715,258.0769230769231,265.0359408033827,1.7160033436347992,2.674861140737812,1.6633387049645567,0.3184604645218124,0.882,0.236,0.236,0.3431908396946564,Non-Significant,0.7760471244888784,-0.8636698048283507,0.005103740312815004,1.1789640122602658,231.0,45.0
LTR1D1,LTR1D1,LTR1D1,LTR,10,215,0.5097927379292486,0.0295887091724279,0.052843585287633,157.0,155.21395348837208,1.0,2.3324384599156054,1.6815244976746435,0.5140346123251531,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.303172947307181,-1.2770077244070102,0.006065914517827116,0.3821526146231083,63.0,10.0
LTR51,LTR51,LTR51,LTR,39,319,1.4556404523138815,0.0364058648219264,0.0634327797125943,161.25641025641025,161.25078369905955,1.591064607026499,2.503790683057181,1.603734949898295,0.3774950537746488,0.594,0.812,0.812,0.864972972972973,Non-Significant,0.9076565004748415,-1.197686256797559,0.007104802656012887,0.9875675691857912,139.0,28.0
HUERS-P1-int,HUERS-P1-int,HUERS-P1-int,LTR,16,167,1.1073644033104804,0.6801818879443993,0.75580708169726,133.6875,143.2994011976048,1.2041199826559248,2.2227164711475837,2.7670460656991533,0.8520805194943688,0.996,0.008,0.008,0.0200526315789473,Significant,0.4001973140373726,-0.12158904318424113,0.006319459153002757,0.6193069969942702,98.0,16.0
Kanga1c,Kanga1c,Kanga1c,DNA,62,751,0.940415941139445,0.6981699378139777,0.7695354280823303,212.4193548387097,234.474034620506,1.792391689498254,2.8756399370041685,1.6096306245257472,0.2370564259105026,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.584243320678944,-0.1137713812042016,0.006011782863888872,1.5810988932027734,263.0,51.0
Zaphod5a,Zaphod5a,Zaphod5a,DNA,13,100,1.561606572301009,0.1523279001847119,0.2220800891723543,244.7692307692308,239.65,1.1139433523068367,2.0,1.6284515172415197,0.7337717941546377,0.432,0.864,0.864,0.9035242451967064,Non-Significant,0.9589518360032351,-0.6534903768418924,0.006657582369682537,0.5326065895746029,80.0,10.0
Tigger12c,Tigger12c,Tigger12c,DNA,64,740,0.9894202575545048,1.0,1.0,288.484375,293.7783783783784,1.806179973983887,2.869231719730976,1.6252534341188662,0.2407211626114561,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.6087790597968621,0.0,0.00572981493696025,1.3178574355008574,230.0,52.0
MER106A,MER106A,MER106A,DNA,50,580,0.9859199499319636,1.0,1.0,210.8,216.19827586206893,1.6989700043360187,2.7634279935629373,1.5238113491215874,0.2606378658371915,0.986,0.028,0.028,0.0599325842696629,Non-Significant,0.6470091921157463,0.0,0.005227984096239869,1.0560527874404535,202.0,41.0
AluYk11,AluYk11,AluYk11,SINE,55,342,2.002757458053089,1.2466333553555702e-05,3.618424210180671e-05,135.54545454545453,115.01169590643276,1.740362689494244,2.534026106056135,1.5486150493051027,0.3548298635801875,0.09,0.18,0.18,0.2814500683994528,Non-Significant,1.293257132527396,-4.441480519471541,0.006096367610891877,1.444839123781375,237.0,43.0
LTR84a,LTR84a,LTR84a,LTR,55,441,1.489096814663221,0.0086246255162247,0.0174786293706469,278.6909090909091,284.32426303854874,1.740362689494244,2.6444385894678386,1.6524540330933295,0.3289912524597331,0.654,0.692,0.692,0.7777345132743363,Non-Significant,0.9011426550097069,-1.7574926266274413,0.005574566837595446,1.1483607685446617,206.0,45.0
LTR5,LTR5,LTR5,LTR,47,259,2.3169121157769603,1.5135448856977545e-06,4.859499450428463e-06,70.08510638297872,79.98455598455598,1.6720978579357175,2.413299764081252,1.675140371596653,0.4566157895285171,0.082,0.164,0.164,0.2640169014084507,Non-Significant,1.3831152033955252,-5.313408462653817,0.005991287230865368,1.1922661589422083,199.0,41.0
X22_DNA,X22_DNA,X22_DNA,DNA,0,26,0.0,0.1641283849895675,0.2362704584925386,,250.92307692307693,-inf,1.414973347970818,1.6185990101725125,1.589534764556621,0.926,0.1479999999999999,0.1479999999999999,0.2448104196816207,Non-Significant,0.0,-0.6265905759372896,,,,
UCON29,UCON29,UCON29,DNA,17,232,0.826338479591464,0.5599345158298668,0.6432212578829525,263.47058823529414,265.23275862068965,1.230448921378274,2.3654879848909,1.5757854947383088,0.4629251894513879,0.978,0.044,0.044,0.089012389380531,Non-Significant,0.5243978208650121,-0.1916396109811476,0.0050333815462799535,0.548638588544515,109.0,14.0
Charlie13a,Charlie13a,Charlie13a,DNA,64,404,1.9672005091116007,3.629331591999624e-06,1.1242075906925665e-05,260.90625,267.70544554455444,1.806179973983887,2.606381365110605,1.8093154669630491,0.3768881738435125,0.278,0.556,0.556,0.6661509433962265,Non-Significant,1.087262307226922,-4.949153486660261,0.005942477159629469,1.1825529547662643,199.0,37.0
UCON26,UCON26,UCON26,DNA,6,192,0.3371210014124791,0.003070242295874,0.0067219484803446,302.8333333333333,299.2447916666667,0.7781512503836436,2.2833012287035497,1.571976618679908,0.4982277586600686,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.21445675298630187,-2.1725048204574064,0.005357780478475435,0.4125490968426085,77.0,6.0
UCON105,UCON105,UCON105,DNA,59,618,1.1030310389748457,0.4757535601496703,0.5658546506254664,268.59322033898303,273.5517799352751,1.7708520116421442,2.790988475088816,1.5403534399404788,0.2610183179139017,0.964,0.072,0.072,0.1323086816720258,Non-Significant,0.7160895742326957,-0.2472951103981331,0.005070977739933212,1.1358990137450395,224.0,44.0
X6b_DNA,X6b_DNA,X6b_DNA,DNA,128,1028,1.486329330416324,6.546516018863277e-05,0.0001764780143764,266.1875,266.98929961089493,2.1072099696478683,3.011993114659257,1.5234522929470655,0.2082519110969607,0.536,0.928,0.928,0.9445271593944792,Non-Significant,0.9756323432623358,-3.753309391294546,0.005615005410038008,1.9147168448229608,341.0,106.0
Cheshire,Cheshire,Cheshire,DNA,110,800,1.6660621019383046,3.1061160827350767e-06,9.726823787852582e-06,193.97272727272727,205.17375,2.041392685158225,2.903089986991944,1.939373133562896,0.2807716802470132,0.834,0.3320000000000001,0.3320000000000001,0.4485531914893618,Non-Significant,0.8590724874472808,-5.012028951777078,0.005858644080557032,1.640420342555969,280.0,71.0
UCON81,UCON81,UCON81,DNA,1,45,0.2375170766693991,0.1807432118163283,0.254734267701681,316.0,204.0888888888889,0.0,1.6532125137753435,1.610514512946391,1.1642601515036313,0.926,0.1479999999999999,0.1479999999999999,0.2448104196816207,Non-Significant,0.14747900423130514,-0.5939126283669849,0.01226744066117008,0.11040696595053072,9.0,1.0
UCON73,UCON73,UCON73,DNA,27,234,1.363141535584602,0.1316442874493013,0.1959237246804054,250.8148148148148,263.02564102564105,1.4313637641589874,2.369215857410143,1.518445588379676,0.4380357032196246,0.578,0.8440000000000001,0.8440000000000001,0.8891170506912444,Non-Significant,0.8977216872414915,-0.7079129714890449,0.005673495503039607,0.663798973855634,117.0,22.0
EutTc1-N2,EutTc1-N2,EutTc1-N2,DNA,51,150,5.383721289235619,5.668686111667962e-18,3.702461843220847e-17,193.41176470588235,182.28666666666663,1.7075701760979365,2.1760912590556813,1.5515605424097825,0.5674859361602805,0.0,0.0,0.0039920159680638,0.0107072599531616,Significant,3.4698750980570665,-16.43150940852965,0.007024032419786641,1.2643258355615954,180.0,35.0
L2-2_Mam,L2-2_Mam,L2-2_Mam,LINE,39,377,1.205855971416672,0.2728371432496767,0.3576224321848246,265.4102564102564,273.2493368700265,1.591064607026499,2.576341350205793,1.569201779958179,0.3493580149412408,0.85,0.3,0.3,0.4166464155528554,Non-Significant,0.7684518248818258,-0.4465752475144401,0.006553679069039017,1.3435042091529985,205.0,33.0
X5a_DNA,X5a_DNA,X5a_DNA,DNA,59,456,1.5531344732910382,0.0026890352715935,0.0059450044785908,270.3050847457627,271.82675438596493,1.7708520116421442,2.6589648426644352,1.5133967821028729,0.3017470925296244,0.394,0.788,0.788,0.8505042492917848,Non-Significant,1.0262572853716192,-2.22584781387514,0.005097521272851364,1.0347968183888268,203.0,50.0
Charlie13b,Charlie13b,Charlie13b,DNA,43,359,1.422095998182943,0.0389157699624998,0.066888308371635,261.3488372093023,271.5069637883008,1.6334684555795866,2.55509444857832,1.596375818623583,0.3671888619897316,0.616,0.768,0.768,0.8344334600760457,Non-Significant,0.8908278248721492,-1.1746497873655644,0.005488175672782939,1.0647060805198902,194.0,37.0
LTR105_Mam,LTR105_Mam,LTR105_Mam,LTR,34,480,0.7966940348943682,0.2249230288933909,0.3035265903484602,281.55882352941177,291.83958333333334,1.5314789170422551,2.681241237375587,1.5820837582125085,0.3184457539157468,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.503572602119688,-0.5178032566949439,0.005391858711051056,0.9381834157228837,174.0,27.0
LTR43B,LTR43B,LTR43B,LTR,21,192,1.2834256442639889,0.3043998734563302,0.389618203091361,210.8095238095238,195.20833333333331,1.3222192947339193,2.2833012287035497,1.653898738594933,0.5442478268674447,0.736,0.528,0.528,0.6461498929336188,Non-Significant,0.7760001349020442,-0.40936076093753154,0.010801628580717792,1.2637905439439816,117.0,15.0
MSTB2,MSTB2,MSTB2,LTR,93,1297,0.8072423670342864,0.0489410394000423,0.0816636613638663,175.4193548387097,190.19660755589825,1.968482948553935,3.11293997608408,1.5937847808015175,0.1964860511477141,1.0,0.0,0.0039920159680638,0.0107072599531616,Significant,0.5064939612664155,-1.0879711525237636,0.005965943903800273,2.1716035809832994,364.0,81.0
LTR103_Mam,LTR103_Mam,LTR103_Mam,LTR,52,652,0.905731778373437,0.5327250449661209,0.6175504324505844,275.36538461538464,288.1671779141104,1.7160033436347992,2.81424759573192,1.5733545407301015,0.2641726262110562,0.998,0.004,0.004,0.0107072599531616,Significant,0.5756692181745254,-0.209327569824354,0.005428543807681931,1.3625644957281646,251.0,50.0
MamGypLTR4,MamGypLTR4,MamGypLTR4,LTR,46,544,0.9653304536754708,0.8793770344381491,0.9170875459514638,270.89130434782606,277.2922794117647,1.662757831681574,2.73559889969818,1.6611020217142436,0.2907584343869925,0.99,0.02,0.02,0.0450887573964497,Significant,0.581138570091714,-0.03758920423310785,0.0062669525010534514,1.5291364102570422,244.0,42.0
LTR47B2,LTR47B2,LTR47B2,LTR,12,143,0.957320745907166,1.0,1.0,147.0,151.8041958041958,1.0791812460476249,2.155336037465062,1.6390242837009206,0.6286951404905593,0.848,0.304,0.304,0.4211781818181819,Non-Significant,0.5840796597262937,0.0,0.007319612500818815,0.49041403755486057,67.0,10.0
X1_DNA,X1_DNA,X1_DNA,DNA,92,559,2.0588207811546178,4.941054017444513e-09,2.031519691344992e-08,262.64130434782606,261.6243291592129,1.9637878273455556,2.747411807886423,1.6228422752557243,0.2915915353468826,0.078,0.156,0.156,0.2550901287553648,Non-Significant,1.268651188440474,-7.692178963738247,0.005880557352097493,1.6524366159393957,281.0,57.0
X33a_DNA,X33a_DNA,X33a_DNA,DNA,4,66,0.6742420272581077,0.6601943880991237,0.7383583029327773,249.5,269.24242424242425,0.6020599913279624,1.8195439355418688,1.6152155923279032,0.8566265635005581,0.86,0.28,0.28,0.3951111111111112,Non-Significant,0.4174315988903793,-0.1317328370600467,0.009166124213273893,0.06416286949291725,7.0,3.0
